"country","date","name","actual","consensus","previous","volatility"
"Japan","20150403 01:35:00","Markit Services PMI"," 48.400 ",""," 48.500 ","2"
"China","20150403 01:45:00","HSBC China Services PMI"," 52.300 ",""," 52.000 ","2"
"Russia","20150403 06:04:00","Purchasing Manager Index Services"," 46.100 ",""," 41.300 ","1"
"United States","20150403 12:30:00","Fed Minneapolis's Narayana Kocherlakota speech ","","","","1"
"United States","20150403 12:30:00","Nonfarm Payrolls",""," 244.000 "," 295.000 ","3"
"United States","20150403 12:30:00","Average Hourly Earnings (MoM)","","0.200  %","0.100  %","1"
"United States","20150403 12:30:00","Average Hourly Earnings (YoY)","","","2.000  %","2"
"United States","20150403 12:30:00","Average Weekly Hours",""," 34.600 "," 34.600 ","2"
"United States","20150403 12:30:00","Labor Force Participation Rate","","","62.800  %","2"
"United States","20150403 12:30:00","Unemployment Rate","","5.500  %","5.500  %","3"
