"country","date","name","actual","consensus","previous","volatility"
"Australia","20151231 00:30:00","Private Sector Credit (MoM)","","","","1"
"Australia","20151231 00:30:00","Private Sector Credit (YoY)","","","","1"
"India","20151231 06:30:00","Infrastructure Output (YoY)","","","","1"
"Italy","20151231 10:00:00","10-y Bond Auction","","","","1"
"Italy","20151231 10:00:00","5-y Bond Auction","","","","1"
"Greece","20151231 10:00:00","Retail Sales (YoY)","","","","1"
" INR"","20151231 10:30:00",""Federal Fiscal Deficit","","","","India"
"United States","20151231 12:00:00","MBA Mortgage Applications","","","","1"
"European Monetary Union","20151231 12:30:00","ECB Monetary Policy Meeting Accounts","","","","3"
"United States","20151231 13:30:00","Initial Jobless Claims","","","","2"
"United States","20151231 13:30:00","Continuing Jobless Claims","","","","2"
"United States","20151231 14:45:00","Chicago Purchasing Managers' Index","","","","2"
"United States","20151231 15:30:00","EIA Natural Gas Storage change","","","","1"
"Japan","20151231 17:05:45","Bank Holiday","","","","0"
