"country","date","name","actual","consensus","previous","volatility"
"Japan","20150821 01:35:00","Nomura/ JMMA Manufacturing Purchasing Manager Index","","","","2"
"China","20150821 01:45:00","Caixin Manufacturing PMI","","","","3"
"Germany","20150821 06:00:00","Gfk Consumer Confidence Survey","","","","2"
"France","20150821 07:00:00","Markit Manufacturing PMI","","","","1"
"France","20150821 07:00:00","Markit Services PMI","","","","1"
"France","20150821 07:00:00","Markit PMI Composite","","","","1"
"Germany","20150821 07:30:00","Markit PMI Composite","","","","2"
"Germany","20150821 07:30:00","Markit Services PMI","","","","2"
"Germany","20150821 07:30:00","Markit Manufacturing PMI","","","","3"
"European Monetary Union","20150821 08:00:00","Markit Services PMI","","","","2"
"European Monetary Union","20150821 08:00:00","Markit Manufacturing PMI","","","","2"
"European Monetary Union","20150821 08:00:00","Markit PMI Composite","","","","2"
"United Kingdom","20150821 08:30:00","Public Sector Net Borrowing","","","","2"
" USD"","20150821 11:00:00",""FX Reserves","","","","India"
"India","20150821 11:30:00","Bank Loan Growth","","","","1"
"Canada","20150821 12:30:00","Bank of Canada Consumer Price Index Core (YoY)","","","","3"
"Canada","20150821 12:30:00","Bank of Canada Consumer Price Index Core (MoM)","","","","2"
"Canada","20150821 12:30:00","Consumer Price Index - Core (MoM)","","","","1"
"Canada","20150821 12:30:00","Consumer Price Index (YoY)","","","","3"
"Canada","20150821 12:30:00","Retail Sales ex Autos (MoM)","","","","1"
"Canada","20150821 12:30:00","Retail Sales (MoM)","","","","1"
"Canada","20150821 12:30:00","Consumer Price Index (MoM)","","","","2"
"United States","20150821 13:45:00","Markit Manufacturing PMI","","","","2"
"European Monetary Union","20150821 14:00:00","Consumer Confidence","","","","2"
