"country","date","name","actual","consensus","previous","volatility"
"United Kingdom","20141105 00:01:00","BRC Shop Price Index (MoM)","","","-1.800  %","1"
"China","20141105 01:45:00","HSBC China Services PMI","",""," 53.500 ","2"
"United Kingdom","20141105 08:00:00","Halifax House Prices (3m/YoY)","","9.100  %","9.600  %","1"
"United Kingdom","20141105 08:00:00","Halifax House Prices (MoM)","","0.400  %","0.600  %","1"
"Switzerland","20141105 08:15:00","Consumer Price Index (YoY)","","-0.100  %","-0.100  %","2"
"United Kingdom","20141105 09:30:00","Markit Services PMI",""," 58.500 "," 58.700 ","2"
"European Monetary Union","20141105 10:00:00","Retail Sales (YoY)","","1.200  %","1.900  %","2"
"United States","20141105 12:00:00","MBA Mortgage Applications","","","-6.600  %","1"
"United States","20141105 13:15:00","ADP Employment Change",""," 220.000 "," 213.000 ","2"
"Mexico","20141105 14:00:00","Consumer Confidence","",""," 91.800 ","1"
"Mexico","20141105 14:00:00","Consumer Confidence s.a","",""," 90.400 ","1"
"United States","20141105 14:30:00","Fed's Lacker speech","","","","1"
"United States","20141105 14:45:00","Markit Services PMI","",""," 58.900 ","2"
"United States","20141105 14:45:00","Markit PMI Composite","",""," 59.000 ","1"
"United States","20141105 15:00:00","Federal Reserve Bank of Boston President Rosengren Speech","","","","1"
"United States","20141105 15:00:00","ISM Non-Manufacturing PMI",""," 58.000 "," 58.600 ","3"
"United States","20141105 15:30:00","EIA Crude Oil Stocks change","",""," 2.061 ","1"
"Argentina","20141105 19:00:00","Industrial Output n.s.a (YoY)","","","-2.900  %","1"
"United States","20141105 23:45:00","Former Fed's Bernanke speech","","","","1"
"Japan","20141105 23:50:00","BoJ Monetary Policy Meeting Minutes","","","","2"
