"country","date","name","actual","consensus","previous","volatility"
"China","20141001 01:00:00","NBS Manufacturing PMI",""," 51.000 "," 51.100 ","2"
"Australia","20141001 01:30:00","Retail Sales s.a. (MoM)","","0.400  %","0.400  %","2"
"European Monetary Union","20141001 08:00:00","Markit Manufacturing PMI",""," 50.500 "," 50.700 ","2"
"United Kingdom","20141001 08:30:00","Markit Manufacturing PMI",""," 52.500 "," 52.500 ","2"
"Germany","20141001 11:00:00","10-y Bond Auction","","","1.050  %","2"
"United States","20141001 11:00:00","MBA Mortgage Applications","","","-4.100  %","2"
"Czech Republic","20141001 12:00:00","Budget Balance","",""," -14.760 ","1"
"United States","20141001 12:15:00","ADP Employment Change",""," 210.000 "," 204.000 ","2"
"Singapore","20141001 13:30:00","Purchasing Managers Index","",""," 49.700 ","1"
"Canada","20141001 13:30:00","RBC Manufacturing PMI","",""," 54.800 ","2"
"United States","20141001 13:45:00","Markit Manufacturing PMI",""," 58.500 "," 57.900 ","1"
"United States","20141001 14:00:00","Construction Spending (MoM)","","0.500  %","1.800  %","2"
"United States","20141001 14:00:00","ISM Manufacturing PMI",""," 58.500 "," 59.000 ","3"
"United States","20141001 14:00:00","ISM Prices Paid",""," 57.000 "," 58.000 ","2"
"United States","20141001 14:30:00","EIA Crude Oil Stocks change","",""," -4.273 ","1"
"Brazil","20141001 18:00:00","Trade Balance","",""," 1.168 ","1"
"United States","20141001 19:00:00","Total Vehicle Sales",""," 16.700 "," 17.500 ","1"
"South Korea","20141001 21:00:00","FX Reserves","",""," 367.530 ","1"
"Japan","20141001 23:50:00","Foreign bond investment","","","¥ 773.900 ","2"
"Japan","20141001 23:50:00","Foreign investment in Japan stocks","","","¥ 294.800 ","2"
"Japan","20141001 23:50:00","Monetary Base (YoY)","","38.900  %","40.500  %","1"
