"country","date","name","actual","consensus","previous","volatility"
"Australia","20121207 00:30:00","Trade Balance",""," -2,050.000 "," -1,456.000 ","2"
"Japan","20121207 05:00:00","Leading Economic Index",""," 92.000 "," 91.600 ","2"
"United Kingdom","20121207 09:30:00","Consumer Inflation Expectations","","","3.200  %","2"
"European Monetary Union","20121207 09:30:00","Consumer Inflation Expectations","","","3.200  %","2"
"United Kingdom","20121207 09:30:00","Industrial Production (YoY)","","-0.600  %","-2.600  %","2"
"United Kingdom","20121207 09:30:00","Manufacturing Production (YoY)","","-0.200  %","-1.000  %","2"
"European Monetary Union","20121207 10:00:00","ECB President Draghi's Speech","","","","2"
"Portugal","20121207 11:00:00","Gross Domestic Product (QoQ)","","","-1.100  %","2"
"Germany","20121207 11:00:00","Industrial Production s.a. w.d.a. (YoY)","","","-1.200  %","2"
"Chile","20121207 13:00:00","Consumer Price Index (Inflation) (MoM)","","","","1"
"Canada","20121207 13:30:00","Net Change in Employment",""," 4.700 "," 1.800 ","3"
"Canada","20121207 13:30:00","Labor Productivity (QoQ)","","","-0.400  %","1"
"Canada","20121207 13:30:00","Unemployment Rate","","7.400  %","7.400  %","3"
"United States","20121207 13:30:00","Nonfarm Payrolls",""," 93.000 "," 171.000 ","3"
"United States","20121207 13:30:00","Average Hourly Earnings (MoM)","","0.200  %","0.000  %","2"
"United States","20121207 13:30:00","Average Hourly Earnings (YoY)","","","1.600  %","2"
"United States","20121207 13:30:00","Average Weekly Hours","",""," 34.400 ","1"
"United States","20121207 13:30:00","Unemployment Rate","","7.900  %","7.900  %","3"
"Chile","20121207 13:30:00","Trade Balance","","","","1"
"Mexico","20121207 14:00:00","12-Month Inflation","","","4.600  %","1"
"Mexico","20121207 14:00:00","Core Inflation","","","0.230  %","1"
"Mexico","20121207 14:00:00","Headline Inflation","","","0.510  %","1"
"United States","20121207 14:55:00","Reuters/Michigan Consumer Sentiment Index",""," 82.400 "," 82.700 ","2"
"Germany","20121207 15:00:00","German Buba President Weidmann speech","","","","2"
"United Kingdom","20121207 15:00:00","NIESR GDP Estimate (3M)","","","0.500  %","2"
"United States","20121207 20:00:00","Consumer Credit Change","","$ 10.000 ","$ 11.360 ","2"
