"country","date","name","actual","consensus","previous","volatility"
"Australia","20160212 00:30:00","Investment Lending for Homes","","","","2"
"Australia","20160212 00:30:00","Home Loans","","","","2"
"China","20160212 02:00:00","M2 Money Supply (YoY)","","","","1"
"China","20160212 02:00:00","New Loans","","","","1"
"India","20160212 06:30:00","Trade Deficit Government","","","","1"
"Germany","20160212 07:00:00","Wholesale Price Index (MoM)","","","","1"
"Germany","20160212 07:00:00","Wholesale Price Index (YoY)","","","","1"
"Germany","20160212 07:00:00","Consumer Price Index (YoY)","","","","2"
"Germany","20160212 07:00:00","Harmonised Index of Consumer Prices (YoY)","","","","2"
"Germany","20160212 07:00:00","Consumer Price Index (MoM)","","","","2"
"Germany","20160212 07:00:00","Harmonised Index of Consumer Prices (MoM)","","","","2"
"Germany","20160212 07:00:00","Gross Domestic Product n.s.a (YoY)","","","","2"
"Germany","20160212 07:00:00","Gross Domestic Product w.d.a (YoY)","","","","2"
"Germany","20160212 07:00:00","Gross Domestic Product s.a (QoQ)","","","","2"
"France","20160212 07:45:00","Nonfarm Payrolls (QoQ)","","","","1"
"Spain","20160212 08:00:00","HICP (MoM)","","","","1"
"Spain","20160212 08:00:00","HICP (YoY)","","","","1"
"Spain","20160212 08:00:00","Consumer Price Index (MoM)","","","","1"
"Spain","20160212 08:00:00","Consumer Price Index (YoY)","","","","1"
"Italy","20160212 09:00:00","Gross Domestic Product (YoY)","","","","2"
"Italy","20160212 09:00:00","Gross Domestic Product (QoQ)","","","","2"
"European Monetary Union","20160212 09:00:00","Gross Domestic Product s.a. (QoQ)","","","","3"
"European Monetary Union","20160212 09:00:00","Gross Domestic Product s.a. (YoY)","","","","3"
"Greece","20160212 10:00:00","Gross Domestic Product n.s.a (YoY)","","","","1"
"Portugal","20160212 10:00:00","Gross Domestic Product (YoY)","","","","1"
"Portugal","20160212 10:00:00","Gross Domestic Product (QoQ)","","","","1"
"European Monetary Union","20160212 10:00:00","Industrial Production s.a. (MoM)","","","","2"
"European Monetary Union","20160212 10:00:00","Industrial Production w.d.a. (YoY)","","","","2"
" USD"","20160212 11:30:00",""FX Reserves","","","","India"
"India","20160212 12:00:00","Manufacturing Output","","","","1"
"India","20160212 12:00:00","Industrial Output","","","","1"
"India","20160212 12:00:00","Cumulative Industrial Output","","","","1"
"United States","20160212 13:30:00","Retail Sales (MoM)","","","","3"
"United States","20160212 13:30:00","Retail control","","","","3"
"United States","20160212 13:30:00","Retail Sales ex Autos (MoM)","","","","3"
"United States","20160212 13:30:00","Import Price Index (MoM)","","","","1"
"United States","20160212 13:30:00","Export Price Index (YoY)","","","","1"
"United States","20160212 13:30:00","Export Price Index (MoM)","","","","1"
"United States","20160212 13:30:00","Import Price Index (YoY)","","","","1"
"United States","20160212 15:00:00","Reuters/Michigan Consumer Sentiment Index","","","","1"
"United States","20160212 15:00:00","Fed's William Dudley speech","","","","1"
"United States","20160212 15:00:00","Business Inventories","","","","1"
"European Monetary Union","20160212 15:00:00","EcoFin Meeting","","","","2"
"United States","20160212 18:00:00","Baker Hughes US Oil Rig Count","","","","2"
