"country","date","name","actual","consensus","previous","volatility"
"China","20141003 01:00:00","Non-manufacturing PMI","",""," 54.400 ","2"
"Japan","20141003 01:35:00","Markit Services PMI","",""," 49.900 ","2"
"Germany","20141003 07:55:00","Markit Services PMI",""," 55.400 "," 54.900 ","2"
"United Kingdom","20141003 08:30:00","Markit Services PMI",""," 59.100 "," 60.500 ","2"
"European Monetary Union","20141003 09:00:00","Retail Sales (YoY)","","0.500  %","0.800  %","2"
"Canada","20141003 12:30:00","International Merchandise Trade","","$ 1.550 ","$ 2.580 ","1"
"Canada","20141003 12:30:00","Exports","","","$ 45.540 ","1"
"Canada","20141003 12:30:00","Imports","","","$ 42.960 ","1"
"United States","20141003 12:30:00","Nonfarm Payrolls",""," 215.000 "," 142.000 ","3"
"United States","20141003 12:30:00","Average Hourly Earnings (MoM)","","0.200  %","0.200  %","1"
"United States","20141003 12:30:00","Average Hourly Earnings (YoY)","","","2.100  %","2"
"United States","20141003 12:30:00","Average Weekly Hours",""," 34.500 "," 34.500 ","2"
"United States","20141003 12:30:00","Labor Force Participation Rate","","","62.800  %","2"
"United States","20141003 12:30:00","Unemployment Rate","","6.100  %","6.100  %","3"
"United States","20141003 12:30:00","Trade Balance","","$ -40.900 ","$ -40.550 ","2"
"Mexico","20141003 13:00:00","Consumer Confidence","",""," 89.700 ","1"
"Mexico","20141003 13:00:00","Consumer Confidence s.a","",""," 87.900 ","1"
"United States","20141003 13:45:00","Markit Services PMI","",""," 59.500 ","2"
"United States","20141003 13:45:00","Markit PMI Composite","",""," 59.700 ","2"
"United States","20141003 14:00:00","ISM Non-Manufacturing PMI",""," 58.500 "," 59.600 ","3"
