"country","date","name","actual","consensus","previous","volatility"
"China","20130301 01:00:00","NBS Manufacturing PMI",""," 50.500 "," 50.400 ","2"
"China","20130301 01:45:00","HSBC Manufacturing PMI","",""," 52.300 ","2"
"United Kingdom","20130301 07:00:00","Nationwide Housing Prices n.s.a (YoY)","","-0.100  %","0.000  %","2"
"Germany","20130301 07:00:00","Retail Sales (YoY)","","-1.800  %","-4.700  %","2"
"Germany","20130301 07:00:00","Retail Sales (MoM)","","1.000  %","-1.700  %","2"
"Switzerland","20130301 08:30:00","SVME - Purchasing Managers' Index",""," 52.200 "," 52.500 ","2"
"Germany","20130301 08:53:00","Markit Manufacturing PMI",""," 50.100 "," 49.800 ","2"
"United Kingdom","20130301 09:28:00","Markit Manufacturing PMI",""," 51.000 "," 50.800 ","2"
"United Kingdom","20130301 09:30:00","Mortgage Approvals",""," 56.500 "," 55.785 ","2"
"United Kingdom","20130301 09:30:00","Net Lending to Individuals (MoM)","","£ 1.100 ","£ 1.700 ","2"
"European Monetary Union","20130301 10:00:00","Consumer Price Index (YoY)","","","2.000  %","2"
"European Monetary Union","20130301 10:00:00","Unemployment Rate","","11.800  %","11.700  %","2"
"Czech Republic","20130301 13:00:00","Budget Balance","",""," 42.420 ","1"
"Brazil","20130301 13:00:00","HSBC PMI Manufacturing","",""," 51.100 ","1"
"United States","20130301 13:30:00","Core Personal Consumption Expenditure - Prices Index (YoY)","","","1.400  %","3"
"United States","20130301 13:30:00","Core Personal Consumption Expenditure - Price Index (MoM)","","0.200  %","0.000  %","2"
"United States","20130301 13:30:00","Personal Consumption Expenditures - Price Index (MoM)","","","0.000  %","1"
"United States","20130301 13:30:00","Personal Consumption Expenditures - Price Index (YoY)","","","1.300  %","2"
"United States","20130301 13:30:00","Personal Income (MoM)","","-2.200  %","2.600  %","2"
"United States","20130301 13:30:00","Personal Spending","","0.200  %","0.200  %","2"
"Canada","20130301 13:30:00","Gross Domestic Product (MoM)","","-0.200  %","0.300  %","2"
"Canada","20130301 13:30:00","Gross Domestic Product (YoY) ","","","1.300  %","2"
"Canada","20130301 13:30:00","Gross Domestic Product Annualized (QoQ)","","0.600  %","0.600  %","2"
"United States","20130301 13:58:00","Markit Manufacturing PMI",""," 52.500 "," 55.800 ","2"
"United States","20130301 14:55:00","Reuters/Michigan Consumer Sentiment Index",""," 76.300 "," 73.800 ","2"
"United States","20130301 15:00:00","Construction Spending (MoM)","","0.400  %","0.900  %","2"
"United States","20130301 15:00:00","ISM Prices Paid",""," 57.000 "," 56.500 ","2"
"United States","20130301 15:00:00","ISM Manufacturing PMI",""," 52.500 "," 53.100 ","2"
"Brazil","20130301 18:00:00","Trade Balance","",""," -4.035 ","1"
"Mexico","20130301 20:30:00","Fiscal Balance, pesos","",""," -199.200 ","1"
"Argentina","20130301 21:00:00","Primary Budget Balance (MoM)","","","","1"
"Argentina","20130301 21:00:00","Tax Revenue (MoM)","",""," 65.680 ","1"
"United States","20130301 22:00:00","Total Vehicle Sales",""," 15.100 "," 15.300 ","1"
