"country","date","name","actual","consensus","previous","volatility"
"China","20160513 02:00:00","M2 Money Supply (YoY)","","","","1"
"China","20160513 02:00:00","New Loans","","","","1"
"Japan","20160513 03:30:00","Bank of Japan Governor Kuroda Speech","","","","3"
"Japan","20160513 04:30:00","Tertiary Industry Index (MoM)","","","","2"
"Germany","20160513 06:00:00","Consumer Price Index (YoY)","","","","2"
"Germany","20160513 06:00:00","Consumer Price Index (MoM)","","","","2"
"Germany","20160513 06:00:00","Harmonised Index of Consumer Prices (YoY)","","","","2"
"Germany","20160513 06:00:00","Harmonised Index of Consumer Prices (MoM)","","","","2"
"Germany","20160513 06:00:00","Gross Domestic Product n.s.a (YoY)","","","","2"
"Germany","20160513 06:00:00","Gross Domestic Product s.a (QoQ)","","","","2"
"Germany","20160513 06:00:00","Gross Domestic Product w.d.a (YoY)","","","","2"
"Spain","20160513 07:00:00","Consumer Price Index (MoM)","","","","1"
"Spain","20160513 07:00:00","HICP (MoM)","","","","1"
"Spain","20160513 07:00:00","HICP (YoY)","","","","1"
"Spain","20160513 07:00:00","Consumer Price Index (YoY)","","","","1"
"France","20160513 07:45:00","Nonfarm Payrolls (QoQ)","","","","1"
"Italy","20160513 09:00:00","Consumer Price Index (YoY)","","","","1"
"Italy","20160513 09:00:00","Consumer Price Index (EU Norm) (YoY)","","","","1"
"Italy","20160513 09:00:00","Consumer Price Index (EU Norm) (MoM)","","","","1"
"Italy","20160513 09:00:00","Consumer Price Index (MoM)","","","","1"
"Italy","20160513 09:00:00","Gross Domestic Product (QoQ)","","","","2"
"Italy","20160513 09:00:00","Gross Domestic Product (YoY)","","","","2"
"United Kingdom","20160513 09:00:00","MPC Member Haldane Speech","","","","0"
"Greece","20160513 09:00:00","Gross Domestic Product n.s.a (YoY)","","","","1"
"European Monetary Union","20160513 09:00:00","Gross Domestic Product s.a. (YoY)","","","","3"
"European Monetary Union","20160513 09:00:00","Gross Domestic Product s.a. (QoQ)","","","","3"
"Portugal","20160513 10:00:00","Gross Domestic Product (QoQ)","","","","1"
"Portugal","20160513 10:00:00","Gross Domestic Product (YoY)","","","","1"
"United States","20160513 12:30:00","Retail Sales ex Autos (MoM)","","","","3"
"United States","20160513 12:30:00","Retail Sales (MoM)","","","","2"
"United States","20160513 12:30:00","Retail control","","","","1"
"United States","20160513 12:30:00","Producer Price Index (MoM)","","","","1"
"United States","20160513 12:30:00","Producer Price Index (YoY)","","","","1"
"United States","20160513 12:30:00","Producer Price Index ex Food & Energy (MoM)","","","","1"
"United States","20160513 12:30:00","Producer Price Index ex Food & Energy (YoY)","","","","1"
"United Kingdom","20160513 12:30:00","MPC Member Weale Speech","","","","1"
"United States","20160513 14:00:00","Reuters/Michigan Consumer Sentiment Index","","","","1"
"United States","20160513 14:00:00","Business Inventories","","","","1"
"United States","20160513 17:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20160513 23:00:00","FOMC Member Williams speech","","","","1"
