"country","date","name","actual","consensus","previous","volatility"
"United States","20140728 13:45:00","Markit Services PMI",""," 61.500 "," 61.000 ","2"
"United States","20140728 13:45:00","Markit PMI Composite","",""," 61.000 ","2"
"United States","20140728 14:00:00","Pending Home Sales (YoY)","","","-6.900  %","2"
"United States","20140728 14:00:00","Pending Home Sales (MoM)","","","6.100  %","2"
"United States","20140728 14:30:00","Dallas Fed Manufacturing Business Index","",""," 11.400 ","1"
"United States","20140728 15:30:00","3-Month Bill Auction","","","0.025  %","1"
"United States","20140728 15:30:00","6-Month Bill Auction","","","0.055  %","1"
"United States","20140728 17:00:00","2-Year Note Auction","","","0.511  %","1"
"South Korea","20140728 23:00:00","Current Account Balance","",""," 7.690 ","1"
"Japan","20140728 23:30:00","Overall Household Spending (YoY)","","-3.800  %","-8.000  %","2"
"Japan","20140728 23:30:00","Unemployment Rate","","3.500  %","3.500  %","2"
"Japan","20140728 23:30:00","Jobs/applicants ratio",""," 1.090 "," 1.090 ","1"
"Japan","20140728 23:50:00","Retail Trade (YoY)","","-0.500  %","-0.400  %","2"
"Japan","20140728 23:50:00","Large Retailer's Sales","","","-1.200  %","2"
"Japan","20140728 23:50:00","Retail Trade s.a (MoM)","","","4.600  %","1"
