"country","date","name","actual","consensus","previous","volatility"
"Australia","20120424 01:30:00","Consumer Price Index (YoY)","","2.100  %","3.100  %","3"
"Australia","20120424 01:30:00","Consumer Price Index (QoQ)","","0.600  %","0.000  %","2"
"Finland","20120424 06:00:00","Export Prices (YoY)","","","1.200  %","1"
"Finland","20120424 06:00:00","Import Prices (YoY)","","","4.500  %","1"
"United Kingdom","20120424 06:00:00","Nationwide Housing Prices s.a (MoM)","","0.500  %","-1.000  %","2"
"United Kingdom","20120424 06:00:00","Nationwide Housing Prices n.s.a (YoY)","","-0.300  %","-0.900  %","2"
"Finland","20120424 06:00:00","Producer Price Index (YoY)","","","2.200  %","1"
"Switzerland","20120424 06:00:00","Trade Balance",""," 1.990 "," 2.677 ","2"
"Switzerland","20120424 06:00:00","UBS Consumption Indicator","",""," 0.870 ","2"
"Finland","20120424 06:00:00","Unemployment Rate","","","7.400  %","1"
"France","20120424 06:45:00","Consumer Confidence","",""," 87.000 ","1"
"Hungary","20120424 07:00:00","Retail Sales (YoY)","","","0.600  %","1"
"Sweden","20120424 07:30:00","Unemployment Rate","","","7.800  %","1"
"United Kingdom","20120424 08:30:00","Public Sector Net Borrowing","","£ 14.200 ","£ 12.909 ","2"
"Italy","20120424 09:00:00","Wage Inflation (MoM)","","","0.000  %","1"
"Italy","20120424 09:00:00","Wage Inflation (YoY)","","","1.400  %","1"
"Turkey","20120424 11:30:00","Capacity Utilization","","","73.100  %","1"
"Turkey","20120424 11:30:00","Manufacturing Confidence","",""," 112.900 ","1"
"Brazil","20120424 12:00:00","Mid-month Inflation","","","0.250  %","1"
"Canada","20120424 12:30:00","Retail Sales (MoM)","","0.000  %","0.500  %","2"
"Canada","20120424 12:30:00","Retail Sales ex Autos (MoM)","","0.400  %","-0.500  %","1"
"Mexico","20120424 13:00:00","1st half-month Core Inflation","","","0.160  %","1"
"Mexico","20120424 13:00:00","1st half-month Inflation","","","0.050  %","1"
"Belgium","20120424 13:00:00","Leading Indicator","",""," -9.600 ","1"
"Hungary","20120424 13:00:00","MNB Interest Rate Decision","","","7.000  %","1"
"United States","20120424 13:00:00","S&P/Case-Shiller Home Price Indices (YoY)","","-3.400  %","-3.800  %","1"
"Brazil","20120424 13:30:00","Current Account","","","$ -1.766 ","1"
"United States","20120424 14:00:00","Consumer Confidence",""," 70.300 "," 70.200 ","2"
"United States","20120424 14:00:00","Housing Price Index (MoM)","","0.100  %","0.000  %","1"
"United States","20120424 14:00:00","New Home Sales",""," 0.320 "," 0.313 ","2"
"United States","20120424 14:00:00","New Home Sales (MoM)","","2.200  %","-1.600  %","2"
"United States","20120424 14:00:00","Richmond Fed Manufacturing Index",""," 6.000 "," 7.000 ","1"
"Korea, Republic of","20120424 21:00:00","Consumer Sentiment Index","",""," 101.000 ","1"
