"country","date","name","actual","consensus","previous","volatility"
"Australia","20140522 01:00:00","Consumer Inflation Expectation","","","2.400  %","2"
"China","20140522 01:45:00","HSBC Manufacturing PMI",""," 48.100 "," 48.100 ","2"
"New Zealand","20140522 02:00:00","RBNZ Inflation Expectations (YoY)","","","2.300  %","2"
"Japan","20140522 05:00:00","BoJ Monthly Economic Survey","","","","2"
"Germany","20140522 07:30:00","Markit Manufacturing PMI",""," 54.000 "," 54.100 ","2"
"Germany","20140522 07:30:00","Markit Services PMI",""," 54.500 "," 54.700 ","2"
"European Monetary Union","20140522 08:00:00","Markit Manufacturing PMI",""," 53.200 "," 53.400 ","2"
"European Monetary Union","20140522 08:00:00","Markit PMI Composite",""," 53.900 "," 54.000 ","2"
"European Monetary Union","20140522 08:00:00","Markit Services PMI",""," 53.000 "," 53.100 ","2"
"United Kingdom","20140522 08:30:00","BBA Mortgage Approvals","",""," 45.900 ","2"
"United Kingdom","20140522 08:30:00","Gross Domestic Product (YoY)","","3.100  %","3.100  %","2"
"European Monetary Union","20140522 08:30:00","Gross Domestic Product (YoY)","","3.100  %","3.100  %","2"
"United Kingdom","20140522 08:30:00","Gross Domestic Product (QoQ)","","0.800  %","0.700  %","2"
"European Monetary Union","20140522 08:30:00","Gross Domestic Product (QoQ)","","0.800  %","0.700  %","2"
"Brazil","20140522 12:00:00","Unemployment Rate","","","5.000  %","1"
"United States","20140522 12:30:00","Chicago Fed National Activity Index ","",""," 0.200 ","2"
"United States","20140522 12:30:00","Initial Jobless Claims",""," 310.000 "," 297.000 ","2"
"United States","20140522 12:30:00","Continuing Jobless Claims",""," 2.660 "," 2.667 ","2"
"Canada","20140522 12:30:00","Retail Sales (MoM)","","0.300  %","0.500  %","2"
"Canada","20140522 12:30:00","Retail Sales ex Autos (MoM)","","0.400  %","0.600  %","2"
"Mexico","20140522 13:00:00","1st half-month Core Inflation","","","0.260  %","1"
"Mexico","20140522 13:00:00","1st half-month Inflation","","","-0.190  %","1"
"Mexico","20140522 13:00:00","Jobless Rate","","","4.800  %","1"
"Mexico","20140522 13:00:00","Jobless Rate s.a","","","5.250  %","1"
"South Africa","20140522 13:00:00","SARB Interest Rate Decision","","","5.500  %","1"
"United States","20140522 13:45:00","Markit Manufacturing PMI",""," 55.500 "," 55.400 ","2"
"United States","20140522 14:00:00","CB Leading Indicator (MoM)","","0.300  %","0.800  %","2"
"United States","20140522 14:00:00","Existing Home Sales (MoM)",""," 4.680 "," 4.590 ","1"
"United States","20140522 14:00:00","Existing Home Sales Change (MoM)","","2.100  %","-0.200  %","2"
"United States","20140522 14:30:00","EIA Natural Gas Storage change","",""," 105.000 ","1"
"United States","20140522 15:00:00","Kansas Fed manufacturing activity","",""," 12.000 ","2"
"United States","20140522 19:00:00","American Petroleum Institute Monthly Report ","","","","1"
