"country","date","name","actual","consensus","previous","volatility"
"Switzerland","20150105 08:30:00","SVME - Purchasing Managers' Index",""," 52.900 "," 52.100 ","2"
"United Kingdom","20150105 09:30:00","PMI Construction",""," 59.000 "," 59.400 ","2"
"Germany","20150105 13:00:00","Consumer Price Index (YoY)","","0.300  %","0.600  %","2"
"Germany","20150105 13:00:00","Consumer Price Index (MoM)","","0.100  %","0.000  %","2"
"Germany","20150105 13:00:00","Harmonised Index of Consumer Prices (MoM)","","0.200  %","0.000  %","2"
"Germany","20150105 13:00:00","Harmonised Index of Consumer Prices (YoY)","","0.200  %","0.500  %","2"
"Singapore","20150105 13:30:00","Purchasing Managers Index","",""," 51.800 ","1"
"United States","20150105 14:45:00","ISM New York index","",""," 62.400 ","1"
"Denmark","20150105 15:00:00","Currency Reserves","",""," 445.500 ","1"
"United States","20150105 16:30:00","3-Month Bill Auction","","","0.040  %","1"
"United States","20150105 16:30:00","6-Month Bill Auction","","","0.130  %","1"
"Brazil","20150105 17:00:00","Trade Balance","",""," -2.350 ","1"
"United States","20150105 20:00:00","Total Vehicle Sales",""," 16.900 "," 17.200 ","1"
"South Korea","20150105 21:00:00","FX Reserves","",""," 363.100 ","1"
"Argentina","20150105 21:00:00","Tax Revenue (MoM)","",""," 101.837 ","1"
"Japan","20150105 23:50:00","Monetary Base (YoY)","","34.300  %","36.700  %","2"
"country","date","name","actual","consensus","previous","volatility"
"Australia","20150106 00:30:00","Trade Balance","",""," -1,323.000 ","2"
"Japan","20150106 01:35:00","Markit Services PMI","",""," 50.600 ","2"
"China","20150106 01:45:00","HSBC China Services PMI","",""," 53.000 ","2"
"United Kingdom","20150106 09:30:00","BOE Credit Conditions Survey","","","","1"
"United Kingdom","20150106 09:30:00","Markit Services PMI",""," 58.500 "," 58.600 ","2"
"United Kingdom","20150106 10:00:00","10-y Bond Auction","","","2.210  %","1"
"Canada","20150106 13:30:00","Industrial Product Price (MoM)","","-0.800  %","-0.500  %","1"
"Canada","20150106 13:30:00","Raw Material Price Index","","-4.700  %","-4.300  %","1"
"United States","20150106 14:45:00","Markit PMI Composite","",""," 56.100 ","2"
"United States","20150106 14:45:00","Markit Services PMI","",""," 56.200 ","2"
"United States","20150106 15:00:00","Factory Orders (MoM)","","-0.500  %","-0.700  %","2"
"United States","20150106 15:00:00","IBD/TIPP Economic Optimism (MoM)","",""," 48.400 ","1"
"United States","20150106 15:00:00","ISM Non-Manufacturing PMI",""," 58.200 "," 59.300 ","3"
"United States","20150106 16:30:00","4-Week Bill Auction","","","0.015  %","1"
"United States","20150106 16:30:00","52-Week Bill auction","","","0.210  %","1"
"Australia","20150106 22:30:00","AiG Performance of Services Index","",""," 43.800 ","2"
"country","date","name","actual","consensus","previous","volatility"
"United Kingdom","20150107 00:01:00","BRC Shop Price Index (MoM)","","","-1.900  %","1"
"Germany","20150107 07:00:00","Retail Sales (YoY)","","","1.700  %","2"
"Germany","20150107 07:00:00","Retail Sales (MoM)","","0.000  %","1.900  %","2"
"United Kingdom","20150107 08:00:00","Halifax House Prices (3m/YoY)","","8.000  %","8.200  %","1"
"United Kingdom","20150107 08:00:00","Halifax House Prices (MoM)","","0.300  %","0.400  %","1"
"European Monetary Union","20150107 08:00:00","Non-monetary policy's ECB meeting","","","","2"
"Germany","20150107 08:55:00","Unemployment Change",""," -6.000 "," -14.000 ","2"
"Germany","20150107 08:55:00","Unemployment Rate s.a.","","6.600  %","6.600  %","2"
"Italy","20150107 09:00:00","Unemployment","","13.300  %","13.200  %","2"
"European Monetary Union","20150107 10:00:00","Consumer Price Index - Core (YoY)","","0.600  %","0.700  %","2"
"European Monetary Union","20150107 10:00:00","Consumer Price Index (YoY)","","0.000  %","0.300  %","2"
"European Monetary Union","20150107 10:00:00","Unemployment Rate","","11.500  %","11.500  %","2"
"United States","20150107 12:00:00","MBA Mortgage Applications","","","0.900  %","2"
"Poland","20150107 13:00:00","Central Bank FX Reserves","","","€ 80.600 ","1"
"United States","20150107 13:15:00","ADP Employment Change",""," 225.000 "," 208.000 ","2"
"Canada","20150107 13:30:00","International Merchandise Trade","","$ -0.200 ","$ 0.100 ","1"
"Canada","20150107 13:30:00","Exports","","","$ 44.920 ","1"
"Canada","20150107 13:30:00","Imports","","","$ 44.820 ","1"
"United States","20150107 13:30:00","Trade Balance","","$ -42.000 ","$ -43.400 ","2"
"Canada","20150107 15:00:00","Ivey Purchasing Managers Index s.a",""," 52.300 "," 56.900 ","2"
"Canada","20150107 15:00:00","Ivey Purchasing Managers Index","",""," 49.200 ","2"
"United States","20150107 15:30:00","EIA Crude Oil Stocks change","",""," -0.067 ","1"
"United States","20150107 19:00:00","FOMC Minutes","","","","3"
"United States","20150107 23:30:00","Fed's Evans Speech","","","","1"
"Japan","20150107 23:50:00","Foreign bond investment","","","¥ -1,362.300 ","2"
"Japan","20150107 23:50:00","Foreign investment in Japan stocks","","","¥ -387.100 ","2"
"country","date","name","actual","consensus","previous","volatility"
"Germany","20150108 07:00:00","Factory Orders n.s.a. (YoY)","","","2.400  %","2"
"United Kingdom","20150108 08:00:00","Halifax House Prices (3m/YoY)","","8.000  %","8.200  %","1"
"United Kingdom","20150108 08:00:00","Halifax House Prices (MoM)","","0.300  %","0.400  %","1"
"European Monetary Union","20150108 10:00:00","Retail Sales (YoY)","","","1.400  %","2"
"United Kingdom","20150108 12:00:00","BoE Interest Rate Decision","","0.500  %","0.500  %","2"
"European Monetary Union","20150108 12:00:00","BoE Interest Rate Decision","","0.500  %","0.500  %","2"
"United Kingdom","20150108 12:00:00","BoE Asset Purchase Facility","","£ 375.000 ","£ 375.000 ","2"
"European Monetary Union","20150108 12:00:00","BoE Asset Purchase Facility","","£ 375.000 ","£ 375.000 ","2"
"United Kingdom","20150108 12:00:00","BoE Monetary Policy Statement","","","","2"
"European Monetary Union","20150108 12:00:00","BoE Monetary Policy Statement","","","","2"
"United States","20150108 13:30:00","Initial Jobless Claims",""," 290.000 "," 298.000 ","2"
"United States","20150108 13:30:00","Continuing Jobless Claims",""," 2.368 "," 2.353 ","2"
"Canada","20150108 13:30:00","New Housing Price Index (YoY)","","","1.600  %","1"
"Canada","20150108 13:30:00","New Housing Price Index (MoM)","","0.100  %","0.100  %","1"
"United States","20150108 15:30:00","EIA Natural Gas Storage change","",""," -26.000 ","1"
"United States","20150108 20:00:00","Consumer Credit Change","","$ 15.000 ","$ 13.230 ","2"
"New Zealand","20150108 21:00:00","REINZ House Price Index (MoM)","","","3.300  %","2"
"New Zealand","20150108 21:45:00","Building Permits s.a. (MoM)","","","8.800  %","1"
"Australia","20150108 22:30:00","AiG Performance of Construction Index","",""," 45.400 ","2"
"Japan","20150108 23:50:00","JP Foreign Reserves","","","$ 1,269.079 ","1"
"country","date","name","actual","consensus","previous","volatility"
"Australia","20150109 00:30:00","Retail Sales s.a. (MoM)","","0.200  %","0.400  %","2"
"China","20150109 01:30:00","Consumer Price Index (YoY)","","1.500  %","1.400  %","2"
"China","20150109 01:30:00","Consumer Price Index (MoM)","","0.300  %","-0.200  %","2"
