"country","date","name","actual","consensus","previous","volatility"
"Australia","20150109 00:30:00","Retail Sales s.a. (MoM)","","0.200  %","0.400  %","2"
"China","20150109 01:30:00","Consumer Price Index (YoY)","","1.500  %","1.400  %","2"
"China","20150109 01:30:00","Consumer Price Index (MoM)","","0.300  %","-0.200  %","2"
"China","20150109 01:30:00","Producer Price Index (YoY)","","-3.100  %","-2.700  %","2"
"Japan","20150109 05:00:00","Leading Economic Index","",""," 106.200 ","2"
"Japan","20150109 05:00:00","Coincident Index","",""," 109.900 ","2"
"Switzerland","20150109 06:45:00","Unemployment Rate s.a (MoM)","","","3.100  %","2"
"Germany","20150109 07:00:00","Industrial Production n.s.a. w.d.a. (YoY)","","","0.800  %","2"
"Germany","20150109 07:00:00","Trade Balance s.a.","","€ 20.700 ","€ 20.600 ","2"
"Switzerland","20150109 08:15:00","Consumer Price Index (YoY)","","","-0.100  %","2"
"United Kingdom","20150109 09:30:00","Industrial Production (YoY)","","1.600  %","1.100  %","2"
"United Kingdom","20150109 09:30:00","Industrial Production (MoM)","","0.200  %","-0.100  %","1"
"United Kingdom","20150109 09:30:00","Manufacturing Production (MoM)","","0.300  %","-0.700  %","1"
"United Kingdom","20150109 09:30:00","Manufacturing Production (YoY)","","2.300  %","1.700  %","2"
"United Kingdom","20150109 09:30:00","Total Trade Balance","","","£ -2.024 ","2"
"United Kingdom","20150109 09:30:00","Goods Trade Balance","","£ -9.400 ","£ -9.620 ","2"
"United Kingdom","20150109 09:30:00","Trade Balance; non-EU","","£ -3.450 ","£ -3.582 ","2"
"Canada","20150109 13:15:00","Housing Starts s.a (YoY)",""," 193.500 "," 195.600 ","2"
"Canada","20150109 13:30:00","Building Permits (MoM)","","1.000  %","0.700  %","2"
"Canada","20150109 13:30:00","Net Change in Employment",""," 15.000 "," -10.700 ","3"
"Canada","20150109 13:30:00","Labor Productivity (QoQ)","","","0.100  %","1"
"Canada","20150109 13:30:00","Participation rate","","","66.000  %","1"
"Canada","20150109 13:30:00","Unemployment Rate","","6.600  %","6.600  %","3"
"United States","20150109 13:30:00","Nonfarm Payrolls",""," 240.000 "," 321.000 ","3"
"United States","20150109 13:30:00","Average Hourly Earnings (MoM)","","0.200  %","0.400  %","1"
"United States","20150109 13:30:00","Average Hourly Earnings (YoY)","","","2.100  %","2"
"United States","20150109 13:30:00","Average Weekly Hours",""," 34.600 "," 34.600 ","2"
"United States","20150109 13:30:00","Labor Force Participation Rate","","","62.800  %","2"
"United States","20150109 13:30:00","Unemployment Rate","","5.700  %","5.800  %","3"
"Mexico","20150109 14:00:00","Consumer Confidence","",""," 92.900 ","1"
"Mexico","20150109 14:00:00","Consumer Confidence s.a","",""," 94.900 ","1"
"Mexico","20150109 14:00:00","Industrial Output (MoM)","","","0.300  %","1"
"Mexico","20150109 14:00:00","Industrial Output (YoY)","","","2.100  %","1"
"United Kingdom","20150109 14:00:00","NIESR GDP Estimate (3M)","","","0.700  %","2"
"United States","20150109 15:00:00","Wholesale Inventories","","0.300  %","0.400  %","2"
"United States","20150109 18:20:00","Fed's Lacker speech","","","","1"
