"country","date","name","actual","consensus","previous","volatility"
"New Zealand","20120329 00:00:00","Business Confidence"," 33.800 ",""," 28.000 ","2"
"Russia","20120329 00:00:00","Central Bank Reserves $","","","$ 505.400 ","1"
"United Kingdom","20120329 06:00:00","Nationwide Housing Prices n.s.a (YoY)","","0.800  %","0.900  %","2"
"United Kingdom","20120329 06:00:00","Nationwide Housing Prices s.a (MoM)","","0.300  %","0.600  %","1"
"Spain","20120329 07:00:00","Consumer Price Index (MoM)","","","0.100  %","1"
"Spain","20120329 07:00:00","HICP (MoM)","","","0.000  %","1"
"Spain","20120329 07:00:00","HICP (YoY)","","","1.900  %","1"
"Denmark","20120329 07:00:00","Industrial Outlook","",""," 9.000 ","1"
"Denmark","20120329 07:00:00","Unemployment Rate","","","4.000  %","1"
"Hungary","20120329 07:00:00","Unemployment Rate (3M)","","","11.100  %","1"
"Sweden","20120329 07:30:00","Retail Sales (MoM)","","","0.100  %","1"
"Sweden","20120329 07:30:00","Retail Sales (YoY)","","","1.500  %","1"
"Germany","20120329 07:55:00","Unemployment Rate s.a.","","6.800  %","6.800  %","2"
"Germany","20120329 07:55:00","Unemployment Change",""," -10.000 "," 0.000 ","2"
"Austria","20120329 08:00:00","Purchasing Manager Index","",""," 52.000 ","1"
"Norway","20120329 08:00:00","Registered Unemployment n.s.a","","","2.700  %","1"
"Norway","20120329 08:00:00","Registered Unemployment s.a","",""," 82.252 ","1"
"United States","20120329 08:10:00","Fed's Fisher's speech","","","","1"
"United Kingdom","20120329 08:30:00","Bank of England Credit Conditions Report (QoQ)","","","","2"
"United Kingdom","20120329 08:30:00","Consumer Credit","","£ 0.200 ","£ 0.100 ","1"
"United Kingdom","20120329 08:30:00","Index of Services (3M/3M)","","0.200  %","0.000  %","1"
"United Kingdom","20120329 08:30:00","M4 Money Supply (MoM)","","","1.600  %","1"
"United Kingdom","20120329 08:30:00","M4 Money Supply (YoY)","","","-1.800  %","1"
"United Kingdom","20120329 08:30:00","Mortgage Approvals",""," 59.000 "," 58.728 ","2"
"United Kingdom","20120329 08:30:00","Net Lending to Individuals (MoM)","","£ 1.400 ","£ 0.700 ","2"
"Hong Kong SAR","20120329 08:30:00","Retail Sales","","","14.900  %","2"
"Portugal","20120329 09:00:00","Business Confidence","",""," -4.900 ","1"
"Portugal","20120329 09:00:00","Consumer Confidence","",""," -55.800 ","1"
"European Monetary Union","20120329 09:00:00","Economic Confidence",""," 94.600 "," 94.400 ","2"
"European Monetary Union","20120329 09:00:00","Industrial Confidence",""," -5.800 "," -5.800 ","2"
"Greece","20120329 09:00:00","Producer Price Index (YoY)","","","7.500  %","1"
"Belgium","20120329 09:30:00","Consumer Price Index (MoM)","","","0.590  %","1"
"Belgium","20120329 09:30:00","Consumer Price Index (YoY)","","","3.660  %","1"
"South Africa","20120329 09:30:00","Producer Price Index (MoM)","","","0.300  %","1"
"South Africa","20120329 09:30:00","Producer Price Index (YoY)","","","8.900  %","1"
"Brazil","20120329 11:00:00","Inflation Index/IGP-M","","","-0.060  %","1"
"United States","20120329 12:30:00","Gross Domestic Product Annualized","","3.000  %","1.800  %","3"
"Canada","20120329 12:30:00","Industrial Product Price (MoM)","","0.400  %","0.300  %","1"
"Canada","20120329 12:30:00","Raw Material Price Index","","0.500  %","0.100  %","1"
"United States","20120329 12:30:00","Initial Jobless Claims",""," 350.000 "," 348.000 ","1"
"United States","20120329 12:30:00","Continuing Jobless Claims",""," 3.350 "," 3.352 ","1"
"United States","20120329 12:30:00","Real Personal Consumption Expenditures (QoQ)","","1.300  %","1.300  %","3"
"Chile","20120329 13:00:00","Industrial Production (YoY)","","","-1.200  %","1"
"Chile","20120329 13:00:00","Industrial Sales","","","","1"
"South Africa","20120329 13:00:00","SARB Interest Rate Decision","","","5.500  %","1"
"United States","20120329 13:30:00","Gross Domestic Purchases Price Index","","0.900  %","2.600  %","3"
"Brazil","20120329 13:30:00","Nominal Budget Balance","",""," 6.355 ","1"
"Brazil","20120329 13:30:00","Primary Budget Surplus","",""," 26.016 ","1"
"United States","20120329 16:15:00","Fed's Lockhart speech","","","","1"
"United States","20120329 16:45:00","Fed's Bernanke Speech","","","","2"
"New Zealand","20120329 21:45:00","Building Permits s.a. (MoM)","","0.000  %","8.300  %","1"
"Korea, Republic of","20120329 23:00:00","Gross Domestic Product Growth ","","","0.400  %","1"
"Korea, Republic of","20120329 23:00:00","Gross Domestic Product Growth (YoY)","","","3.400  %","1"
"Korea, Republic of","20120329 23:00:00","Industrial Output (YoY)","","","-2.000  %","1"
"Korea, Republic of","20120329 23:00:00","Industrial Output Growth","","","3.300  %","1"
"Korea, Republic of","20120329 23:00:00","Service Sector Output","","","1.100  %","1"
"United Kingdom","20120329 23:01:00","Gfk Consumer Confidence",""," -29.000 "," -29.000 ","2"
"Japan","20120329 23:15:00","Nomura/ JMMA Manufacturing Purchasing Manager Index","",""," 50.500 ","2"
"Japan","20120329 23:30:00","National Consumer Price Index (YoY)","","0.000  %","0.100  %","2"
"Japan","20120329 23:30:00","National CPI Ex Food, Energy (YoY)","","-0.900  %","-0.900  %","2"
"Japan","20120329 23:30:00","National CPI Ex-Fresh Food (YoY)","","-0.100  %","-0.100  %","2"
"Japan","20120329 23:30:00","Tokyo Consumer Price Index (YoY)","","-0.100  %","-0.200  %","1"
"Japan","20120329 23:30:00","Tokyo CPI ex Food, Energy (YoY)","","-1.000  %","-0.900  %","1"
"Japan","20120329 23:30:00","Tokyo CPI ex Fresh Food (YoY)","","-0.300  %","-0.300  %","1"
"Japan","20120329 23:30:00","Overall Household Spending (YoY)","","-0.200  %","-2.300  %","2"
"Japan","20120329 23:30:00","Unemployment Rate","","4.600  %","4.600  %","2"
"Japan","20120329 23:50:00","Industrial Production (YoY)","","3.700  %","-1.300  %","2"
"Japan","20120329 23:50:00","Industrial Production (MoM)","","1.300  %","1.900  %","1"
