"country","date","name","actual","consensus","previous","volatility"
"Germany","20140205 08:53:00","Markit Services PMI",""," 53.600 "," 53.500 ","2"
"European Monetary Union","20140205 08:58:00","Markit Services PMI",""," 51.900 "," 51.000 ","2"
"European Monetary Union","20140205 08:58:00","Markit PMI Composite",""," 53.200 "," 52.100 ","2"
"United Kingdom","20140205 09:28:00","Markit Services PMI",""," 59.000 "," 58.800 ","2"
"European Monetary Union","20140205 10:00:00","Retail Sales (YoY)","","1.500  %","1.600  %","2"
"United States","20140205 12:00:00","MBA Mortgage Applications","","","-0.200  %","2"
"United States","20140205 13:15:00","ADP Employment Change",""," 180.000 "," 238.000 ","2"
"Canada","20140205 13:30:00","Building Permits (MoM)","","2.000  %","-6.700  %","1"
"Chile","20140205 13:30:00","IMACEC","","","2.800  %","1"
"United States","20140205 13:58:00","Markit Services PMI","",""," 55.700 ","2"
"Mexico","20140205 14:00:00","Consumer Confidence","",""," 89.700 ","1"
"Mexico","20140205 14:00:00","Consumer Confidence s.a","",""," 90.200 ","1"
"United States","20140205 15:00:00","Fed's Tarullo speech","","","","1"
"United States","20140205 15:00:00","ISM Non-Manufacturing PMI",""," 53.700 "," 53.000 ","2"
"United States","20140205 15:30:00","EIA Crude Oil Stocks change",""," 2.200 "," 6.421 ","1"
"United States","20140205 17:30:00","Philadelphia Fed's Plosser speech","","","","1"
"United States","20140205 18:40:00","Fed's Lockhart speech","","","","1"
"Japan","20140205 23:50:00","Foreign bond investment","","","¥ -357.000 ","1"
"Japan","20140205 23:50:00","Foreign investment in Japan stocks","","","¥ -154.600 ","1"
