"country","date","name","actual","consensus","previous","volatility"
"Germany","20121102 07:53:00","Markit Manufacturing PMI",""," 45.700 "," 47.400 ","2"
"European Monetary Union","20121102 08:58:00","Markit Manufacturing PMI",""," 45.300 "," 46.100 ","2"
"United Kingdom","20121102 09:30:00","PMI Construction",""," 49.100 "," 49.500 ","2"
"Canada","20121102 12:30:00","Net Change in Employment",""," 5.000 "," 52.100 ","3"
"Canada","20121102 12:30:00","Unemployment Rate","","7.400  %","7.400  %","3"
"United States","20121102 12:30:00","Nonfarm Payrolls",""," 125.000 "," 114.000 ","3"
"United States","20121102 12:30:00","Average Hourly Earnings (YoY)","","1.700  %","1.800  %","2"
"United States","20121102 12:30:00","Average Weekly Hours",""," 34.500 "," 34.500 ","1"
"United States","20121102 12:30:00","Unemployment Rate","","7.900  %","7.800  %","3"
"Canada","20121102 12:30:00","Participation rate","","","66.800  %","1"
"United States","20121102 13:30:00","Average Hourly Earnings (MoM)","","0.200  %","0.300  %","2"
"United States","20121102 13:45:00","ISM New York index","",""," 52.900 ","1"
"United States","20121102 14:00:00","Factory Orders (MoM)","","4.600  %","-5.200  %","2"
"United States","20121102 16:40:00","Fed's Tarullo speech","","","","1"
"United States","20121102 18:25:00","FOMC Member Williams speech","","","","2"
