"country","date","name","actual","consensus","previous","volatility"
"China","20110901 01:00:00","Manufacturing PMI","50.9","51.2","50.7","2"
"New Zealand","20110901 01:00:00","ANZ Commodity Price","-1.2%","","-0.1%","1"
"Australia","20110901 01:30:00","Retail Sales s.a. (MoM)","0.5%","0.3%","-0.1%","2"
"Australia","20110901 01:30:00","Private Capital Expenditure","4.9%","4.1%","3.4%","2"
"China","20110901 02:30:00","HSBC Manufacturing PMI","49.9","","49.8","1"
"Switzerland","20110901 05:45:00","Gross Domestic Product (YoY)","2.3%","","2.5%","2"
"Switzerland","20110901 05:45:00","Gross Domestic Product s.a. (QoQ)","0.4%","0.4%","0.6%","2"
"United Kingdom","20110901 06:00:00","Nationwide Housing Prices s.a (MoM)","-0.6%","0.1%","0.3%","1"
"United Kingdom","20110901 06:00:00","Nationwide Housing Prices n.s.a (YoY)","-0.4%","","-0.4%","2"
"Germany","20110901 06:00:00","Gross Domestic Product w.d.a (YoY)","2.7%","2.8%","4.9%","2"
"Germany","20110901 06:00:00","Gross Domestic Product s.a (QoQ)","0.1%","0.1%","1.3%","2"
"Germany","20110901 06:00:00","Gross Domestic Product n.s.a (YoY)","2.8%","","5.0%","2"
"Australia","20110901 06:30:00","RBA Commodity Index SDR (YoY)","25.0%","","27.6%","1"
"Switzerland","20110901 07:15:00","Real Retail Sales (YoY)","1.9%","4.6%","7.4%","2"
"Switzerland","20110901 07:30:00","SVME - Purchasing Managers' Index","51.7","51.3","53.5","2"
"Germany","20110901 07:55:00","Purchasing Manager Index Manufacturing","50.9","52.0","52.0","2"
"European Monetary Union","20110901 08:00:00","Purchasing Manager Index Manufacturing","49.0","49.7","50.4","2"
"United Kingdom","20110901 08:30:00","Purchasing Manager Index Manufacturing","49.0","49.6","49.4","2"
"United States","20110901 12:30:00","Nonfarm Productivity","-0.7%","-0.4%","1.8%","1"
"United States","20110901 12:30:00","Unit Labor Costs","3.3%","2.3%","4.8%","1"
"United States","20110901 12:30:00","Initial Jobless Claims","412K","409K","421K","1"
"United States","20110901 12:30:00","Continuing Jobless Claims","3.747M","","3.753M","1"
"United States","20110901 14:00:00","ISM Prices Paid","55.5","55.1","59.0","2"
"United States","20110901 14:00:00","ISM Manufacturing","50.6","48.5","50.9","2"
"United States","20110901 14:00:00","Construction Spending (MoM)","-1.3%","0.2%","1.6%","2"
"United States","20110901 21:00:00","Total Vehicle Sales","12.12M","12.10M","12.20M","1"
"Japan","20110901 23:50:00","Monetary Base (YoY)","15.9%","14.2%","15.0%","1"
"Japan","20110901 23:50:00","Capital Spending","-7.8%","2.0%","3.3%","1"
"Switzerland","20110902 07:15:00","Employment Level (QoQ)","2.77M","4.11M","4.11M","2"
"United Kingdom","20110902 08:30:00","PMI Construction","52.6","52.6","53.5","1"
"European Monetary Union","20110902 09:00:00","Producer Price Index (YoY)","6.1%","6.1%","5.9%","3"
"European Monetary Union","20110902 09:00:00","Producer Price Index (MoM)","0.5%","0.5%","0.0%","2"
"United States","20110902 12:30:00","Average Weekly Hours","34.2","34.3","34.3","1"
"United States","20110902 12:30:00","Unemployment Rate","9.1%","9.1%","9.1%","3"
"United States","20110902 12:30:00","Average Hourly Earnings (YoY)","1.9%","","2.3%","2"
"United States","20110902 12:30:00","Nonfarm Payrolls","0","75K","85K","3"
"United States","20110902 12:30:00","Average Hourly Earnings (MoM)","-0.1%","0.2%","0.5%","2"
"Australia","20110904 23:30:00","AiG Performance of Services Index","52.1","","48.8","2"
"Canada","20110905 00:00:00","Labour Day","","","","0"
"United States","20110905 00:00:00","Labor Day","","","","0"
"Australia","20110905 00:30:00","TD Securities Inflation (YoY)","2.9%","","3.2%","1"
