"country","date","name","actual","consensus","previous","volatility"
"Finland","20120727 06:00:00","Consumer Confidence","",""," 5.800 ","1"
"Finland","20120727 06:00:00","Industrial Confidence","",""," -6.000 ","1"
"United Kingdom","20120727 06:00:00","Nationwide Housing Prices s.a (MoM)","","","-0.600  %","1"
"United Kingdom","20120727 06:00:00","Nationwide Housing Prices n.s.a (YoY)","","","-1.500  %","2"
"France","20120727 06:45:00","Consumer Confidence","",""," 90.000 ","1"
"Switzerland","20120727 07:00:00","KOF Leading Indicator",""," 1.240 "," 1.160 ","2"
"Spain","20120727 07:00:00","Unemployment Survey",""," 24.700 "," 24.400 ","1"
"Sweden","20120727 07:30:00","Retail Sales (MoM)","","","0.400  %","1"
"Sweden","20120727 07:30:00","Retail Sales (YoY)","","","4.600  %","1"
"India","20120727 11:30:00","Bank Loan Growth","","","16.500  %","1"
"India","20120727 11:30:00","FX Reserves, USD","","","$ 286.750 ","1"
"Germany","20120727 12:00:00","Consumer Price Index (MoM)","","0.400  %","0.400  %","2"
"Germany","20120727 12:00:00","Consumer Price Index (YoY)","","1.700  %","1.700  %","3"
"Germany","20120727 12:00:00","Harmonised Index of Consumer Prices (MoM)","","0.400  %","-0.200  %","2"
"Germany","20120727 12:00:00","Harmonised Index of Consumer Prices (YoY)","","1.900  %","2.000  %","3"
"United States","20120727 12:30:00","Gross Domestic Product Annualized","","1.400  %","1.900  %","3"
"United States","20120727 12:30:00","Gross Domestic Purchases Price Index","","1.600  %","2.000  %","3"
"United States","20120727 12:30:00","Personal Consumption Expenditures Prices (QoQ)","","1.400  %","2.600  %","2"
"United States","20120727 13:55:00","Reuters/Michigan Consumer Sentiment Index",""," 72.000 ","","2"
"Colombia","20120727 17:00:00","Interest rate","","","","1"
