"country","date","name","actual","consensus","previous","volatility"
"France","20150925 06:45:00","Consumer Confidence","","","","1"
"Germany","20150925 07:00:00","German Buba President Weidmann speech","","","","2"
"Italy","20150925 08:00:00","Wage Inflation (MoM)","","","","1"
"Italy","20150925 08:00:00","Wage Inflation (YoY)","","","","1"
"European Monetary Union","20150925 08:00:00","M3 Money Supply (3m)","","","","1"
"European Monetary Union","20150925 08:00:00","Private loans (YoY)","","","","1"
"European Monetary Union","20150925 08:00:00","M3 Money Supply (YoY)","","","","1"
"Italy","20150925 09:00:00","10-y Bond Auction","","","","1"
" USD"","20150925 11:30:00",""FX Reserves","","","","India"
"United States","20150925 12:30:00","Gross Domestic Product Price Index","","","","2"
"United States","20150925 12:30:00","Personal Consumption Expenditures Prices (QoQ)","","","","2"
"United States","20150925 12:30:00","Core Personal Consumption Expenditures (QoQ)","","","","2"
"United States","20150925 12:30:00","Gross Domestic Product Annualized","","","","3"
"United States","20150925 13:15:00","Fed's Bullard speech","","","","1"
"United States","20150925 13:45:00","Markit Services PMI","","","","2"
"United States","20150925 13:45:00","Markit PMI Composite","","","","2"
"United States","20150925 14:00:00","Reuters/Michigan Consumer Sentiment Index","","","","1"
"United States","20150925 17:25:00","Fed's George Speech","","","","1"
