"country","date","name","actual","consensus","previous","volatility"
"China","20170101 00:00:00","New Year's Day","","","","0"
"Italy","20170101 00:00:00","New Year's Day","","","","0"
"Brazil","20170101 00:00:00","New Year's Day","","","","0"
"Greece","20170101 00:00:00","New Year's Day","","","","0"
"New Zealand","20170101 00:00:00",""New Year's Day "","","","","0"
"Japan","20170101 00:00:00","New Year's Day","","","","0"
"Switzerland","20170101 00:00:00","New Year's Day","","","","0"
"Russia","20170101 00:00:00","New Year's Day","","","","0"
"Canada","20170101 00:00:00","New Year's Day","","","","0"
"France","20170101 00:00:00","New Year's Day","","","","0"
"China","20170101 01:00:00","Non-manufacturing PMI","","","","2"
"China","20170101 01:00:00","NBS Manufacturing PMI","","","","3"
