"country","date","name","actual","consensus","previous","volatility"
"Japan","20150515 03:40:00","Bank of Japan Governor Kuroda Speech","","","","2"
"Indonesia","20150515 04:00:00","Exports","","","-9.750  %","1"
"Indonesia","20150515 04:00:00","Imports","","","-13.390  %","1"
"Indonesia","20150515 04:00:00","Trade Balance","","","$ 1.130 ","1"
"Japan","20150515 05:00:00","Consumer Confidence Index"," 41.500 "," 41.900 "," 41.700 ","2"
"Singapore","20150515 05:00:00","Retail Sales (MoM)"," 1.100 ",""," -3.800 ","1"
"Singapore","20150515 05:00:00","Retail Sales (YoY)"," 2.100 ",""," 14.900 ","1"
"Poland","20150515 12:00:00","Current Account","","","€ 116.000 ","1"
"Poland","20150515 12:00:00","Net Inflation","","","0.200  %","1"
"Canada","20150515 12:30:00","Canadian portfolio investment in foreign securities","","","$ 9.350 ","1"
"Canada","20150515 12:30:00","Foreign portfolio investment in Canadian securities","","","$ 9.270 ","1"
"Canada","20150515 12:30:00","Manufacturing Shipments (MoM)","","1.200  %","-1.700  %","1"
"United States","20150515 12:30:00","NY Empire State Manufacturing Index",""," 5.000 "," -1.190 ","1"
"United States","20150515 13:15:00","Capacity Utilization","","78.400  %","78.400  %","2"
"United States","20150515 13:15:00","Industrial Production (MoM)","","0.100  %","-0.600  %","2"
"United Kingdom","20150515 13:30:00","CB Leading Economic Index","","","0.600  %","1"
"United States","20150515 14:00:00","Reuters/Michigan Consumer Sentiment Index",""," 96.000 "," 95.900 ","2"
"United States","20150515 20:00:00","Net Long-Term TIC Flows","","","$ 9.800 ","2"
"United States","20150515 20:00:00","Total Net TIC Flows","","","$ 4.100 ","1"
