"country","date","name","actual","consensus","previous","volatility"
"China","20120511 00:00:00","M2 Money Supply (YoY)","","13.300  %","13.400  %","1"
"Germany","20120511 00:00:00","Wholesale Price Index (MoM)","","","0.900  %","1"
"Germany","20120511 00:00:00","Wholesale Price Index (YoY)","","","2.200  %","1"
"China","20120511 01:30:00","Consumer Price Index (YoY)","","3.300  %","3.600  %","3"
"China","20120511 01:30:00","Producer Price Index (YoY)","","-0.500  %","-0.300  %","2"
"India","20120511 05:30:00","Cumulative Industrial Output","","","3.500  %","1"
"India","20120511 05:30:00","Industrial Output","","","4.100  %","1"
"China","20120511 05:30:00","Industrial Production (YoY)","","12.000  %","11.900  %","2"
"India","20120511 05:30:00","Manufacturing Output","","","4.000  %","1"
"China","20120511 05:30:00","Retail Sales (YoY)","","15.200  %","15.200  %","2"
"China","20120511 05:30:00","Urban investment (YTD) (YoY)","","20.500  %","20.900  %","1"
"Germany","20120511 06:00:00","Consumer Price Index (YoY)","","2.000  %","2.100  %","3"
"Germany","20120511 06:00:00","Consumer Price Index (MoM)","","0.100  %","0.300  %","2"
"Romania","20120511 07:00:00","Consumer Price Index","","","2.400  %","1"
"Spain","20120511 07:00:00","Consumer Price Index (MoM)","","","0.100  %","1"
"Hungary","20120511 07:00:00","Consumer Price Index (YoY)","","","5.500  %","1"
"Spain","20120511 07:00:00","Consumer Price Index (YoY)","","","1.900  %","1"
"Hungary","20120511 07:00:00","Core Consumer Price Index (YoY)","","","5.000  %","1"
"Turkey","20120511 07:00:00","Current Account Balance","","","$ -4.220 ","1"
"Spain","20120511 07:00:00","HICP (MoM)","","","2.200  %","1"
"Spain","20120511 07:00:00","HICP (YoY)","","","1.800  %","1"
"Romania","20120511 07:00:00","Industrial Production (MoM)","","","","1"
"Hong Kong SAR","20120511 08:30:00","Gross Domestic Product (QoQ)","","","0.300  %","2"
"Hong Kong SAR","20120511 08:30:00","Gross Domestic Product (YoY)","","","3.000  %","2"
"United Kingdom","20120511 08:30:00","Producer Price Index - Input (MoM) n.s.a","","-1.000  %","1.900  %","1"
"United Kingdom","20120511 08:30:00","Producer Price Index - Input (YoY) n.s.a","","1.900  %","5.800  %","2"
"United Kingdom","20120511 08:30:00","Producer Price Index - Output (MoM) n.s.a","","0.400  %","0.600  %","1"
"United Kingdom","20120511 08:30:00","Producer Price Index - Output (YoY) n.s.a","","2.900  %","3.600  %","2"
"Portugal","20120511 09:00:00","Consumer Price Index (MoM)","","","1.200  %","1"
"Portugal","20120511 09:00:00","Consumer Price Index (YoY)","","","3.100  %","1"
"Canada","20120511 11:00:00","Net Change in Employment",""," 7.000 "," 82.300 ","3"
"United States","20120511 12:30:00","Producer Price Index (YoY)","","2.100  %","2.800  %","2"
"United States","20120511 12:30:00","Producer Price Index (MoM)","","0.000  %","0.000  %","1"
"United States","20120511 12:30:00","Producer Price Index ex Food & Energy (MoM)","","0.200  %","0.300  %","1"
"United States","20120511 12:30:00","Producer Price Index ex Food & Energy (YoY)","","2.800  %","2.900  %","2"
"Canada","20120511 12:30:00","Unemployment Rate","","7.300  %","7.200  %","3"
"United States","20120511 13:55:00","Reuters/Michigan Consumer Sentiment Index",""," 76.500 "," 76.400 ","2"
