"country","date","name","actual","consensus","previous","volatility"
"Germany","20130626 06:00:00","Gfk Consumer Confidence Survey",""," 6.500 "," 6.500 ","2"
"Switzerland","20130626 06:00:00","UBS Consumption Indicator","",""," 1.460 ","2"
"United Kingdom","20130626 09:30:00","BoE's Governor King Speech","","","","2"
"United Kingdom","20130626 09:30:00","Financial Stability Report","","","","2"
"United Kingdom","20130626 11:30:00","Government spending review","","","","2"
"United States","20130626 12:30:00","Gross Domestic Product Annualized","","2.400  %","2.400  %","3"
"United States","20130626 12:30:00","Gross Domestic Product Price Index","","1.200  %","1.000  %","2"
"United States","20130626 12:30:00","Personal Consumption Expenditures Prices (QoQ)","","1.000  %","1.000  %","2"
"United States","20130626 12:30:00","Core Personal Consumption Expenditures (QoQ)","","1.300  %","1.300  %","2"
"Mexico","20130626 13:00:00","Trade Balance s/a, $","","","$ -0.899 ","1"
"Mexico","20130626 13:00:00","Trade Balance, $","","","$ -1.225 ","1"
"United States","20130626 14:30:00","EIA Crude Oil Stocks change",""," -1.900 "," 0.313 ","1"
"Canada","20130626 16:00:00","BoC Gov Council Member Lane Speech","","","","1"
"New Zealand","20130626 22:45:00","Trade Balance (MoM)","","$ 400.000 ","$ 157.000 ","2"
"New Zealand","20130626 22:45:00","Exports","","$ 4.450 ","$ 3.950 ","1"
"New Zealand","20130626 22:45:00","Imports","","$ 4.050 ","$ 3.800 ","1"
"New Zealand","20130626 22:45:00","Trade Balance (YoY)","","$ -0.520 ","$ -0.690 ","1"
"Korea, Republic of","20130626 23:00:00","Current Account Balance","",""," 4.800 ","1"
"Japan","20130626 23:50:00","Foreign bond investment","","","¥ -402.500 ","2"
"Japan","20130626 23:50:00","Foreign investment in Japan stocks","","","¥ -3.600 ","2"
