"country","date","name","actual","consensus","previous","volatility"
"Germany","20150420 06:00:00","Producer Price Index (YoY)","","-1.600  %","-2.100  %","1"
"Germany","20150420 06:00:00","Producer Price Index (MoM)","","0.200  %","0.100  %","1"
"Poland","20150420 12:00:00","Industrial Output (YoY)","","","4.900  %","1"
"Poland","20150420 12:00:00","Producer Price Index (YoY)","","","-2.700  %","1"
"Poland","20150420 12:00:00","Retail Sales (YoY)","","","-1.300  %","1"
"United States","20150420 12:30:00","Chicago Fed National Activity Index ","",""," -0.110 ","1"
"Belgium","20150420 13:00:00","Consumer Confidence Index","",""," -6.000 ","1"
"Canada","20150420 14:05:00","BoC Governor Poloz Speech","","","","3"
"United States","20150420 15:30:00","3-Month Bill Auction","","","0.025  %","1"
"United States","20150420 15:30:00","6-Month Bill Auction","","","0.105  %","1"
"Australia","20150420 16:30:00","RBA's Governor Glenn Stevens Speech","","","","3"
