"country","date","name","actual","consensus","previous","volatility"
"Australia","20160103 22:30:00","AiG Performance of Mfg Index","","","","2"
"country","date","name","actual","consensus","previous","volatility"
"New Zealand","20160104 00:00:00",""Day after New Year's Day "","","","","0"
"Japan","20160104 01:35:00","Nikkei Manufacturing PMI","","","","1"
"China","20160104 01:45:00","Caixin Manufacturing PMI","","","","2"
"Australia","20160104 05:30:00","RBA Commodity Index SDR (YoY)","","","","1"
"Spain","20160104 08:15:00","Markit Manufacturing PMI","","","","1"
"Switzerland","20160104 08:30:00","SVME - Purchasing Managers' Index","","","","1"
"Italy","20160104 08:45:00","Markit Manufacturing PMI","","","","1"
"France","20160104 08:50:00","Markit Manufacturing PMI","","","","1"
"Germany","20160104 08:55:00","Markit Manufacturing PMI","","","","2"
"Greece","20160104 09:00:00","Markit Manufacturing PMI","","","","1"
"European Monetary Union","20160104 09:00:00","Markit Manufacturing PMI","","","","2"
"United Kingdom","20160104 09:30:00","Net Lending to Individuals (MoM)","","","","1"
"United Kingdom","20160104 09:30:00","Markit Manufacturing PMI","","","","2"
"United Kingdom","20160104 09:30:00","Consumer Credit","","","","2"
"United Kingdom","20160104 09:30:00","Mortgage Approvals","","","","2"
"United Kingdom","20160104 09:30:00","M4 Money Supply (YoY)","","","","1"
"United Kingdom","20160104 09:30:00","M4 Money Supply (MoM)","","","","1"
"Italy","20160104 10:00:00","10-y Bond Auction","","","","1"
"Italy","20160104 10:00:00","5-y Bond Auction","","","","1"
"Germany","20160104 13:00:00","Consumer Price Index (YoY)","","","","2"
"Germany","20160104 13:00:00","Harmonised Index of Consumer Prices (YoY)","","","","2"
"Germany","20160104 13:00:00","Harmonised Index of Consumer Prices (MoM)","","","","2"
"Germany","20160104 13:00:00","Consumer Price Index (MoM)","","","","2"
"Canada","20160104 14:30:00","RBC Manufacturing PMI","","","","2"
"United States","20160104 14:45:00","Markit Manufacturing PMI","","","","2"
"United States","20160104 15:00:00","ISM Prices Paid","","","","3"
"United States","20160104 15:00:00","ISM Manufacturing PMI","","","","3"
"United States","20160104 15:00:00","Construction Spending (MoM)","","","","2"
"United States","20160104 16:30:00","3-Month Bill Auction","","","","1"
"United States","20160104 16:30:00","6-Month Bill Auction","","","","1"
"country","date","name","actual","consensus","previous","volatility"
"France","20160104 08:50:00","Markit Manufacturing PMI","","","","1"
"Germany","20160104 08:55:00","Markit Manufacturing PMI","","","","2"
"Greece","20160104 09:00:00","Markit Manufacturing PMI","","","","1"
"European Monetary Union","20160104 09:00:00","Markit Manufacturing PMI","","","","2"
"United Kingdom","20160104 09:30:00","M4 Money Supply (MoM)","","","","1"
"United Kingdom","20160104 09:30:00","M4 Money Supply (YoY)","","","","1"
"United Kingdom","20160104 09:30:00","Mortgage Approvals","","","","2"
"United Kingdom","20160104 09:30:00","Consumer Credit","","","","2"
"United Kingdom","20160104 09:30:00","Markit Manufacturing PMI","","","","2"
"United Kingdom","20160104 09:30:00","Net Lending to Individuals (MoM)","","","","1"
"Germany","20160104 13:00:00","Harmonised Index of Consumer Prices (MoM)","","","","2"
"Germany","20160104 13:00:00","Consumer Price Index (YoY)","","","","2"
"Germany","20160104 13:00:00","Consumer Price Index (MoM)","","","","2"
"Germany","20160104 13:00:00","Harmonised Index of Consumer Prices (YoY)","","","","2"
"Canada","20160104 14:30:00","RBC Manufacturing PMI","","","","2"
"United States","20160104 14:45:00","Markit Manufacturing PMI","","","","2"
"United States","20160104 15:00:00","ISM Prices Paid","","","","3"
"United States","20160104 15:00:00","ISM Manufacturing PMI","","","","3"
"United States","20160104 15:00:00","Construction Spending (MoM)","","","","2"
"United States","20160104 16:30:00","3-Month Bill Auction","","","","1"
"United States","20160104 16:30:00","6-Month Bill Auction","","","","1"
"Japan","20160104 23:50:00","Monetary Base (YoY)","","","","1"
"country","date","name","actual","consensus","previous","volatility"
"Germany","20160105 08:55:00","Unemployment Rate s.a.","","","","2"
"Germany","20160105 08:55:00","Unemployment Change","","","","2"
"United Kingdom","20160105 09:30:00","PMI Construction","","","","2"
"United Kingdom","20160105 09:30:00","BOE Credit Conditions Survey","","","","1"
"Italy","20160105 10:00:00","Consumer Price Index (YoY)","","","","1"
"Italy","20160105 10:00:00","Consumer Price Index (EU Norm) (MoM)","","","","1"
"Italy","20160105 10:00:00","Consumer Price Index (MoM)","","","","1"
"Italy","20160105 10:00:00","Consumer Price Index (EU Norm) (YoY)","","","","1"
"Italy","20160105 10:00:00","10-y Bond Auction","","","","1"
"Italy","20160105 10:00:00","5-y Bond Auction","","","","1"
"Spain","20160105 10:00:00","10-y Obligaciones Auction","","","","1"
"European Monetary Union","20160105 10:00:00","Consumer Price Index - Core (YoY)","","","","3"
"European Monetary Union","20160105 10:00:00","Consumer Price Index (YoY)","","","","3"
"Canada","20160105 13:30:00","Raw Material Price Index","","","","1"
"Canada","20160105 13:30:00","Industrial Product Price (MoM)","","","","1"
"United States","20160105 13:55:00","Redbook index (MoM)","","","","1"
"United States","20160105 13:55:00","Redbook index (YoY)","","","","1"
"United States","20160105 14:45:00","ISM New York index","","","","1"
"United States","20160105 16:30:00","52-Week Bill auction","","","","1"
"United States","20160105 16:30:00","4-Week Bill Auction","","","","1"
"United States","20160105 18:30:00","Total Vehicle Sales","","","","1"
"Australia","20160105 22:30:00","AiG Performance of Services Index","","","","1"
"country","date","name","actual","consensus","previous","volatility"
"Italy","20160106 00:00:00","Epiphany","","","","0"
"Spain","20160106 00:00:00","Epiphany","","","","0"
"Greece","20160106 00:00:00","Epiphany","","","","0"
"United Kingdom","20160106 00:01:00","BRC Shop Price Index (MoM)","","","","1"
"China","20160106 01:45:00","Caixin China Services PMI","","","","2"
"France","20160106 07:45:00","Consumer Confidence","","","","1"
"United Kingdom","20160106 08:00:00","Halifax House Prices (MoM)","","","","1"
"United Kingdom","20160106 08:00:00","Halifax House Prices (3m/YoY)","","","","1"
"Spain","20160106 08:15:00","Markit Services PMI","","","","3"
"Italy","20160106 08:45:00","Markit Services PMI","","","","1"
"France","20160106 08:50:00","Markit Services PMI","","","","1"
"France","20160106 08:50:00","Markit PMI Composite","","","","1"
"Germany","20160106 08:55:00","Markit PMI Composite","","","","1"
"Germany","20160106 08:55:00","Markit Services PMI","","","","1"
"European Monetary Union","20160106 09:00:00","Markit Services PMI","","","","2"
"European Monetary Union","20160106 09:00:00","Markit PMI Composite","","","","2"
"United Kingdom","20160106 09:30:00","Markit Services PMI","","","","1"
"European Monetary Union","20160106 10:00:00","Producer Price Index (YoY)","","","","1"
"European Monetary Union","20160106 10:00:00","Producer Price Index (MoM)","","","","1"
"France","20160106 10:00:00","10-y Bond Auction","","","","1"
"United States","20160106 12:00:00","MBA Mortgage Applications","","","","1"
"United States","20160106 12:00:00","MBA Mortgage Applications","","","","1"
"United States","20160106 13:15:00","ADP Employment Change","","","","2"
"United States","20160106 13:30:00","Trade Balance","","","","2"
"Canada","20160106 13:30:00","Imports","","","","1"
"Canada","20160106 13:30:00","Exports","","","","1"
"Canada","20160106 13:30:00","International Merchandise Trade","","","","1"
"United States","20160106 14:45:00","Markit PMI Composite","","","","2"
"United States","20160106 14:45:00","Markit Services PMI","","","","2"
"United States","20160106 15:00:00","ISM Non-Manufacturing PMI","","","","2"
"United States","20160106 15:00:00","Factory Orders (MoM)","","","","2"
"United States","20160106 15:30:00","EIA Crude Oil Stocks change","","","","1"
"United States","20160106 19:00:00","FOMC Minutes","","","","3"
"Japan","20160106 23:50:00","Foreign investment in Japan stocks","","","","2"
"Japan","20160106 23:50:00","Foreign bond investment","","","","2"
"country","date","name","actual","consensus","previous","volatility"
"Australia","20160107 00:30:00","ANZ Job Advertisements","","","","1"
"Australia","20160107 00:30:00","Building Permits (YoY)","","","","1"
"Australia","20160107 00:30:00","Building Permits (MoM)","","","","1"
"Australia","20160107 00:30:00","Trade Balance","","","","2"
"Australia","20160107 00:30:00","Imports","","","","2"
"Australia","20160107 00:30:00","Exports","","","","2"
"China","20160107 02:00:00","Foreign Exchange Reserves (QoQ)","","","","1"
"Germany","20160107 07:00:00","Retail Sales (MoM)","","","","2"
"Germany","20160107 07:00:00","Retail Sales (YoY)","","","","2"
"Germany","20160107 07:00:00","Factory Orders n.s.a. (YoY)","","","","1"
"Germany","20160107 07:00:00","Factory Orders s.a. (MoM)","","","","1"
"United Kingdom","20160107 08:00:00","Halifax House Prices (MoM)","","","","1"
"United Kingdom","20160107 08:00:00","Halifax House Prices (3m/YoY)","","","","1"
