"country","date","name","actual","consensus","previous","volatility"
"Singapore","20120713 00:00:00","Gross Domestic Product (QoQ)","","","","1"
"Singapore","20120713 00:00:00","Gross Domestic Product (YoY)","","","","1"
"China","20120713 02:00:00","Gross Domestic Product (QoQ)","","1.700  %","1.800  %","2"
"China","20120713 02:00:00","Gross Domestic Product (YoY)","","7.600  %","8.100  %","2"
"China","20120713 02:00:00","Industrial Production (YoY)","","9.800  %","9.600  %","2"
"China","20120713 02:00:00","Retail Sales (YoY)","","13.600  %","13.800  %","2"
"Japan","20120713 04:30:00","Industrial Production (YoY)","","-3.100  %","-0.200  %","2"
"Japan","20120713 04:30:00","Capacity Utilization","","","-0.600  %","1"
"Japan","20120713 04:30:00","Industrial Production (MoM)","","","-0.200  %","1"
"Japan","20120713 05:00:00","Bank of Japan Monthly Economic Survey","","","","2"
"Singapore","20120713 05:00:00","Retail Sales (MoM)","","","","1"
"Singapore","20120713 05:00:00","Retail Sales (YoY)","","","","1"
"Spain","20120713 07:00:00","Consumer Price Index (YoY)","","1.900  %","1.900  %","1"
"Finland","20120713 07:00:00","Consumer Price Index (YoY)","","","3.100  %","1"
"Spain","20120713 07:00:00","Consumer Price Index (MoM)","","-0.200  %","-0.100  %","1"
"Spain","20120713 07:00:00","HICP (MoM)","","-0.300  %","-0.200  %","1"
"Spain","20120713 07:00:00","HICP (YoY)","","1.800  %","1.900  %","1"
"Slovakia","20120713 07:00:00","Core Inflation (MoM)","","","0.200  %","1"
"Slovakia","20120713 07:00:00","Core Inflation (YoY)","","","2.200  %","1"
"Slovakia","20120713 07:00:00","Headline Inflation (MoM)","","","0.100  %","1"
"Slovakia","20120713 07:00:00","Headline Inflation (YoY)","","","3.400  %","1"
"Hungary","20120713 07:00:00","Industrial Output (YoY)","","","-3.100  %","1"
"Switzerland","20120713 07:15:00","Producer and Import Prices (MoM)","","-0.400  %","-0.200  %","1"
"Switzerland","20120713 07:15:00","Producer and Import Prices (YoY)","","-2.200  %","-2.300  %","1"
"India","20120713 08:00:00","Bank Loan Growth","","","17.800  %","1"
"Turkey","20120713 08:00:00","Budget Balance","",""," 4.590 ","1"
"Italy","20120713 08:00:00","Consumer Price Index (YoY)","","3.300  %","3.200  %","1"
"Italy","20120713 08:00:00","Consumer Price Index (EU Norm) (MoM)","","0.200  %","0.000  %","1"
"Italy","20120713 08:00:00","Consumer Price Index (EU Norm) (YoY)","","3.300  %","3.500  %","1"
"Italy","20120713 08:00:00","Consumer Price Index (MoM)","","0.200  %","0.000  %","1"
"Czech Republic","20120713 08:00:00","Current Account (MoM)","",""," 5.270 ","1"
"Italy","20120713 09:00:00","Italian 3-y Bond Auction","","","5.300  %","1"
"India","20120713 11:30:00","FX Reserves, USD","","","$ 289.990 ","1"
"Argentina","20120713 12:00:00","Consumer Price Index (MoM)","","","0.800  %","1"
"Poland","20120713 12:00:00","Consumer Price Index (MoM)","","","0.200  %","1"
"Poland","20120713 12:00:00","Consumer Price Index (YoY)","","","3.600  %","1"
"Poland","20120713 12:00:00","Current Account","","","€ -573.000 ","1"
"Poland","20120713 12:00:00","M3 Money Supply (YoY)","","","11.400  %","1"
"United States","20120713 12:30:00","Producer Price Index (YoY)","","0.200  %","0.700  %","2"
"United States","20120713 12:30:00","Producer Price Index (MoM)","","-0.500  %","-1.000  %","1"
"United States","20120713 12:30:00","Producer Price Index ex Food & Energy (MoM)","","0.200  %","0.200  %","1"
"United States","20120713 12:30:00","Producer Price Index ex Food & Energy (YoY)","","2.600  %","2.700  %","2"
"United States","20120713 13:55:00","Reuters/Michigan Consumer Sentiment Index",""," 73.400 "," 73.200 ","3"
"United States","20120713 17:20:00","Fed's Lockhart speech","","","","1"
"Peru","20120713 20:00:00","Trade balance","","","","1"
