"country","date","name","actual","consensus","previous","volatility"
"China","20130104 01:45:00","HSBC China Services PMI","",""," 52.100 ","2"
"Germany","20130104 07:00:00","Retail Sales (MoM)","","0.800  %","-2.800  %","2"
"Germany","20130104 07:00:00","Retail Sales (YoY)","","-1.200  %","-0.800  %","2"
"Germany","20130104 08:53:00","Markit Services PMI",""," 52.100 "," 49.700 ","2"
"European Monetary Union","20130104 08:58:00","Markit Services PMI",""," 47.800 "," 46.700 ","2"
"European Monetary Union","20130104 08:58:00","Markit PMI Composite",""," 47.300 "," 46.500 ","2"
"United Kingdom","20130104 09:28:00","Markit Services PMI",""," 50.500 "," 50.200 ","2"
"United Kingdom","20130104 09:30:00","Consumer Credit","","£ -0.100 ","£ -0.500 ","2"
"United Kingdom","20130104 09:30:00","Mortgage Approvals",""," 53.800 "," 53.000 ","2"
"United Kingdom","20130104 09:30:00","Net Lending to Individuals (MoM)","","£ 0.400 ","£ -0.300 ","2"
"European Monetary Union","20130104 10:00:00","Consumer Price Index (YoY)","","2.100  %","2.200  %","2"
"Ireland","20130104 12:00:00","Consumer Confidence","",""," 63.800 ","1"
"United States","20130104 13:30:00","Average Hourly Earnings (MoM)","","0.200  %","0.200  %","2"
"United States","20130104 13:30:00","Average Weekly Hours",""," 34.400 "," 34.400 ","1"
"United States","20130104 13:30:00","Average Hourly Earnings (YoY)","","1.700  %","1.700  %","2"
"Canada","20130104 13:30:00","Industrial Product Price (MoM)","","-0.200  %","-0.100  %","1"
"Canada","20130104 13:30:00","Raw Material Price Index","","-1.000  %","0.000  %","1"
"United States","20130104 13:30:00","Nonfarm Payrolls",""," 150.000 "," 146.000 ","3"
"Canada","20130104 13:30:00","Unemployment Rate","","7.300  %","7.200  %","3"
"United States","20130104 13:30:00","Unemployment Rate","","7.700  %","7.700  %","3"
"Canada","20130104 13:30:00","Net Change in Employment",""," 5.000 "," 59.300 ","3"
"Canada","20130104 13:30:00","Participation rate","","66.800  %","66.800  %","1"
"United States","20130104 15:00:00","Factory Orders (MoM)","","0.400  %","0.800  %","2"
"United States","20130104 15:00:00","ISM Non-Manufacturing PMI",""," 54.200 "," 54.700 ","2"
"United States","20130104 15:30:00","EIA Natural Gas Storage change",""," -129.000 "," -72.000 ","1"
"United States","20130104 16:00:00","EIA Crude Oil Stocks change",""," -0.700 "," -0.600 ","1"
"United States","20130104 18:15:00","Philadelphia Fed's Plosser speech","","","","1"
"United States","20130104 18:30:00","Fed's Lacker speech","","","","1"
"United States","20130104 20:30:00","FOMC Member Yellen Speech","","","","2"
"United States","20130104 22:30:00","Fed's Bullard speech","","","","1"
