"country","date","name","actual","consensus","previous","volatility"
"China","20150213 02:00:00","CB Leading Economic Index"," 0.900 ",""," 1.100 ","2"
"France","20150213 06:30:00","Gross Domestic Product (YoY)","0.200  %","","0.400  %","2"
"Germany","20150213 07:00:00","Gross Domestic Product n.s.a (YoY)","1.600  %","1.000  %","1.200  %","2"
"Germany","20150213 07:00:00","Gross Domestic Product s.a (QoQ)","0.700  %","0.300  %","0.100  %","2"
"Germany","20150213 07:00:00","Gross Domestic Product w.d.a (YoY)","1.400  %","","1.200  %","2"
"Italy","20150213 09:00:00","Gross Domestic Product (YoY)","-0.300  %","-0.400  %","-0.400  %","2"
"European Monetary Union","20150213 10:00:00","Gross Domestic Product s.a. (YoY)","0.900  %","0.800  %","0.800  %","2"
"European Monetary Union","20150213 10:00:00","Gross Domestic Product s.a. (QoQ)","0.300  %","0.200  %","0.200  %","2"
"Poland","20150213 13:00:00","Consumer Price Index (MoM)","-0.200  %","","-0.300  %","1"
"Poland","20150213 13:00:00","Consumer Price Index (YoY)","-1.300  %","","-1.000  %","1"
"Poland","20150213 13:00:00","Current Account","€ -1,005.000 M","","€ 143.000 M","1"
"Poland","20150213 13:00:00","M3 Money Supply (YoY)","8.500  %","","8.400  %","1"
"United States","20150213 13:30:00","Export Price Index (YoY)","-5.400  %","","-3.200  %","1"
"United States","20150213 13:30:00","Export Price Index (MoM)","-2.000  %","-0.900  %","-1.000  %","1"
"United States","20150213 13:30:00","Import Price Index (MoM)","-2.800  %","-3.200  %","-1.900  %","1"
"United States","20150213 13:30:00","Import Price Index (YoY)","-8.000  %","","-5.500  %","1"
"Canada","20150213 13:30:00","Manufacturing Shipments (MoM)","1.700  %","1.000  %","-1.300  %","1"
"United Kingdom","20150213 14:30:00","CB Leading Economic Index","0.100  %","","-0.300  %","1"
"United States","20150213 15:00:00","Reuters/Michigan Consumer Sentiment Index"," 93.600 "," 98.100 "," 98.100 ","2"
"United States","20150213 18:30:00","Fed's Richard Fisher's speech","","","","2"
