"country","date","name","actual","consensus","previous","volatility"
"China","20170911 02:00:00","M2 Money Supply (YoY)","","","","1"
"China","20170911 02:00:00","New Loans","","","","1"
"Japan","20170911 04:30:00","Tertiary Industry Index (MoM)","","","","2"
"Japan","20170911 06:00:00","Machine Tool Orders (YoY)","","","","1"
"Italy","20170911 08:00:00","Industrial Output s.a. (MoM)","","","","1"
"Italy","20170911 08:00:00","Industrial Output w.d.a (YoY)","","","","1"
"Portugal","20170911 10:00:00","Consumer Price Index (YoY)","","","","1"
"Portugal","20170911 10:00:00","Consumer Price Index (MoM)","","","","1"
"India","20170911 11:00:00","Trade Deficit Government","","","","1"
"Canada","20170911 12:15:00","Housing Starts s.a (YoY)","","","","2"
"Mexico","20170911 13:00:00","Industrial Output (MoM)","","","","1"
"Mexico","20170911 13:00:00","Industrial Output (YoY)","","","","1"
"Russia","20170911 13:00:00","Foreign Trade","","","","1"
"United States","20170911 15:30:00","3-Month Bill Auction","","","","1"
"United States","20170911 15:30:00","6-Month Bill Auction","","","","1"
"United States","20170911 17:00:00","3-Year Note Auction","","","","1"
