"country","date","name","actual","consensus","previous","volatility"
"China","20170831 01:00:00","Non-manufacturing PMI","","","","2"
"China","20170831 01:00:00","NBS Manufacturing PMI","","","","2"
"New Zealand","20170831 01:00:00","ANZ Activity Outlook","","","","1"
"New Zealand","20170831 01:00:00","ANZ Business Confidence","","","","1"
"Australia","20170831 01:00:00","HIA New Home Sales (MoM)","","","","2"
"Australia","20170831 01:30:00","Private Sector Credit (YoY)","","","","1"
"Australia","20170831 01:30:00","Private Sector Credit (MoM)","","","","1"
"Australia","20170831 01:30:00","Private Capital Expenditure","","","","1"
"Japan","20170831 04:00:00","Vehicle Production (YoY)","","","","1"
"Japan","20170831 05:00:00","Housing Starts (YoY)","","","","1"
"Japan","20170831 05:00:00","Construction Orders (YoY)","","","","1"
"Japan","20170831 05:00:00","Annualized Housing Starts","","","","1"
"Germany","20170831 06:00:00","Retail Sales (YoY)","","","","2"
"Germany","20170831 06:00:00","Retail Sales (MoM)","","","","2"
"France","20170831 06:45:00","Producer Prices (MoM)","","","","1"
"France","20170831 06:45:00","Consumer Price Index (EU norm) (YoY)","","","","2"
"Spain","20170831 07:00:00","Retail Sales (YoY)","","","","1"
"Germany","20170831 08:00:00","Unemployment Change","","","","3"
"Germany","20170831 08:00:00","Unemployment Rate s.a.","","","","3"
"Italy","20170831 08:00:00","Unemployment","","","","2"
"Spain","20170831 08:00:00","Current Account Balance","","","","1"
"Italy","20170831 09:00:00","Consumer Price Index (YoY)","","","","1"
"Italy","20170831 09:00:00","Consumer Price Index (EU Norm) (YoY)","","","","1"
"Italy","20170831 09:00:00","Consumer Price Index (MoM)","","","","1"
"Italy","20170831 09:00:00","Consumer Price Index (EU Norm) (MoM)","","","","1"
"Greece","20170831 09:00:00","Retail Sales (YoY)","","","","1"
"Portugal","20170831 09:00:00","Gross Domestic Product (QoQ)","","","","1"
"Portugal","20170831 09:00:00","Gross Domestic Product (YoY)","","","","1"
"European Monetary Union","20170831 09:00:00","Unemployment Rate","","","","2"
"European Monetary Union","20170831 09:00:00","Consumer Price Index (YoY)","","","","3"
"European Monetary Union","20170831 09:00:00","Consumer Price Index - Core (YoY)","","","","3"
" INR"","20170831 10:00:00",""Federal Fiscal Deficit","","","","India"
"United States","20170831 11:30:00","Challenger Job Cuts (YoY)","","","","1"
"India","20170831 11:30:00","M3 Money Supply","","","","1"
"India","20170831 11:30:00","Infrastructure Output (YoY)","","","","1"
"Brazil","20170831 12:00:00","Unemployment Rate","","","","1"
"India","20170831 12:00:00","Gross Domestic Product Quarterly (YoY)","","","","1"
"United States","20170831 12:30:00","Core Personal Consumption Expenditure - Price Index (YoY)","","","","3"
"United States","20170831 12:30:00","Personal Spending","","","","2"
"United States","20170831 12:30:00","Personal Consumption Expenditures - Price Index (MoM)","","","","2"
"United States","20170831 12:30:00","Personal Income (MoM)","","","","2"
"United States","20170831 12:30:00","Core Personal Consumption Expenditure - Price Index (MoM)","","","","3"
"United States","20170831 12:30:00","Personal Consumption Expenditures - Price Index (YoY)","","","","2"
"United States","20170831 12:30:00","Continuing Jobless Claims","","","","2"
"United States","20170831 12:30:00","Initial Jobless Claims","","","","2"
"Canada","20170831 12:30:00","Gross Domestic Product Annualized (QoQ)","","","","2"
"Canada","20170831 12:30:00","Gross Domestic Product (MoM)","","","","2"
"Russia","20170831 13:00:00","Central Bank Reserves $","","","","1"
"United States","20170831 13:45:00","Chicago Purchasing Managers' Index","","","","2"
"United States","20170831 14:00:00","Pending Home Sales (YoY)","","","","2"
"United States","20170831 14:00:00","Pending Home Sales (MoM)","","","","2"
"United States","20170831 14:30:00","EIA Natural Gas Storage change","","","","1"
"New Zealand","20170831 22:45:00","Terms of Trade Index","","","","1"
"Australia","20170831 23:30:00","AiG Performance of Mfg Index","","","","2"
"Japan","20170831 23:50:00","Capital Spending","","","","1"
