"country","date","name","actual","consensus","previous","volatility"
"Japan","20151216 01:35:00","Nikkei Manufacturing PMI","","","","1"
"New Zealand","20151216 02:00:00","RBNZ Inflation Expectations (YoY)","","","","1"
"European Monetary Union","20151216 08:00:00","Non-monetary policy's ECB meeting","","","","3"
"France","20151216 08:00:00","Markit Manufacturing PMI","","","","1"
"France","20151216 08:00:00","Markit Services PMI","","","","1"
"France","20151216 08:00:00","Markit PMI Composite","","","","1"
"Germany","20151216 08:30:00","Markit Manufacturing PMI","","","","2"
"Germany","20151216 08:30:00","Markit PMI Composite","","","","2"
"Germany","20151216 08:30:00","Markit Services PMI","","","","2"
"European Monetary Union","20151216 09:00:00","Markit Services PMI","","","","2"
"European Monetary Union","20151216 09:00:00","Markit Manufacturing PMI","","","","2"
"European Monetary Union","20151216 09:00:00","Markit PMI Composite","","","","2"
"United Kingdom","20151216 09:30:00","Average Earnings including Bonus (3Mo/Yr)","","","","2"
"United Kingdom","20151216 09:30:00","Average Earnings excluding Bonus (3Mo/Yr)","","","","2"
"United Kingdom","20151216 09:30:00","Claimant Count Rate","","","","2"
"United Kingdom","20151216 09:30:00","Claimant Count Change","","","","2"
"United Kingdom","20151216 09:30:00","ILO Unemployment Rate (3M)","","","","2"
"India","20151216 10:00:00","Trade Deficit Government","","","","1"
"European Monetary Union","20151216 10:00:00","Trade Balance n.s.a.","","","","2"
"European Monetary Union","20151216 10:00:00","Trade Balance s.a.","","","","2"
"European Monetary Union","20151216 10:00:00","Consumer Price Index - Core (YoY)","","","","3"
"European Monetary Union","20151216 10:00:00","Consumer Price Index (MoM)","","","","3"
"European Monetary Union","20151216 10:00:00","Consumer Price Index (YoY)","","","","3"
"European Monetary Union","20151216 10:00:00","Consumer Price Index - Core (MoM)","","","","1"
"Switzerland","20151216 10:00:00","ZEW Survey - Expectations","","","","2"
"India","20151216 11:30:00","Trade Deficit - RBI","","","","1"
"India","20151216 11:30:00","Balance Payment $","","","","1"
"India","20151216 11:30:00","Current Account Balance $","","","","1"
"United States","20151216 12:00:00","MBA Mortgage Applications","","","","1"
"United States","20151216 13:30:00","Housing Starts (MoM)","","","","2"
"United States","20151216 13:30:00","Building Permits (MoM)","","","","2"
"Canada","20151216 13:30:00","Foreign portfolio investment in Canadian securities","","","","1"
"Canada","20151216 13:30:00","Canadian portfolio investment in foreign securities","","","","1"
"Switzerland","20151216 14:00:00","SNB Quarterly Bulletin","","","","2"
"United States","20151216 14:15:00","Industrial Production (MoM)","","","","2"
"United States","20151216 14:15:00","Capacity Utilization","","","","2"
"United States","20151216 14:45:00","Markit Manufacturing PMI","","","","2"
"United States","20151216 15:30:00","EIA Crude Oil Stocks change","","","","1"
"United States","20151216 19:00:00","FOMC Economic Projections","","","","2"
"United States","20151216 19:00:00","Fed Interest Rate Decision","","","","3"
"United States","20151216 19:30:00","Fed's Monetary Policy Statement and press conference","","","","3"
"New Zealand","20151216 22:45:00","Gross Domestic Product (QoQ)","","","","2"
"New Zealand","20151216 22:45:00","Gross Domestic Product (YoY)","","","","2"
"Japan","20151216 23:50:00","Adjusted Merchandise Trade Balance","","","","2"
"Japan","20151216 23:50:00","Merchandise Trade Balance Total","","","","2"
"Japan","20151216 23:50:00","Imports (YoY)","","","","2"
"Japan","20151216 23:50:00","Exports (YoY)","","","","2"
"Japan","20151216 23:50:00","Foreign bond investment","","","","2"
"Japan","20151216 23:50:00","Foreign investment in Japan stocks","","","","2"
