"country","date","name","actual","consensus","previous","volatility"
"China","20120810 01:00:00","Trade Balance",""," 34.300 "," 31.730 ","2"
"Australia","20120810 01:30:00","RBA Monetary Policy Statement","","","","3"
"Japan","20120810 04:30:00","Industrial Production (YoY)","","","6.000  %","2"
"Germany","20120810 06:00:00","Consumer Price Index (MoM)","","0.400  %","-0.100  %","2"
"Germany","20120810 06:00:00","Harmonised Index of Consumer Prices (MoM)","","0.400  %","-0.200  %","2"
"Germany","20120810 06:00:00","Harmonised Index of Consumer Prices (YoY)","","2.000  %","2.000  %","3"
"Germany","20120810 06:00:00","Consumer Price Index (YoY)","","1.700  %","1.700  %","3"
"France","20120810 06:45:00","Budget","","","€ -69.600 ","2"
"United Kingdom","20120810 08:30:00","PPI Core Output (YoY) n.s.a ","","1.700  %","2.000  %","2"
"United Kingdom","20120810 08:30:00","Producer Price Index - Output (YoY) n.s.a","","2.000  %","2.300  %","2"
"United States","20120810 12:30:00","Import Price Index (MoM)","","0.200  %","-2.700  %","1"
"United States","20120810 12:30:00","Import Price Index (YoY)","","-2.700  %","-2.600  %","1"
"Canada","20120810 12:30:00","Unemployment Rate","","7.200  %","7.200  %","3"
"Canada","20120810 12:30:00","Net Change in Employment",""," 9.000 "," 7.300 ","3"
"Canada","20120810 12:30:00","Participation rate","","","66.700  %","1"
"United States","20120810 18:00:00","Monthly Budget Statement",""," -103.000 "," -60.000 ","2"
"Argentina","20120810 19:00:00","Consumer Price Index (MoM)","","","0.700  %","1"
"Singapore","20120810 19:00:00","Gross Domestic Product (QoQ)","","","","1"
"Singapore","20120810 19:00:00","Gross Domestic Product (YoY)","","","","1"
