"country","date","name","actual","consensus","previous","volatility"
"Brazil","20160831 00:00:00","Interest Rate Decision","","","","1"
"India","20160831 00:00:00","Infrastructure Output (YoY)","","","","1"
"New Zealand","20160831 01:00:00","ANZ Activity Outlook","","","","1"
"Australia","20160831 01:00:00","RBA Assist Gov Debelle Speech","","","","2"
"Australia","20160831 01:30:00","Private Sector Credit (YoY)","","","","1"
"Australia","20160831 01:30:00","Private Sector Credit (MoM)","","","","1"
"Japan","20160831 05:00:00","Annualized Housing Starts","","","","1"
"Japan","20160831 05:00:00","Construction Orders (YoY)","","","","1"
"Japan","20160831 05:00:00","Housing Starts (YoY)","","","","1"
"Germany","20160831 06:00:00","Retail Sales (YoY)","","","","1"
"Germany","20160831 06:00:00","Retail Sales (MoM)","","","","1"
"United Kingdom","20160831 06:00:00","Nationwide Housing Prices n.s.a (YoY)","","","","1"
"United Kingdom","20160831 06:00:00","Nationwide Housing Prices s.a (MoM)","","","","1"
"Switzerland","20160831 06:00:00","UBS Consumption Indicator","","","","2"
"France","20160831 06:45:00","Producer Prices (MoM)","","","","1"
"France","20160831 06:45:00","Consumer Spending (MoM)","","","","1"
"France","20160831 06:45:00","Consumer Price Index (EU norm) final (YoY)","","","","1"
"Spain","20160831 07:00:00","Current Account Balance","","","","1"
"Germany","20160831 07:55:00","Unemployment Change","","","","3"
"Germany","20160831 07:55:00","Unemployment Rate s.a.","","","","3"
"Italy","20160831 08:00:00","Wage Inflation (MoM)","","","","1"
"Italy","20160831 08:00:00","Wage Inflation (YoY)","","","","1"
"Italy","20160831 08:00:00","Unemployment","","","","2"
"Italy","20160831 09:00:00","Consumer Price Index (YoY)","","","","1"
"Italy","20160831 09:00:00","Consumer Price Index (EU Norm) (YoY)","","","","1"
"Italy","20160831 09:00:00","Consumer Price Index (MoM)","","","","1"
"Italy","20160831 09:00:00","Consumer Price Index (EU Norm) (MoM)","","","","1"
"Greece","20160831 09:00:00","Retail Sales (YoY)","","","","1"
"European Monetary Union","20160831 09:00:00","Unemployment Rate","","","","2"
"European Monetary Union","20160831 09:00:00","Consumer Price Index - Core (YoY)","","","","3"
"European Monetary Union","20160831 09:00:00","Consumer Price Index (YoY)","","","","3"
"Portugal","20160831 10:00:00","Gross Domestic Product (YoY)","","","","1"
"Portugal","20160831 10:00:00","Gross Domestic Product (QoQ)","","","","1"
" INR"","20160831 10:30:00",""Federal Fiscal Deficit","","","","India"
"United States","20160831 11:00:00","MBA Mortgage Applications","","","","1"
"India","20160831 11:30:00","M3 Money Supply","","","","1"
"Brazil","20160831 12:00:00","Gross Domestic Product (YoY)","","","","1"
"Brazil","20160831 12:00:00","Gross Domestic Product (QoQ)","","","","1"
"India","20160831 12:00:00","Gross Domestic Product Quarterly (YoY)","","","","1"
"United States","20160831 12:15:00","ADP Employment Change","","","","2"
"Canada","20160831 12:30:00","Gross Domestic Product Annualized (QoQ)","","","","2"
"Canada","20160831 12:30:00","Gross Domestic Product (MoM)","","","","2"
"Brazil","20160831 13:30:00","Nominal Budget Balance","","","","1"
"Brazil","20160831 13:30:00","Primary Budget Surplus","","","","1"
"United States","20160831 13:45:00","Chicago Purchasing Managers' Index","","","","2"
"United States","20160831 14:00:00","Pending Home Sales (YoY)","","","","2"
"United States","20160831 14:00:00","Pending Home Sales (MoM)","","","","2"
"United States","20160831 14:30:00","EIA Crude Oil Stocks change","","","","1"
"New Zealand","20160831 22:45:00","Terms of Trade Index","","","","1"
"Australia","20160831 23:30:00","AiG Performance of Mfg Index","","","","2"
"Japan","20160831 23:50:00","Capital Spending","","","","1"
"Japan","20160831 23:50:00","Foreign bond investment","","","","2"
"Japan","20160831 23:50:00","Foreign investment in Japan stocks","","","","2"
