"country","date","name","actual","consensus","previous","volatility"
"Australia","20170929 01:30:00","Private Sector Credit (MoM)","","","","1"
"Australia","20170929 01:30:00","Private Sector Credit (YoY)","","","","1"
"Japan","20170929 04:00:00","Vehicle Production (YoY)","","","","1"
"Japan","20170929 05:00:00","Annualized Housing Starts","","","","1"
"Japan","20170929 05:00:00","Housing Starts (YoY)","","","","1"
"Japan","20170929 05:00:00","Construction Orders (YoY)","","","","1"
"Germany","20170929 06:00:00","Retail Sales (YoY)","","","","2"
"Germany","20170929 06:00:00","Retail Sales (MoM)","","","","2"
"United Kingdom","20170929 06:00:00","Nationwide Housing Prices n.s.a (YoY)","","","","1"
"United Kingdom","20170929 06:00:00","Nationwide Housing Prices s.a (MoM)","","","","1"
"France","20170929 06:45:00","Producer Prices (MoM)","","","","1"
"France","20170929 06:45:00","Consumer Spending (MoM)","","","","1"
"France","20170929 06:45:00","Consumer Price Index (EU norm) (YoY)","","","","2"
"Switzerland","20170929 07:00:00","KOF Leading Indicator","","","","2"
"Germany","20170929 08:00:00","Unemployment Change","","","","3"
"Germany","20170929 08:00:00","Unemployment Rate s.a.","","","","3"
"Spain","20170929 08:00:00","Current Account Balance","","","","1"
"United Kingdom","20170929 08:30:00","Net Lending to Individuals (MoM)","","","","1"
"United Kingdom","20170929 08:30:00","Gross Domestic Product (YoY)","","","","2"
"United Kingdom","20170929 08:30:00","Gross Domestic Product (QoQ)","","","","2"
"United Kingdom","20170929 08:30:00","Total Business Investment (QoQ)","","","","1"
"United Kingdom","20170929 08:30:00","Total Business Investment (YoY)","","","","1"
"United Kingdom","20170929 08:30:00","Consumer Credit","","","","2"
"United Kingdom","20170929 08:30:00","Mortgage Approvals","","","","2"
"United Kingdom","20170929 08:30:00","Index of Services (3M/3M)","","","","1"
"United Kingdom","20170929 08:30:00","M4 Money Supply (MoM)","","","","1"
"United Kingdom","20170929 08:30:00","M4 Money Supply (YoY)","","","","1"
"United Kingdom","20170929 08:30:00","Current Account","","","","1"
"Italy","20170929 09:00:00","Consumer Price Index (YoY)","","","","1"
"Italy","20170929 09:00:00","Consumer Price Index (EU Norm) (MoM)","","","","1"
"Italy","20170929 09:00:00","Consumer Price Index (MoM)","","","","1"
"Italy","20170929 09:00:00","Consumer Price Index (EU Norm) (YoY)","","","","1"
"Greece","20170929 09:00:00","Retail Sales (YoY)","","","","1"
"Greece","20170929 09:00:00","Producer Price Index (YoY)","","","","1"
"European Monetary Union","20170929 09:00:00","Consumer Price Index (YoY)","","","","3"
"European Monetary Union","20170929 09:00:00","Consumer Price Index - Core (YoY)","","","","3"
"Italy","20170929 10:00:00","Producer Price Index (MoM)","","","","1"
"Italy","20170929 10:00:00","Producer Price Index (YoY)","","","","1"
" INR"","20170929 10:00:00",""Federal Fiscal Deficit","","","","India"
"India","20170929 11:30:00","Bank Loan Growth","","","","1"
"India","20170929 11:30:00","Infrastructure Output (YoY)","","","","1"
" USD"","20170929 11:30:00",""FX Reserves","","","","India"
"Brazil","20170929 12:00:00","Unemployment Rate","","","","1"
"United Kingdom","20170929 12:00:00","MPC Member Cunliffe Speech","","","","2"
"United States","20170929 12:30:00","Personal Spending","","","","2"
"United States","20170929 12:30:00","Core Personal Consumption Expenditure - Price Index (YoY)","","","","3"
"United States","20170929 12:30:00","Personal Consumption Expenditures - Price Index (MoM)","","","","2"
"United States","20170929 12:30:00","Personal Income (MoM)","","","","2"
"United States","20170929 12:30:00","Personal Consumption Expenditures - Price Index (YoY)","","","","2"
"United States","20170929 12:30:00","Core Personal Consumption Expenditure - Price Index (MoM)","","","","3"
"United Kingdom","20170929 12:30:00","MPC Member Broadbent Speech","","","","2"
"Canada","20170929 12:30:00","Raw Material Price Index","","","","1"
"Canada","20170929 12:30:00","Industrial Product Price (MoM)","","","","1"
"Canada","20170929 12:30:00","Gross Domestic Product (MoM)","","","","2"
"United States","20170929 13:45:00","Chicago Purchasing Managers' Index","","","","2"
"United States","20170929 14:00:00","Michigan Consumer Sentiment Index","","","","1"
"European Monetary Union","20170929 14:15:00","ECB President Draghi's Speech","","","","3"
"Brazil","20170929 14:30:00","Nominal Budget Balance","","","","1"
"Brazil","20170929 14:30:00","Primary Budget Surplus","","","","1"
"United Kingdom","20170929 14:45:00","BOE's Governor Carney speech","","","","3"
"European Monetary Union","20170929 14:45:00","BOE's Governor Carney speech","","","","2"
"United States","20170929 15:00:00","FOMC Member Harker Speech","","","","2"
"United States","20170929 17:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20170929 19:30:00","CFTC USD NC net positions","","","","1"
"United States","20170929 19:30:00","CFTC Oil NC net positions","","","","1"
"United States","20170929 19:30:00","CFTC Gold NC net positions","","","","1"
"United Kingdom","20170929 19:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20170929 19:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20170929 19:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20170929 19:30:00","CFTC AUD NC net positions","","","","1"
" pesos"","20170929 21:00:00",""Fiscal Balance","","","","Mexico"
