"country","date","name","actual","consensus","previous","volatility"
"United States","20171208 00:00:00","US Government Shutdown Limit","","","","3"
"Italy","20171208 00:00:00","Immaculate Conception Day","","","","0"
"Portugal","20171208 00:00:00","Immaculate Conception Day","","","","0"
"Japan","20171208 00:00:00","Labor Cash Earnings (YoY)","","","","1"
"Australia","20171208 00:00:00","HIA New Home Sales (MoM)","","","","2"
"Australia","20171208 00:30:00","Investment Lending for Homes","","","","2"
"Australia","20171208 00:30:00","Home Loans","","","","2"
"China","20171208 02:00:00","Exports (YoY) CNY","","","","2"
"China","20171208 02:00:00","Imports (YoY) CNY","","","","2"
"China","20171208 02:00:00","Trade Balance USD","","","","2"
"China","20171208 02:00:00","Exports (YoY)","","","","2"
"China","20171208 02:00:00","Trade Balance CNY","","","","2"
"China","20171208 02:00:00","Imports (YoY)","","","","2"
"China","20171208 02:00:00","Foreign Exchange Reserves (MoM)","","","","1"
"Japan","20171208 05:00:00","Eco Watchers Survey: Outlook","","","","2"
"Japan","20171208 05:00:00","Eco Watchers Survey: Current","","","","2"
"Germany","20171208 07:00:00","Trade Balance s.a.","","","","2"
"Germany","20171208 07:00:00","Exports (MoM)","","","","2"
"Germany","20171208 07:00:00","Current Account n.s.a.","","","","2"
"Germany","20171208 07:00:00","Imports (MoM)","","","","2"
"France","20171208 07:45:00","Industrial Output (MoM)","","","","1"
"France","20171208 07:45:00","Budget","","","","1"
"India","20171208 09:00:00","Cash Reserve Ratio","","","","1"
"United Kingdom","20171208 09:30:00","Industrial Production (YoY)","","","","2"
"United Kingdom","20171208 09:30:00","Industrial Production (MoM)","","","","2"
"United Kingdom","20171208 09:30:00","Manufacturing Production (MoM)","","","","2"
"United Kingdom","20171208 09:30:00","Manufacturing Production (YoY)","","","","2"
"United Kingdom","20171208 09:30:00","Total Trade Balance","","","","1"
"United Kingdom","20171208 09:30:00","Goods Trade Balance","","","","1"
"United Kingdom","20171208 09:30:00","Trade Balance; non-EU","","","","1"
"Greece","20171208 10:00:00","Consumer Price Index - Harmonized (YoY)","","","","1"
"Greece","20171208 10:00:00","Consumer Price Index (YoY)","","","","1"
"India","20171208 11:30:00","Bank Loan Growth","","","","1"
" USD"","20171208 11:30:00",""FX Reserves","","","","India"
"United Kingdom","20171208 13:00:00","NIESR GDP Estimate (3M)","","","","2"
"Canada","20171208 13:15:00","Housing Starts s.a (YoY)","","","","2"
"United States","20171208 13:30:00","Average Hourly Earnings (MoM)","","","","1"
"United States","20171208 13:30:00","Labor Force Participation Rate","","","","2"
"United States","20171208 13:30:00","Unemployment Rate","","","","3"
"United States","20171208 13:30:00","Nonfarm Payrolls","","","","3"
"United States","20171208 13:30:00","Average Weekly Hours","","","","2"
"United States","20171208 13:30:00","Average Hourly Earnings (YoY)","","","","2"
"Canada","20171208 13:30:00","Capacity Utilization","","","","1"
"United States","20171208 15:00:00","Michigan Consumer Sentiment Index","","","","1"
"United States","20171208 18:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20171208 20:30:00","CFTC USD NC net positions","","","","1"
"United States","20171208 20:30:00","CFTC Gold NC net positions","","","","1"
"United States","20171208 20:30:00","CFTC Oil NC net positions","","","","1"
"United Kingdom","20171208 20:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20171208 20:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20171208 20:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20171208 20:30:00","CFTC AUD NC net positions","","","","1"
