"country","date","name","actual","consensus","previous","volatility"
"Japan","20121012 01:00:00","BoJ's Governor Shirakawa Speech","","","","2"
"European Monetary Union","20121012 09:00:00","Industrial Production w.d.a. (YoY)","","-4.200  %","-2.300  %","2"
"Poland","20121012 12:00:00","M3 Money Supply (YoY)","","","9.500  %","1"
"United States","20121012 12:30:00","Producer Price Index (YoY)","","1.800  %","2.000  %","3"
"United States","20121012 12:30:00","Producer Price Index (MoM)","","0.700  %","1.700  %","2"
"United States","20121012 12:30:00","Producer Price Index ex Food & Energy (MoM)","","0.200  %","0.200  %","2"
"United States","20121012 12:30:00","Producer Price Index ex Food & Energy (YoY)","","2.500  %","2.500  %","3"
"Mexico","20121012 13:00:00","Industrial Output (MoM)","","","0.500  %","1"
"Mexico","20121012 13:00:00","Industrial Output (YoY)","","","4.900  %","1"
"United States","20121012 13:55:00","Reuters/Michigan Consumer Sentiment Index",""," 78.000 "," 78.300 ","3"
"Peru","20121012 15:00:00","Trade balance","","","","1"
"United States","20121012 16:35:00","Fed's Lacker speech","","","","1"
"United States","20121012 18:00:00","Monthly Budget Statement",""," 42.000 "," -191.000 ","2"
"Argentina","20121012 19:00:00","Consumer Price Index (MoM)","","","0.900  %","1"
