"country","date","name","actual","consensus","previous","volatility"
"China","20170130 00:00:00","Chinese New Year","","","","0"
"Australia","20170130 07:45:00","RBA Assist Gov Debelle Speech","","","","2"
"Spain","20170130 08:00:00","Gross Domestic Product - Estimated (YoY)","","","","1"
"Spain","20170130 08:00:00","Gross Domestic Product - Estimated (QoQ)","","","","1"
"Switzerland","20170130 08:00:00","KOF Leading Indicator","","","","2"
"Greece","20170130 09:00:00","Retail Sales (YoY)","","","","1"
"Greece","20170130 09:00:00","Producer Price Index (YoY)","","","","1"
"Italy","20170130 10:00:00","10-y Bond Auction","","","","1"
"Italy","20170130 10:00:00","5-y Bond Auction","","","","1"
"Brazil","20170130 10:00:00","Inflation Index/IGP-M","","","","1"
"European Monetary Union","20170130 10:00:00","Consumer Confidence","","","","2"
"European Monetary Union","20170130 10:00:00","Services Sentiment","","","","2"
"European Monetary Union","20170130 10:00:00","Business Climate","","","","2"
"European Monetary Union","20170130 10:00:00","Industrial Confidence","","","","2"
"European Monetary Union","20170130 10:00:00","Economic Sentiment Indicator","","","","2"
"Portugal","20170130 11:00:00","Business Confidence","","","","1"
"Portugal","20170130 11:00:00","Consumer Confidence","","","","1"
"Germany","20170130 13:00:00","Consumer Price Index (YoY)","","","","2"
"Germany","20170130 13:00:00","Consumer Price Index (MoM)","","","","2"
"Germany","20170130 13:00:00","Harmonised Index of Consumer Prices (YoY)","","","","2"
"Germany","20170130 13:00:00","Harmonised Index of Consumer Prices (MoM)","","","","2"
"United States","20170130 13:30:00","Personal Consumption Expenditures - Price Index (MoM)","","","","2"
"United States","20170130 13:30:00","Personal Spending","","","","2"
"United States","20170130 13:30:00","Core Personal Consumption Expenditure - Price Index (YoY)","","","","2"
"United States","20170130 13:30:00","Core Personal Consumption Expenditure - Price Index (MoM)","","","","2"
"United States","20170130 13:30:00","Personal Consumption Expenditures - Price Index (YoY)","","","","2"
"United States","20170130 13:30:00","Personal Income (MoM)","","","","2"
" pesos"","20170130 14:00:00",""Fiscal Balance","","","","Mexico"
"United States","20170130 15:00:00","Loan Officer Survey","","","","1"
"United States","20170130 15:00:00","Pending Home Sales (MoM)","","","","2"
"United States","20170130 15:00:00","Pending Home Sales (YoY)","","","","2"
"United States","20170130 15:30:00","Dallas Fed Manufacturing Business Index","","","","2"
"United States","20170130 16:30:00","3-Month Bill Auction","","","","1"
"United States","20170130 16:30:00","6-Month Bill Auction","","","","1"
"New Zealand","20170130 21:45:00","Visitor Arrivals (YoY)","","","","1"
"Japan","20170130 23:30:00","Unemployment Rate","","","","2"
"Japan","20170130 23:30:00","Jobs/applicants ratio","","","","2"
"Japan","20170130 23:30:00","Overall Household Spending (YoY)","","","","2"
"Japan","20170130 23:50:00","Industrial Production (MoM)","","","","2"
"Japan","20170130 23:50:00","Industrial Production (YoY)","","","","2"
