"country","date","name","actual","consensus","previous","volatility"
"European Monetary Union","20160226 00:00:00","G20 Meeting","","","","2"
"United Kingdom","20160226 00:05:00","Gfk Consumer Confidence","","","","2"
"China","20160226 01:30:00",""House Price Index "","","","","1"
"France","20160226 07:45:00","Producer Prices (MoM)","","","","1"
"France","20160226 07:45:00","Consumer Spending (MoM)","","","","1"
"France","20160226 07:45:00","Gross Domestic Product (QoQ)","","","","1"
"France","20160226 07:45:00","Gross Domestic Product (YoY)","","","","1"
"Spain","20160226 08:00:00","HICP (YoY)","","","","1"
"Italy","20160226 09:00:00","Wage Inflation (YoY)","","","","1"
"Italy","20160226 09:00:00","Wage Inflation (MoM)","","","","1"
"Italy","20160226 10:00:00","10-y Bond Auction","","","","1"
"Italy","20160226 10:00:00","5-y Bond Auction","","","","1"
"Portugal","20160226 10:00:00","Business Confidence","","","","1"
"Portugal","20160226 10:00:00","Consumer Confidence","","","","1"
"European Monetary Union","20160226 10:00:00","Consumer Confidence","","","","1"
"European Monetary Union","20160226 10:00:00","Services Sentiment","","","","1"
"European Monetary Union","20160226 10:00:00","Economic Sentiment Indicator","","","","1"
"European Monetary Union","20160226 10:00:00","Business Climate","","","","1"
"European Monetary Union","20160226 10:00:00","Industrial Confidence","","","","1"
" USD"","20160226 11:30:00",""FX Reserves","","","","India"
"Germany","20160226 13:00:00","Consumer Price Index (YoY)","","","","3"
"Germany","20160226 13:00:00","Harmonised Index of Consumer Prices (YoY)","","","","2"
"Germany","20160226 13:00:00","Consumer Price Index (MoM)","","","","2"
"Germany","20160226 13:00:00","Harmonised Index of Consumer Prices (MoM)","","","","2"
"United States","20160226 13:30:00","Gross Domestic Product Annualized","","","","3"
"United States","20160226 13:30:00","Gross Domestic Product Price Index","","","","3"
"United States","20160226 13:30:00","Goods Trade Balance","","","","3"
"United States","20160226 13:30:00","Core Personal Consumption Expenditures (QoQ)","","","","2"
"United States","20160226 13:30:00","Personal Consumption Expenditures Prices (QoQ)","","","","2"
"United States","20160226 15:00:00","Personal Consumption Expenditures - Price Index (MoM)","","","","2"
"United States","20160226 15:00:00","Personal Spending","","","","2"
"United States","20160226 15:00:00","Core Personal Consumption Expenditure - Price Index (YoY)","","","","3"
"United States","20160226 15:00:00","Personal Income (MoM)","","","","2"
"United States","20160226 15:00:00","Core Personal Consumption Expenditure - Price Index (MoM)","","","","2"
"United States","20160226 15:00:00","Reuters/Michigan Consumer Sentiment Index","","","","1"
"United States","20160226 18:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20160226 18:00:00","7-Year Note Auction","","","","1"
"European Monetary Union","20160226 18:30:00","ECB's Praet Speech","","","","1"
