"country","date","name","actual","consensus","previous","volatility"
"United Kingdom","20140815 08:30:00","Gross Domestic Product (YoY)","","3.100  %","3.100  %","2"
"European Monetary Union","20140815 08:30:00","Gross Domestic Product (YoY)","","3.100  %","3.100  %","2"
"United Kingdom","20140815 08:30:00","Gross Domestic Product (QoQ)","","0.800  %","0.800  %","2"
"European Monetary Union","20140815 08:30:00","Gross Domestic Product (QoQ)","","0.800  %","0.800  %","2"
"United Kingdom","20140815 08:30:00","Index of Services (3M/3M)","","","1.000  %","1"
"Canada","20140815 12:30:00","Manufacturing Shipments (MoM)","","","1.600  %","1"
"United States","20140815 12:30:00","NY Empire State Manufacturing Index",""," 20.000 "," 25.600 ","1"
"United States","20140815 12:30:00","Producer Price Index (YoY)","","1.800  %","1.900  %","2"
"United States","20140815 12:30:00","Producer Price Index (MoM)","","0.100  %","0.400  %","1"
"United States","20140815 12:30:00","Producer Price Index ex Food & Energy (MoM)","","0.200  %","0.200  %","1"
"United States","20140815 12:30:00","Producer Price Index ex Food & Energy (YoY)","","1.600  %","1.800  %","1"
"United States","20140815 13:00:00","Total Net TIC Flows","","","$ 35.500 ","2"
"United States","20140815 13:00:00","Net Long-Term TIC Flows","","","$ 19.400 ","2"
"United States","20140815 13:15:00","Industrial Production (MoM)","","0.300  %","0.200  %","2"
"United States","20140815 13:15:00","Capacity Utilization","","73.000  %","79.100  %","2"
"United States","20140815 13:55:00","Reuters/Michigan Consumer Sentiment Index",""," 82.500 "," 81.800 ","2"
"Peru","20140815 14:00:00","Gross Domestic Product","","","1.840  %","1"
"Argentina","20140815 19:00:00","Consumer Price Index (MoM)","","","1.300  %","1"
"Colombia","20140815 22:00:00","Industrial ouput (YoY)","",""," 2.000 ","1"
