"country","date","name","actual","consensus","previous","volatility"
"Germany","20140827 06:00:00","Gfk Consumer Confidence Survey",""," 9.000 "," 9.000 ","2"
"Switzerland","20140827 06:00:00","UBS Consumption Indicator","",""," 2.060 ","2"
"Brazil","20140827 12:00:00","Unemployment Rate","","","4.900  %","1"
"Mexico","20140827 13:00:00","Trade Balance s/a, $","","","$ -0.404 ","1"
"Mexico","20140827 13:00:00","Trade Balance, $","","","$ 0.424 ","1"
"United States","20140827 14:30:00","EIA Crude Oil Stocks change",""," 1.100 "," -4.474 ","1"
"United States","20140827 17:00:00","5-Year Note Auction","","","1.720  %","1"
"South Korea","20140827 23:00:00","Current Account Balance","",""," 6.320 ","1"
"Japan","20140827 23:50:00","Foreign bond investment","","","¥ 659.800 ","2"
"Japan","20140827 23:50:00","Foreign investment in Japan stocks","","","¥ 87.700 ","2"
