"country","date","name","actual","consensus","previous","volatility"
"China","20111001 01:00:00","Manufacturing PMI","51.2","","50.9","2"
"Australia","20111002 22:30:00","AiG Performance of Mfg Index","42.3","","43.3","2"
"Japan","20111002 23:50:00","Tankan Non - Manufacturing Index","1","3","-5","2"
"Japan","20111002 23:50:00","Tankan Non - Manufacturing Outlook","1","2","-2","2"
"Japan","20111002 23:50:00","Tankan Large Manufacturing Outlook","4","3","2","2"
"Japan","20111002 23:50:00","Tankan Large Manufacturing Index","2","2","-9","2"
"Japan","20111002 23:50:00","Tankan Large All Industry Capex","3.0%","4.3%","4.2%","2"
"Australia","20111003 00:00:00","Labour Day","","","","0"
"New Zealand","20111003 00:00:00","ANZ Commodity Price","-1.3%","","-1.4%","1"
"Germany","20111003 00:00:00","Day of German Unity","","","","0"
"European Monetary Union","20111003 00:00:00","EcoFin Meeting","","","","2"
"Japan","20111003 05:00:00","Vehicle Sales (YoY)","1.7%","","-25.5%","1"
"Switzerland","20111003 07:15:00","Real Retail Sales (YoY)","-1.9%","4.5%","2.9%","2"
"Switzerland","20111003 07:30:00","SVME - Purchasing Managers' Index","48.2","50.3","51.7","2"
"Germany","20111003 07:55:00","Purchasing Manager Index Manufacturing","50.3","50.0","50.0","2"
"European Monetary Union","20111003 08:00:00","Purchasing Manager Index Manufacturing","48.5","48.4","49.0","2"
"United Kingdom","20111003 08:30:00","Purchasing Manager Index Manufacturing","51.1","48.9","49.4","2"
"United States","20111003 14:00:00","ISM Prices Paid","","54.3","55.5","2"
"United States","20111003 14:00:00","ISM Manufacturing","","50.5","50.6","2"
"United States","20111003 14:00:00","Construction Spending (MoM)","","-0.2%","-1.3%","2"
"United States","20111003 21:00:00","Total Vehicle Sales","","12.30M","12.12M","1"
"United States","20111003 22:00:00","Fed's Lacker speech","","","","1"
"Japan","20111003 23:50:00","Monetary Base (YoY)","","16.3%","15.9%","1"
"United Kingdom","20111004 00:00:00","Halifax House Prices (3m/YoY)","","0.2%","-2.6%","1"
"United Kingdom","20111004 00:00:00","Halifax House Prices (MoM)","","-2.1%","-1.2%","1"
"Australia","20111004 00:30:00","Trade Balance","","2.14B","1.83B","2"
"Australia","20111004 00:30:00","Building Permits (YoY)","","-15.1%","-15.0%","1"
"Australia","20111004 00:30:00","Building Permits (MoM)","","1.1%","1.0%","1"
"Japan","20111004 01:30:00","Labor Cash Earnings (YoY)","","0.7%","-0.1%","2"
"Australia","20111004 03:30:00","RBA Interest Rate Decision","","4.75%","4.75%","3"
"Australia","20111004 05:30:00","RBA Commodity Index SDR (YoY)","","","25%","1"
"United Kingdom","20111004 08:30:00","PMI Construction","","51.7","52.6","1"
"European Monetary Union","20111004 09:00:00","Producer Price Index (YoY)","","5.8%","6.1%","3"
"European Monetary Union","20111004 09:00:00","Producer Price Index (MoM)","","-0.2%","0.5%","2"
"United States","20111004 14:00:00","Fed's Bernanke testifies","","","","3"
"United States","20111004 14:00:00","Factory Orders","","0.0%","2.4%","2"
"Australia","20111004 22:30:00","AiG Performance of Services Index","","","52.1","2"
"United Kingdom","20111004 23:01:00","BRC Retail Sales Monitor - All (YoY)","","","-0.6%","1"
"Australia","20111005 00:30:00","Retail Sales s.a. (MoM)","","0.3%","0.5%","2"
"Germany","20111005 07:55:00","Purchasing Manager Index Services","","50.7","51.1","2"
"United Kingdom","20111005 08:30:00","Purchasing Manager Index Services","","50.7","51.1","2"
"United Kingdom","20111005 08:30:00","Total Business Investment (QoQ)","","","-3.2%","1"
"United Kingdom","20111005 08:30:00","Total Business Investment (YoY)","","","2.7%","2"
"United Kingdom","20111005 08:30:00","Current Account","","£-10.400B","£-9.354B","2"
"United Kingdom","20111005 08:30:00","Gross Domestic Product (QoQ)","","0.2%","0.2%","2"
"United Kingdom","20111005 08:30:00","Gross Domestic Product (YoY)","","0.7%","0.7%","2"
"European Monetary Union","20111005 09:00:00","Retail Sales (YoY)","","-0.7%","-0.2%","2"
"European Monetary Union","20111005 09:00:00","Retail Sales (MoM)","","-0.2%","0.2%","2"
"United States","20111005 11:00:00","MBA Mortgage Applications","","","9.3%","1"
"United States","20111005 12:15:00","ADP Employment Change","","75K","91K","2"
"United States","20111005 14:00:00","ISM Non-Manufacturing","","52.7","53.3","2"
"United States","20111005 14:30:00","EIA Crude Oil Stocks change","","","1.9M","1"
"Switzerland","20111006 07:15:00","Consumer Price Index (YoY)","","0.3%","0.2%","2"
"Switzerland","20111006 07:15:00","Consumer Price Index (MoM)","","0.1%","-0.3%","2"
"United Kingdom","20111006 08:30:00","Index of Services (3M/3M)","","0.9%","0.5%","1"
"Germany","20111006 10:00:00","Factory Orders s.a. (MoM)","","0.1%","-2.8%","2"
"Germany","20111006 10:00:00","Factory Orders n.s.a. (YoY)","","4.7%","8.7%","2"
"United Kingdom","20111006 11:00:00","BoE Interest Rate Decision","","0.5%","0.5%","3"
"European Monetary Union","20111006 11:45:00","ECB Interest Rate Decision","","1.5%","1.5%","3"
"European Monetary Union","20111006 12:30:00","ECB Trichet's Speech","","","","3"
"United States","20111006 12:30:00","Initial Jobless Claims","","411K","391K","1"
"Canada","20111006 12:30:00","Building Permits (MoM)","","0.6%","6.3%","1"
"United States","20111006 12:30:00","Continuing Jobless Claims","","3.725M","3.729M","1"
"Canada","20111006 14:00:00","Ivey Purchasing Managers Index","","55.0","57.6","2"
"Australia","20111006 22:30:00","AiG Performance of Construction Index","","","32.1","2"
"Japan","20111007 04:00:00","BoJ Interest Rate Decision","","0.1%","0.1%","3"
"Japan","20111007 05:00:00","Leading Economic Index","","103.8","104.6","2"
"Japan","20111007 05:00:00","Coincident Index","","107.4","107.1","1"
"Switzerland","20111007 05:45:00","Unemployment Rate n.s.a (MoM)","","2.8%","2.8%","2"
"United Kingdom","20111007 08:30:00","Producer Price Index - Output (MoM) n.s.a","","0.3%","0.1%","1"
"United Kingdom","20111007 08:30:00","Producer Price Index - Output (YoY) n.s.a","","6.2%","6.1%","2"
"United Kingdom","20111007 08:30:00","Producer Price Index - Input (MoM) n.s.a","","1.4%","-1.9%","1"
"United Kingdom","20111007 08:30:00","Producer Price Index - Input (YoY) n.s.a","","17.1%","16.2%","1"
"Germany","20111007 10:00:00","Industrial Production s.a. w.d.a. (YoY)","","6.4%","10.1%","2"
"Germany","20111007 10:00:00","Industrial Production s.a. (MoM)","","-0.9%","4.0%","2"
"Canada","20111007 11:00:00","Unemployment Rate","","7.3%","7.3%","3"
"Canada","20111007 11:00:00","Net Change in Employment","","19.6K","-5.5K","3"
"United States","20111007 12:30:00","Nonfarm Payrolls","","73K","0","3"
"United States","20111007 12:30:00","Unemployment Rate","","9.1%","9.1%","3"
"United States","20111007 12:30:00","Average Weekly Hours","","34.2","34.2","1"
"United States","20111007 12:30:00","Average Hourly Earnings (MoM)","","0.2%","-0.1%","2"
"United States","20111007 12:30:00","Average Hourly Earnings (YoY)","","1.9%","1.9%","2"
"United States","20111007 14:00:00","Wholesale Inventories","","0.6%","0.8%","1"
"United States","20111007 14:45:00","Fed's Lockhart speech","","","","1"
"United States","20111007 19:00:00","Consumer Credit Change","","$8.00B","$11.97B","2"
"Japan","20111010 00:00:00","Health-Sports Day","","","","0"
"Canada","20111010 00:00:00","Thanksgiving Day","","","","0"
"United States","20111010 00:00:00","Columbus Day","","","","0"
"Australia","20111010 00:30:00","ANZ Job Advertisements","","","-0.6%","1"
"Japan","20111010 05:00:00","Eco Watchers Survey: Outlook","","","47.1","2"
"Japan","20111010 05:00:00","Eco Watchers Survey: Current","","","47.3","2"
"Germany","20111010 06:00:00","Trade Balance s.a.","","","€10.1B","2"
"Japan","20111010 06:00:00","Prelim Machine Tool Orders (YoY)","","","34.8%","1"
"European Monetary Union","20111010 08:30:00","Sentix Investor Confidence","","","-15.4","1"
"New Zealand","20111010 21:45:00","Food Price Index (MoM)","","","1.3%","1"
"Australia","20111010 23:30:00","Westpac Consumer Confidence","","","8.1%","2"
"United Kingdom","20111011 08:30:00","Manufacturing Production (MoM)","","","0.1%","2"
"United Kingdom","20111011 08:30:00","Manufacturing Production (YoY)","","","1.9%","2"
"United Kingdom","20111011 08:30:00","Trade Balance; non-EU","","","£-5.505B","2"
"United Kingdom","20111011 08:30:00","Goods Trade Balance","","","£-8.922B","2"
"United Kingdom","20111011 08:30:00","Industrial Production (MoM)","","","-0.2%","2"
"United Kingdom","20111011 08:30:00","Industrial Production (YoY)","","","-0.7%","2"
"Canada","20111011 12:15:00","Housing Starts s.a (YoY)","","","185K","2"
"United States","20111011 14:00:00","IBD/TIPP Economic Optimism (MoM)","","","39.9","1"
"United States","20111011 18:00:00","FOMC Minutes","","","","3"
"United Kingdom","20111012 07:30:00","ILO Unemployment Rate (3M)","","","7.9%","2"
"United Kingdom","20111012 08:30:00","Claimant Count Rate","","","4.9%","2"
"United Kingdom","20111012 08:30:00","Average Earnings including Bonus (3Mo/Yr)","","","2.8%","1"
"United Kingdom","20111012 08:30:00","Average Earnings excluding Bonus (3Mo/Yr)","","","2.1%","1"
"United States","20111012 11:00:00","MBA Mortgage Applications","","","","1"
"Canada","20111012 12:30:00","New Housing Price Index (MoM)","","","0.1%","1"
"United States","20111012 14:30:00","EIA Crude Oil Stocks change","","","","1"
"Australia","20111013 00:30:00","Unemployment Rate s.a.","","","5.3%","3"
"Australia","20111013 00:30:00","Employment Change s.a.","","","-9.7","2"
"Germany","20111013 06:00:00","Consumer Price Index (YoY)","","","2.4%","2"
"Germany","20111013 06:00:00","Consumer Price Index (MoM)","","","0%","2"
"Switzerland","20111013 07:15:00","Producer and Import Prices (YoY)","","","-1.9%","1"
"Switzerland","20111013 07:15:00","Producer and Import Prices (MoM)","","","-1.2%","1"
"United States","20111013 12:30:00","Trade Balance","","","$-44.8B","2"
"Canada","20111013 12:30:00","International Merchandise Trade","","","$-0.75B","2"
"Japan","20111013 23:50:00","Domestic Corporate Goods Price Index (YoY)","","","2.6%","1"
"Japan","20111013 23:50:00","Domestic Corporate Goods Price Index (MoM)","","","-0.2%","1"
"Canada","20111014 12:30:00","Manufacturing Shipments (MoM)","","","2.7%","1"
"United States","20111014 12:30:00","Retail Sales (MoM)","","","0%","2"
"United States","20111014 12:30:00","Import Price Index (YoY)","","","13%","1"
"United States","20111014 12:30:00","Export Price Index (MoM)","","","0.1%","1"
"United States","20111014 12:30:00","Import Price Index (MoM)","","","-0.4%","1"
"United States","20111014 13:55:00","Reuters/Michigan Consumer Sentiment Index","","","59.4","2"
"United States","20111014 14:00:00","Business Inventories","","","0.4%","1"
"Japan","20111017 04:30:00","Industrial Production (YoY)","","","-3%","2"
"Japan","20111017 04:30:00","Industrial Production (MoM)","","","0.4%","2"
"Japan","20111017 04:30:00","Capacity Utilization","","","0.6%","1"
"United States","20111017 12:30:00","NY Empire State Manufacturing Index","","","-8.82","0"
"Canada","20111017 12:30:00","Foreign investment in Canadian securities","","","$11.78B","1"
