"country","date","name","actual","consensus","previous","volatility"
"Germany","20150626 06:00:00","Import Price Index (YoY)","","","","1"
"Germany","20150626 06:00:00","Import Price Index (MoM)","","","","1"
"France","20150626 06:45:00","Consumer Confidence","","","","1"
"Italy","20150626 08:00:00","Consumer Confidence","","","","1"
"Italy","20150626 08:00:00","Business Confidence","","","","1"
"European Monetary Union","20150626 08:00:00","M3 Money Supply (YoY)","","","","1"
"European Monetary Union","20150626 08:00:00","M3 Money Supply (3m)","","","","1"
"European Monetary Union","20150626 08:00:00","Private loans (YoY)","","","","1"
"European Monetary Union","20150626 09:00:00","EU Extraordinary Economic Summit","","","","3"
" USD"","20150626 11:00:00",""FX Reserves","","","","India"
"India","20150626 11:30:00","Bank Loan Growth","","","","1"
"United States","20150626 14:00:00","Reuters/Michigan Consumer Sentiment Index","","","","1"
"United Kingdom","20150626 14:15:00","BOE's Governor Carney speech","","","","3"
"European Monetary Union","20150626 14:15:00","BOE's Governor Carney speech","","","","2"
"United States","20150626 16:45:00","Fed's George Speech","","","","1"
