"country","date","name","actual","consensus","previous","volatility"
"Russia","20120510 00:00:00","Budget Fulfilment","","","","1"
"Russia","20120510 00:00:00","Central Bank Reserves $","","","$ 523.300 ","1"
"China","20120510 00:00:00","Trade Balance",""," 9.800 "," 5.347 ","2"
"Germany","20120510 00:00:00","Wholesale Price Index (MoM)","","","0.900  %","1"
"Germany","20120510 00:00:00","Wholesale Price Index (YoY)","","","2.200  %","1"
"Korea, Republic of","20120510 01:00:00","BoK Interest Rate Decision","","","3.250  %","1"
"Australia","20120510 01:30:00","Unemployment Rate s.a.","","5.300  %","5.200  %","3"
"Australia","20120510 01:30:00","Employment Change s.a.",""," -5.500 "," 44.000 ","3"
"Japan","20120510 05:00:00","Eco Watchers Survey: Current",""," 52.500 "," 51.800 ","2"
"Japan","20120510 05:00:00","Eco Watchers Survey: Outlook","",""," 49.700 ","2"
"Finland","20120510 06:00:00","Industry Output (MoM)","","","1.400  %","1"
"France","20120510 06:45:00","Budget","","","€ -24.229 ","1"
"France","20120510 06:45:00","Industrial Output (MoM)","","","0.300  %","1"
"Czech Republic","20120510 07:00:00","Consumer Price Index (MoM)","","","0.200  %","1"
"Denmark","20120510 07:00:00","Consumer Price Index (YoY)","","","2.700  %","1"
"Czech Republic","20120510 07:00:00","Consumer Price Index (YoY)","","","3.800  %","1"
"Slovakia","20120510 07:00:00","Industrial Output (YoY)","","","8.400  %","1"
"Czech Republic","20120510 07:00:00","Industrial Production (YoY)","","","4.700  %","1"
"Denmark","20120510 07:00:00","Inflation (HICP) (YoY)","","","2.700  %","1"
"Czech Republic","20120510 07:00:00","Unemployment Rate","","","8.900  %","1"
"Sweden","20120510 07:30:00","Consumer Price Index (MoM)","","","0.300  %","1"
"Sweden","20120510 07:30:00","Consumer Price Index (YoY)","","","1.500  %","1"
"Netherlands, The","20120510 07:30:00","Consumer Price Index n.s.a (YoY)","","","2.500  %","1"
"Sweden","20120510 07:30:00","Industrial Production (MoM)","","","-5.200  %","1"
"Sweden","20120510 07:30:00","Industrial Production (YoY)","","","-7.100  %","1"
"Sweden","20120510 07:30:00","New Orders Manufacturing (YoY)","","","-8.300  %","1"
"Norway","20120510 08:00:00","Consumer Price Index (MoM)","","","-0.100  %","1"
"Norway","20120510 08:00:00","Consumer Price Index (YoY)","","","0.500  %","1"
"Norway","20120510 08:00:00","Core Inflation ","","","1.500  %","1"
"Norway","20120510 08:00:00","Core Inflation (MoM)","","","0.400  %","1"
"European Monetary Union","20120510 08:00:00","ECB Monthly Report","","","","3"
"Italy","20120510 08:00:00","Industrial Output s.a. (MoM)","","","-0.700  %","1"
"Italy","20120510 08:00:00","Industrial Output w.d.a (YoY)","","","-6.800  %","1"
"Norway","20120510 08:00:00","Producer Price Index (YoY)","","","6.600  %","1"
"United Kingdom","20120510 08:30:00","Industrial Production (MoM)","","-0.300  %","0.400  %","1"
"United Kingdom","20120510 08:30:00","Industrial Production (YoY)","","-2.600  %","-2.300  %","2"
"United Kingdom","20120510 08:30:00","Manufacturing Production (MoM)","","0.500  %","-1.000  %","1"
"United Kingdom","20120510 08:30:00","Manufacturing Production (YoY)","","-1.300  %","-1.400  %","2"
"United Kingdom","20120510 08:30:00","Trade Balance; non-EU","","","£ -5.017 ","1"
"United Kingdom","20120510 08:30:00","Goods Trade Balance","","","£ -8.772 ","2"
"Greece","20120510 09:00:00","Industrial Production (YoY)","","","-8.300  %","1"
"Greece","20120510 09:00:00","Unemployment Rate (MoM)","","","21.800  %","1"
"South Africa","20120510 09:30:00","Reuters Econometer","",""," 266.840 ","1"
"Portugal","20120510 10:00:00","Global Trade Balance","","","€ -2.884 ","1"
"United Kingdom","20120510 11:00:00","BoE Interest Rate Decision","","0.500  %","0.500  %","3"
"United Kingdom","20120510 11:00:00","BoE Asset Purchase Facility","","£ 325.000 ","£ 325.000 ","3"
"South Africa","20120510 11:00:00","Manufacturing Production Index (YoY)","","","4.100  %","1"
"Norway","20120510 12:00:00","Norges Bank Interest Rate Decision","","","1.500  %","1"
"United States","20120510 12:30:00","Initial Jobless Claims",""," 369.000 "," 365.000 ","1"
"United States","20120510 12:30:00","Continuing Jobless Claims",""," 3.278 "," 3.276 ","1"
"Canada","20120510 12:30:00","International Merchandise Trade","","$ 0.500 ","$ 0.290 ","1"
"Canada","20120510 12:30:00","New Housing Price Index (MoM)","","0.200  %","0.300  %","1"
"United States","20120510 12:30:00","Trade Balance","","$ -50.000 ","$ -46.030 ","2"
"United States","20120510 12:30:00","Import Price Index (MoM)","","-0.200  %","1.300  %","1"
"United States","20120510 12:30:00","Import Price Index (YoY)","","0.800  %","3.400  %","1"
"United States","20120510 13:30:00","Fed's Bernanke Speech","","","","1"
"United Kingdom","20120510 14:00:00","NIESR GDP Estimate (3M)","","","0.100  %","2"
"United States","20120510 17:00:00","Fed Minneapolis's Narayana Kocherlakota speech ","","","","1"
"United States","20120510 18:00:00","Monthly Budget Statement",""," 30.000 "," -198.160 ","2"
"United States","20120510 20:00:00","Fed Minneapolis's Narayana Kocherlakota speech ","","","","1"
"New Zealand","20120510 22:45:00","Electronic Card Retail Sales  (MoM)",""," 0.600 "," 0.300 ","2"
"New Zealand","20120510 22:45:00","Electronic Card Retail Sales (YoY)","","2.900  %","5.000  %","2"
"New Zealand","20120510 22:45:00","Food Price Index (MoM)","","","-1.000  %","1"
"Japan","20120510 23:50:00","Money Supply M2+CD (YoY)","","2.900  %","3.000  %","1"
