"country","date","name","actual","consensus","previous","volatility"
"Australia","20180131 00:00:00","HIA New Home Sales (MoM)","","","","2"
"United Kingdom","20180131 00:01:00","BRC Shop Price Index (YoY)","","","","1"
"United Kingdom","20180131 00:01:00","Gfk Consumer Confidence","","","","2"
"Australia","20180131 00:30:00","Private Sector Credit (YoY)","","","","1"
"Australia","20180131 00:30:00","Private Sector Credit (MoM)","","","","1"
"Australia","20180131 00:30:00","RBA trimmed mean CPI (QoQ)","","","","3"
"Australia","20180131 00:30:00","Consumer Price Index (YoY)","","","","3"
"Australia","20180131 00:30:00","RBA trimmed mean CPI (YoY)","","","","3"
"Australia","20180131 00:30:00","Consumer Price Index (QoQ)","","","","3"
"China","20180131 01:00:00","Non-manufacturing PMI","","","","2"
"China","20180131 01:00:00","NBS Manufacturing PMI","","","","2"
"United States","20180131 02:00:00","President Trump Speech","","","","3"
"Japan","20180131 05:00:00","Construction Orders (YoY)","","","","1"
"Japan","20180131 05:00:00","Housing Starts (YoY)","","","","1"
"Japan","20180131 05:00:00","Annualized Housing Starts","","","","1"
"Japan","20180131 05:00:00","Consumer Confidence Index","","","","1"
"Germany","20180131 07:00:00","Retail Sales (YoY)","","","","2"
"Germany","20180131 07:00:00","Retail Sales (MoM)","","","","2"
"Switzerland","20180131 07:00:00","UBS Consumption Indicator","","","","2"
"France","20180131 07:45:00","Producer Prices (MoM)","","","","1"
"France","20180131 07:45:00","Consumer Price Index (EU norm) (YoY)","","","","2"
"Spain","20180131 08:00:00","HICP (YoY)","","","","1"
"Germany","20180131 09:00:00","Unemployment Change","","","","2"
"Germany","20180131 09:00:00","Unemployment Rate s.a.","","","","2"
"Italy","20180131 09:00:00","Unemployment","","","","2"
"Spain","20180131 09:00:00","Current Account Balance","","","","1"
"Switzerland","20180131 09:00:00","ZEW Survey - Expectations","","","","2"
"European Monetary Union","20180131 09:50:00","ECB Cœuré Speech","","","","2"
"Spain","20180131 10:00:00","10-y Obligaciones Auction","","","","1"
"Greece","20180131 10:00:00","Retail Sales (YoY)","","","","1"
" INR"","20180131 10:00:00",""Federal Fiscal Deficit","","","","India"
"European Monetary Union","20180131 10:00:00","Unemployment Rate","","","","2"
"European Monetary Union","20180131 10:00:00","Consumer Price Index - Core (YoY)","","","","3"
"European Monetary Union","20180131 10:00:00","Consumer Price Index (YoY)","","","","3"
"Brazil","20180131 11:00:00","Unemployment Rate","","","","1"
"India","20180131 11:30:00","M3 Money Supply","","","","1"
"India","20180131 11:30:00","Infrastructure Output (YoY)","","","","1"
"United States","20180131 12:00:00","MBA Mortgage Applications","","","","1"
"Brazil","20180131 12:30:00","Primary Budget Surplus","","","","1"
"Brazil","20180131 12:30:00","Nominal Budget Balance","","","","1"
"United States","20180131 13:15:00","ADP Employment Change","","","","2"
"United States","20180131 13:30:00","Employment cost index","","","","1"
"Canada","20180131 13:30:00","Industrial Product Price (MoM)","","","","1"
"Canada","20180131 13:30:00","Raw Material Price Index","","","","1"
"Canada","20180131 13:30:00","Gross Domestic Product (MoM)","","","","2"
"United States","20180131 14:45:00","Chicago Purchasing Managers' Index","","","","2"
"United States","20180131 15:00:00","Pending Home Sales (YoY)","","","","2"
"United States","20180131 15:00:00","Pending Home Sales (MoM)","","","","2"
"United States","20180131 15:30:00","EIA Crude Oil Stocks change","","","","1"
"United States","20180131 19:00:00","Fed's Monetary Policy Statement","","","","3"
"United States","20180131 19:00:00","Fed Interest Rate Decision","","","","3"
"Australia","20180131 22:30:00","AiG Performance of Mfg Index","","","","2"
"Japan","20180131 23:50:00","Foreign investment in Japan stocks","","","","2"
"Japan","20180131 23:50:00","Foreign bond investment","","","","2"
