"country","date","name","actual","consensus","previous","volatility"
"Australia","20180201 00:00:00","HIA New Home Sales (MoM)","","","","2"
"Japan","20180201 00:30:00","Nikkei Manufacturing PMI","","","","1"
"Australia","20180201 00:30:00","Export Price Index (QoQ)","","","","1"
"Australia","20180201 00:30:00","Import Price Index (QoQ)","","","","1"
"Australia","20180201 00:30:00","Building Permits (MoM)","","","","1"
"Australia","20180201 00:30:00","Building Permits (YoY)","","","","1"
"China","20180201 01:45:00","Caixin Manufacturing PMI","","","","2"
"Australia","20180201 05:30:00","RBA Commodity Index SDR (YoY)","","","","1"
"Russia","20180201 06:00:00","HSBC Manufacturing PMI	","","","","1"
"Switzerland","20180201 06:45:00","SECO Consumer Climate (3m)","","","","2"
"United Kingdom","20180201 07:00:00","Nationwide Housing Prices s.a (MoM)","","","","1"
"United Kingdom","20180201 07:00:00","Nationwide Housing Prices n.s.a (YoY)","","","","1"
"Spain","20180201 08:15:00","Markit Manufacturing PMI","","","","1"
"Switzerland","20180201 08:15:00","Real Retail Sales (YoY)","","","","2"
"Switzerland","20180201 08:30:00","SVME - Purchasing Managers' Index","","","","1"
"Italy","20180201 08:45:00","Markit Manufacturing PMI","","","","1"
"France","20180201 08:50:00","Markit Manufacturing PMI","","","","1"
"Germany","20180201 08:55:00","Markit Manufacturing PMI","","","","2"
"Greece","20180201 09:00:00","Markit Manufacturing PMI","","","","1"
"European Monetary Union","20180201 09:00:00","Markit Manufacturing PMI","","","","2"
"United Kingdom","20180201 09:30:00","Markit Manufacturing PMI","","","","2"
"Spain","20180201 10:00:00","10-y Obligaciones Auction","","","","1"
"Spain","20180201 10:00:00","3-y Bond Auction","","","","1"
"Spain","20180201 10:00:00","5-y Bond Auction","","","","1"
" INR"","20180201 10:00:00",""Federal Fiscal Deficit","","","","India"
"France","20180201 10:00:00","10-y Bond Auction","","","","1"
"Brazil","20180201 11:00:00","Industrial Output (YoY)","","","","1"
"Brazil","20180201 11:00:00","Industrial Output (MoM)","","","","1"
"Brazil","20180201 12:00:00","HSBC PMI Manufacturing","","","","1"
"United States","20180201 12:30:00","Challenger Job Cuts (YoY)","","","","1"
"Russia","20180201 13:00:00","Central Bank Reserves $","","","","1"
"United States","20180201 13:30:00","Continuing Jobless Claims","","","","2"
"United States","20180201 13:30:00","Initial Jobless Claims","","","","2"
"United States","20180201 13:30:00","Nonfarm Productivity","","","","2"
"United States","20180201 13:30:00","Unit Labor Costs","","","","2"
"Canada","20180201 14:30:00","Markit Manufacturing PMI","","","","2"
"United States","20180201 14:45:00","Markit Manufacturing PMI","","","","2"
"United States","20180201 15:00:00","ISM Manufacturing PMI","","","","3"
"United States","20180201 15:00:00","ISM Prices Paid","","","","3"
"United States","20180201 15:00:00","Construction Spending (MoM)","","","","2"
"United States","20180201 15:30:00","EIA Natural Gas Storage change","","","","1"
"United States","20180201 20:30:00","Total Vehicle Sales","","","","1"
"New Zealand","20180201 21:45:00","Building Permits s.a. (MoM)","","","","2"
"New Zealand","20180201 21:45:00","Visitor Arrivals (YoY)","","","","1"
"Japan","20180201 23:50:00","Monetary Base (YoY)","","","","1"
