"country","date","name","actual","consensus","previous","volatility"
"Japan","20140219 04:30:00","All Industry Activity Index (MoM)","","","0.300  %","2"
"Japan","20140219 05:00:00","BoJ Monthly Economic Survey","","","","2"
"Japan","20140219 05:00:00","Leading Economic Index","",""," 111.000 ","2"
"Japan","20140219 05:00:00","Coincident Index","",""," 110.700 ","2"
"United Kingdom","20140219 09:30:00","Bank of England Minutes","","","","2"
"European Monetary Union","20140219 09:30:00","Bank of England Minutes","","","","2"
"United Kingdom","20140219 09:30:00","BOE MPC Vote Cut",""," 0.000 "," 0.000 ","2"
"European Monetary Union","20140219 09:30:00","BOE MPC Vote Cut",""," 0.000 "," 0.000 ","2"
"United Kingdom","20140219 09:30:00","BOE MPC Vote Hike",""," 0.000 "," 0.000 ","2"
"European Monetary Union","20140219 09:30:00","BOE MPC Vote Hike",""," 0.000 "," 0.000 ","2"
"United Kingdom","20140219 09:30:00","BOE MPC Vote Unchanged",""," 9.000 "," 9.000 ","2"
"European Monetary Union","20140219 09:30:00","BOE MPC Vote Unchanged",""," 9.000 "," 9.000 ","2"
"United Kingdom","20140219 09:30:00","Claimant Count Change",""," -20.000 "," -24.000 ","2"
"United Kingdom","20140219 09:30:00","Average Earnings excluding Bonus (3Mo/Yr)","","0.900  %","0.900  %","2"
"United Kingdom","20140219 09:30:00","Average Earnings including Bonus (3Mo/Yr)","","1.000  %","0.900  %","2"
"United Kingdom","20140219 09:30:00","Claimant Count Rate","","","3.700  %","2"
"United Kingdom","20140219 09:30:00","ILO Unemployment Rate (3M)","","7.100  %","7.100  %","2"
"European Monetary Union","20140219 09:30:00","ILO Unemployment Rate (3M)","","7.100  %","7.100  %","2"
"Switzerland","20140219 10:00:00","ZEW Survey - Expectations",""," 40.000 "," 36.400 ","2"
"Germany","20140219 11:00:00","10-y Bond Auction","","","1.770  %","2"
"Poland","20140219 13:00:00","Industrial Output (YoY)","","","6.600  %","1"
"Poland","20140219 13:00:00","Producer Price Index (YoY)","","","-0.900  %","1"
"United States","20140219 13:30:00","Building Permits (MoM)",""," 0.980 "," 0.986 ","2"
"United States","20140219 13:30:00","Housing Starts (MoM)",""," 0.950 "," 0.999 ","2"
"United States","20140219 13:30:00","Producer Price Index (MoM)","","0.100  %","0.400  %","1"
"United States","20140219 13:30:00","Producer Price Index (YoY)","","1.200  %","1.200  %","1"
"United States","20140219 13:30:00","Producer Price Index ex Food & Energy (MoM)","","0.100  %","0.300  %","1"
"United States","20140219 13:30:00","Producer Price Index ex Food & Energy (YoY)","","1.400  %","1.400  %","1"
"Canada","20140219 13:30:00","Wholesale Sales (MoM)","","","0.000  %","1"
"United States","20140219 13:55:00","Redbook index (MoM)","","","-1.400  %","1"
"United States","20140219 13:55:00","Redbook index (YoY)","","","2.800  %","1"
"United States","20140219 16:30:00","4-Week Bill Auction","","","0.030  %","1"
"United States","20140219 17:15:00","Fed's Lockhart speech","","","","1"
"United States","20140219 18:00:00","Fed's Bullard speech","","","","1"
"United States","20140219 19:00:00","FOMC Minutes","","","","3"
"Argentina","20140219 19:00:00","Unemployment Rate (QoQ)","",""," 6.800 ","1"
"Argentina","20140219 21:00:00","Primary Budget Balance (MoM)","",""," 412.500 ","1"
"New Zealand","20140219 21:45:00","Producer Price Index - Output (QoQ)","","1.400  %","2.400  %","1"
"New Zealand","20140219 21:45:00","Producer Price Index - Input (QoQ)","","0.900  %","2.200  %","1"
"Japan","20140219 23:50:00","Foreign investment in Japan stocks","","","¥ -76.400 ","1"
"Japan","20140219 23:50:00","Foreign bond investment","","","¥ -617.200 ","1"
"Japan","20140219 23:50:00","Merchandise Trade Balance Total","","¥ -2,489.000 ","¥ -1,302.100 ","2"
"Japan","20140219 23:50:00","Adjusted Merchandise Trade Balance","","","¥ -1,148.600 ","1"
"Japan","20140219 23:50:00","Exports (YoY)","","12.600  %","15.300  %","1"
"Japan","20140219 23:50:00","Imports (YoY)","","21.800  %","24.700  %","1"
