"country","date","name","actual","consensus","previous","volatility"
"New Zealand","20160930 00:00:00","ANZ Business Confidence","","","","1"
"New Zealand","20160930 00:00:00","ANZ Activity Outlook","","","","1"
"Japan","20160930 00:00:00","Bank of Japan Governor Kuroda Speech","","","","2"
"Russia","20160930 00:00:00","Gross Domestic Product Monthly (YoY)","","","","1"
"Australia","20160930 01:00:00","HIA New Home Sales (MoM)","","","","2"
"Australia","20160930 01:30:00","Private Sector Credit (YoY)","","","","1"
"Australia","20160930 01:30:00","Private Sector Credit (MoM)","","","","1"
"China","20160930 01:45:00","MNI Business Sentiment Indicator","","","","1"
"China","20160930 01:45:00","Caixin Manufacturing PMI","","","","2"
"New Zealand","20160930 02:00:00","M3 Money Supply (YoY)","","","","1"
"Japan","20160930 04:00:00","Vehicle Production (YoY)","","","","1"
"Japan","20160930 05:00:00","Annualized Housing Starts","","","","1"
"Japan","20160930 05:00:00","Housing Starts (YoY)","","","","1"
"Japan","20160930 05:00:00","Construction Orders (YoY)","","","","1"
"Germany","20160930 06:00:00","Retail Sales (YoY)","","","","1"
"Germany","20160930 06:00:00","Retail Sales (MoM)","","","","1"
"United Kingdom","20160930 06:00:00","Nationwide Housing Prices s.a (MoM)","","","","1"
"United Kingdom","20160930 06:00:00","Nationwide Housing Prices n.s.a (YoY)","","","","1"
"France","20160930 06:45:00","Producer Prices (MoM)","","","","1"
"France","20160930 06:45:00","Consumer Spending (MoM)","","","","1"
"France","20160930 06:45:00","Consumer Price Index (EU norm) final (YoY)","","","","2"
"Spain","20160930 07:00:00","Current Account Balance","","","","1"
"Switzerland","20160930 07:00:00","KOF Leading Indicator","","","","2"
"Italy","20160930 08:00:00","Unemployment","","","","2"
"United Kingdom","20160930 08:30:00","Gross Domestic Product (YoY)","","","","2"
"United Kingdom","20160930 08:30:00","Gross Domestic Product (QoQ)","","","","2"
"United Kingdom","20160930 08:30:00","Total Business Investment (YoY)","","","","1"
"United Kingdom","20160930 08:30:00","Total Business Investment (QoQ)","","","","1"
"United Kingdom","20160930 08:30:00","Index of Services (3M/3M)","","","","1"
"United Kingdom","20160930 08:30:00","Current Account","","","","1"
"Italy","20160930 09:00:00","Consumer Price Index (YoY)","","","","1"
"Italy","20160930 09:00:00","Consumer Price Index (EU Norm) (YoY)","","","","1"
"Italy","20160930 09:00:00","Consumer Price Index (MoM)","","","","1"
"Italy","20160930 09:00:00","Consumer Price Index (EU Norm) (MoM)","","","","1"
"Greece","20160930 09:00:00","Retail Sales (YoY)","","","","1"
"Greece","20160930 09:00:00","Producer Price Index (YoY)","","","","1"
"European Monetary Union","20160930 09:00:00","Unemployment Rate","","","","2"
"European Monetary Union","20160930 09:00:00","Consumer Price Index (YoY)","","","","3"
"European Monetary Union","20160930 09:00:00","Consumer Price Index - Core (YoY)","","","","3"
"Italy","20160930 10:00:00","Producer Price Index (MoM)","","","","1"
"Italy","20160930 10:00:00","Producer Price Index (YoY)","","","","1"
"India","20160930 10:30:00","Infrastructure Output (YoY)","","","","1"
" INR"","20160930 10:30:00",""Federal Fiscal Deficit","","","","India"
"India","20160930 11:30:00","Bank Loan Growth","","","","1"
" USD"","20160930 11:30:00",""FX Reserves","","","","India"
"Brazil","20160930 12:00:00","Unemployment Rate","","","","1"
"United States","20160930 12:30:00","Personal Consumption Expenditures - Price Index (MoM)","","","","2"
"United States","20160930 12:30:00","Core Personal Consumption Expenditure - Price Index (YoY)","","","","2"
"United States","20160930 12:30:00","Personal Spending","","","","2"
"United States","20160930 12:30:00","Core Personal Consumption Expenditure - Price Index (MoM)","","","","2"
"United States","20160930 12:30:00","Personal Income (MoM)","","","","2"
"United States","20160930 12:30:00","Personal Consumption Expenditures - Price Index (YoY)","","","","2"
"Canada","20160930 12:30:00","Raw Material Price Index","","","","1"
"Canada","20160930 12:30:00","Industrial Product Price (MoM)","","","","1"
"Canada","20160930 12:30:00","Gross Domestic Product (MoM)","","","","2"
"Brazil","20160930 13:30:00","Nominal Budget Balance","","","","1"
"Brazil","20160930 13:30:00","Primary Budget Surplus","","","","1"
"United States","20160930 13:45:00","Chicago Purchasing Managers' Index","","","","2"
"United States","20160930 14:00:00","Reuters/Michigan Consumer Sentiment Index","","","","1"
"United States","20160930 17:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20160930 19:30:00","CFTC Gold NC net positions","","","","1"
"United States","20160930 19:30:00","CFTC USD NC net positions","","","","1"
"United States","20160930 19:30:00","CFTC Oil NC net positions","","","","1"
" pesos"","20160930 19:30:00",""Fiscal Balance","","","","Mexico"
"United Kingdom","20160930 19:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20160930 19:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20160930 19:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20160930 19:30:00","CFTC AUD NC net positions","","","","1"
