"country","date","name","actual","consensus","previous","volatility"
"China","20120909 01:30:00","Consumer Price Index (YoY)","","2.000  %","1.800  %","2"
"China","20120909 01:30:00","Consumer Price Index (MoM)",""," 0.500 "," 0.100 ","2"
"China","20120909 01:30:00","Producer Price Index (YoY)","","-3.300  %","-2.900  %","2"
"China","20120909 05:30:00","Industrial Production (YoY)","","9.100  %","9.200  %","2"
"China","20120909 05:30:00","Retail Sales (YoY)","","13.200  %","13.100  %","2"
"Korea, Republic of","20120909 21:00:00","Producer Price Index Growth","","","-0.500  %","1"
"Korea, Republic of","20120909 21:00:00","Producer Price Index Growth (YoY)","","","-0.100  %","1"
"Japan","20120909 23:50:00","Bank lending (YoY)","","","0.700  %","1"
"Japan","20120909 23:50:00","Gross Domestic Product (QoQ)","","0.300  %","","2"
"Japan","20120909 23:50:00","Gross Domestic Product Annualized","","1.100  %","4.700  %","2"
"Japan","20120909 23:50:00","Gross Domestic Product Deflator (YoY)","","-1.100  %","-1.300  %","1"
"Japan","20120909 23:50:00","Trade Balance - BOP Basis","","","¥ 112.000 ","2"
"Japan","20120909 23:50:00","Current Account n.s.a.","","","¥ 433.300 ","1"
