"country","date","name","actual","consensus","previous","volatility"
"Colombia","20120521 n/a:00","Ascension Day","","","","0"
"Russia","20120521 00:00:00","Gross Domestic Product Monthly (YoY)","","","","1"
"Canada","20120521 n/a:00","Victoria Day","","","","0"
"Japan","20120521 04:30:00","All Industry Activity Index (MoM)","-0.300  %","0.000  %","-0.100  %","2"
"Japan","20120521 05:00:00","Leading Economic Index","",""," 96.000 ","2"
"Japan","20120521 05:00:00","Coincident Index","",""," 95.200 ","1"
"Switzerland","20120521 05:45:00","SECO Consumer Climate (3m)",""," -15.000 "," -19.000 ","2"
"European Monetary Union","20120521 09:00:00","Construction Output  s.a (MoM)","","","-7.100  %","1"
"European Monetary Union","20120521 09:00:00","Construction Output w.d.a (YoY)","","","-12.900  %","1"
"United States","20120521 09:15:00","Fed's Lockhart speech","","","","1"
"Slovakia","20120521 10:00:00","Unemployment Rate","","","13.690  %","1"
"Poland","20120521 12:00:00","Industrial Output (YoY)","","","0.700  %","1"
"Poland","20120521 12:00:00","Producer Price Index (YoY)","","","4.500  %","1"
"Argentina","20120521 21:00:00","Primary Budget Balance (MoM)","",""," 849.000 ","1"
