"country","date","name","actual","consensus","previous","volatility"
"China","20121008 02:30:00","HSBC China Services PMI","",""," 52.000 ","2"
"Switzerland","20121008 05:45:00","Unemployment Rate n.s.a (MoM)","","2.800  %","2.800  %","2"
"Germany","20121008 06:00:00","Trade Balance s.a.","","€ 15.300 ","€ 16.100 ","2"
"Switzerland","20121008 07:15:00","Consumer Price Index (MoM)","","0.300  %","0.000  %","2"
"Switzerland","20121008 07:15:00","Consumer Price Index (YoY)","","-0.400  %","-0.500  %","2"
"European Monetary Union","20121008 08:30:00","Sentix Investor Confidence",""," -20.800 "," -23.200 ","2"
"Germany","20121008 10:00:00","Industrial Production s.a. w.d.a. (YoY)","","-1.500  %","-1.400  %","2"
"Chile","20121008 12:30:00","Trade Balance","","","","1"
"Turkey","20121008 14:30:00","Treasury Cash Balance","",""," 12.550 ","1"
"New Zealand","20121008 21:00:00","NZIER Business Confidence (QoQ)","",""," -4.000 ","2"
"New Zealand","20121008 21:45:00","Electronic Card Retail Sales (YoY)","","5.400  %","7.100  %","2"
"New Zealand","20121008 21:45:00","Electronic Card Retail Sales  (MoM)","","0.100  %","3.000  %","1"
"United Kingdom","20121008 23:01:00","BRC Retail Sales Monitor - All (YoY)","","-0.350  %","-0.400  %","1"
"United Kingdom","20121008 23:01:00","RICS Housing Price Balance","","-20.000  %","-19.000  %","2"
"Japan","20121008 23:50:00","Current Account n.s.a.","","¥ 425.500 ","¥ 625.400 ","1"
"Japan","20121008 23:50:00","Trade Balance - BOP Basis","","¥ -628.600 ","¥ -373.600 ","2"
