"country","date","name","actual","consensus","previous","volatility"
"Brazil","20170907 00:00:00","Independence Day","","","","0"
"Australia","20170907 01:30:00","Retail Sales s.a. (MoM)","","","","2"
"Australia","20170907 01:30:00","Trade Balance","","","","2"
"Australia","20170907 01:30:00","Exports","","","","2"
"Australia","20170907 01:30:00","Imports","","","","2"
"China","20170907 02:00:00","Foreign Exchange Reserves (MoM)","","","","1"
"Japan","20170907 05:00:00","Coincident Index","","","","2"
"Japan","20170907 05:00:00","Leading Economic Index","","","","2"
"Germany","20170907 06:00:00","Industrial Production n.s.a. w.d.a. (YoY)","","","","1"
"Germany","20170907 06:00:00","Industrial Production s.a. (MoM)","","","","1"
" EUR"","20170907 06:45:00",""Imports","","","","France"
"France","20170907 06:45:00","Trade Balance EUR","","","","1"
" EUR"","20170907 06:45:00",""Exports","","","","France"
"France","20170907 06:45:00","Current Account","","","","1"
"Switzerland","20170907 07:00:00","Foreign Currency Reserves","","","","1"
"United Kingdom","20170907 07:30:00","Halifax House Prices (MoM)","","","","1"
"United Kingdom","20170907 07:30:00","Halifax House Prices (3m/YoY)","","","","1"
"Greece","20170907 09:00:00","Unemployment Rate (MoM)","","","","1"
"European Monetary Union","20170907 09:00:00","Gross Domestic Product s.a. (QoQ)","","","","3"
"European Monetary Union","20170907 09:00:00","Gross Domestic Product s.a. (YoY)","","","","3"
"France","20170907 09:00:00","10-y Bond Auction","","","","1"
"Spain","20170907 09:30:00","10-y Obligaciones Auction","","","","1"
"Spain","20170907 09:30:00","5-y Bond Auction","","","","1"
"European Monetary Union","20170907 11:45:00","ECB Deposit Rate Decision","","","","3"
"European Monetary Union","20170907 11:45:00","ECB Interest Rate Decision","","","","3"
"United States","20170907 12:30:00","Continuing Jobless Claims","","","","2"
"United States","20170907 12:30:00","Initial Jobless Claims","","","","2"
"United States","20170907 12:30:00","Unit Labor Costs","","","","2"
"United States","20170907 12:30:00","Nonfarm Productivity","","","","2"
"European Monetary Union","20170907 12:30:00","ECB Monetary policy statement and press conference","","","","3"
"Canada","20170907 12:30:00","Building Permits (MoM)","","","","1"
"Mexico","20170907 13:00:00","Core Inflation","","","","1"
"Mexico","20170907 13:00:00","Headline Inflation","","","","1"
"Mexico","20170907 13:00:00","12-Month Inflation","","","","1"
"Russia","20170907 13:00:00","Central Bank Reserves $","","","","1"
"United States","20170907 14:00:00","IBD/TIPP Economic Optimism (MoM)","","","","1"
"Canada","20170907 14:00:00","Ivey Purchasing Managers Index s.a","","","","2"
"Canada","20170907 14:00:00","Ivey Purchasing Managers Index","","","","2"
"United States","20170907 14:30:00","EIA Natural Gas Storage change","","","","1"
"United States","20170907 15:00:00","EIA Crude Oil Stocks change","","","","2"
"New Zealand","20170907 22:45:00","Manufacturing sales","","","","1"
"United States","20170907 23:00:00","Fed's William Dudley speech","","","","2"
"Japan","20170907 23:50:00","Bank lending (YoY)","","","","1"
"Japan","20170907 23:50:00","Gross Domestic Product Deflator (YoY)","","","","1"
"Japan","20170907 23:50:00","Gross Domestic Product Annualized","","","","1"
"Japan","20170907 23:50:00","Gross Domestic Product (QoQ)","","","","1"
"Japan","20170907 23:50:00","Current Account n.s.a.","","","","1"
