Date Time,,,,Event,,Survey,Actual,Prior,Revised
01/04/2010 10:00,US,1),,ISM Manufacturing,DEC,54.3,55.9,53.6,54.7
01/04/2010 10:00,US,2),,ISM Prices Paid,DEC,57.2,61.5,55,- -
01/04/2010 10:00,US,3),,Construction Spending MoM,NOV,-0.50%,-0.60%,0.00%,-1.10%
01/05/2010 10:00,US,4),,Factory Orders,NOV,0.50%,1.10%,0.60%,1.10%
01/05/2010 10:00,US,5),,Pending Home Sales MoM,NOV,-2.00%,-16.00%,3.70%,4.20%
01/05/2010 10:00,US,6),,Pending Home Sales YoY,NOV,31.00%,19.30%,28.60%,28.70%
01/05/2010 17:00,US,7),,ABC Consumer Confidence,3-Jan,- -,-41,-44,- -
01/05/2010,US,8),,Domestic Vehicle Sales,DEC,8.36M,8.63M,8.36M,- -
01/05/2010,US,9),,Total Vehicle Sales,DEC,11.00M,11.23M,10.92M,10.86M
01/06/2010 07:00,US,10),,MBA Mortgage Applications,1-Jan,0.10%,0.50%,-22.80%,-10.70%
01/06/2010 07:30,US,11),,Challenger Job Cuts YoY,DEC,- -,-72.90%,-72.30%,- -
01/06/2010 08:15,US,12),,ADP Employment Change,DEC,-75K,-84K,-169K,-124K
01/06/2010 10:00,US,13),,ISM Non-Manf. Composite,DEC,50.5,50.1,48.7,49.9
01/06/2010 14:00,US,14),,Minutes of FOMC Meeting,,,,,
01/07/2010 08:30,US,15),,Initial Jobless Claims,2-Jan,440K,434K,432K,454K
01/07/2010 08:30,US,16),,Continuing Claims,26-Dec,4962K,4802K,4981K,5151K
01/07/2010 10:30,US,17),,ICSC Chain Store Sales YoY,DEC,- -,2.80%,-0.30%,-0.20%
01/08/2010 08:30,US,18),,Change in Nonfarm Payrolls,DEC,0K,-85K,-11K,-55K
01/08/2010 08:30,US,19),,Unemployment Rate,DEC,10.00%,10.00%,10.00%,9.90%
01/08/2010 08:30,US,20),,Change in Manufact. Payrolls,DEC,-35K,-27K,-41K,-44K
01/08/2010 08:30,US,21),,Avg Hourly Earning MOM Prod,DEC,0.20%,0.20%,0.10%,0.20%
01/08/2010 08:30,US,22),,Avg Hourly Earning YOY Prod,DEC,2.10%,2.20%,2.20%,2.60%
01/08/2010 08:30,US,23),,Avg Weekly Hours Production,DEC,33.2,33.2,33.2,- -
01/08/2010 10:00,US,24),,Wholesale Inventories,NOV,-0.30%,1.50%,0.30%,1.00%
01/08/2010 15:00,US,25),,Consumer Credit,NOV,-$5.0B,-$17.5B,-$3.5B,-$7.7B
01/12/2010 07:30,US,26),,NFIB Small Business Optimism,DEC,- -,88,88.3,- -
01/12/2010 08:30,US,27),,Trade Balance,NOV,-$34.6B,-$36.4B,-$32.9B,-$32.3B
01/12/2010 10:00,US,28),,IBD/TIPP Economic Optimism,JAN,48.5,48.8,46.8,- -
01/12/2010 17:00,US,29),,ABC Consumer Confidence,10-Jan,- -,-47,-41,- -
01/13/2010 07:00,US,30),,MBA Mortgage Applications,8-Jan,- -,14.30%,0.50%,- -
01/13/2010 14:00,US,31),,Fed's Beige Book,,,,,
01/13/2010 14:00,US,32),,Monthly Budget Statement,DEC,-$92.0B,-$91.9B,-$51.8B,-$120.3B
01/14/2010 08:30,US,33),,Import Price Index (MoM),DEC,0.00%,0.00%,1.70%,1.50%
01/14/2010 08:30,US,34),,Import Price Index (YoY),DEC,8.60%,8.60%,3.70%,3.40%
01/14/2010 08:30,US,35),,Advance Retail Sales,DEC,0.50%,-0.30%,1.30%,1.30%
01/14/2010 08:30,US,36),,Retail Sales Less Autos,DEC,0.30%,-0.20%,1.20%,1.20%
01/14/2010 08:30,US,37),,Initial Jobless Claims,9-Jan,437K,444K,434K,456K
01/14/2010 08:30,US,38),,Retail Sales Ex Auto & Gas,DEC,0.20%,-0.30%,0.60%,0.40%
01/14/2010 08:30,US,39),,Continuing Claims,2-Jan,4750K,4596K,4802K,5000K
01/14/2010 10:00,US,40),,Business Inventories,NOV,0.30%,0.40%,0.20%,0.50%
01/15/2010 08:30,US,41),,Consumer Price Index (MoM),DEC,0.20%,0.10%,0.40%,0.20%
01/15/2010 08:30,US,42),,CPI Ex Food & Energy (MoM),DEC,0.10%,0.10%,0.00%,0.10%
01/15/2010 08:30,US,43),,Consumer Price Index (YoY),DEC,2.80%,2.70%,1.80%,- -
01/15/2010 08:30,US,44),,CPI Ex Food & Energy (YoY),DEC,1.80%,1.80%,1.70%,- -
01/15/2010 08:30,US,45),,CPI Core Index SA,DEC,- -,220.774,220.527,220.616
01/15/2010 08:30,US,46),,Consumer Price Index NSA,DEC,216,215.949,216.33,- -
01/15/2010 08:30,US,47),,Empire Manufacturing,JAN,12,15.92,2.55,3.71
01/15/2010 09:15,US,48),,Industrial Production,DEC,0.60%,0.60%,0.80%,0.20%
01/15/2010 09:15,US,49),,Capacity Utilization,DEC,71.80%,72.00%,71.30%,70.20%
01/15/2010 09:55,US,50),,U. of Michigan Confidence,JAN P,74,72.8,72.5,- -
01/19/2010 09:00,US,51),,Total Net TIC Flows,NOV,- -,$26.6B,-$13.9B,-$23.4B
01/19/2010 09:00,US,52),,Net Long-term TIC Flows,NOV,$25.0B,$126.8B,$20.7B,$19.3B
01/19/2010 13:00,US,53),,NAHB Housing Market Index,JAN,17,15,16,- -
01/19/2010 17:00,US,54),,ABC Consumer Confidence,17-Jan,-44,-49,-47,- -
01/20/2010 07:00,US,55),,MBA Mortgage Applications,15-Jan,- -,9.10%,14.30%,- -
01/20/2010 08:30,US,56),,Producer Price Index (MoM),DEC,0.00%,0.20%,1.80%,1.40%
01/20/2010 08:30,US,57),,PPI Ex Food & Energy (MoM),DEC,0.10%,0.00%,0.50%,0.40%
01/20/2010 08:30,US,58),,Producer Price Index (YoY),DEC,4.50%,4.40%,2.40%,2.20%
01/20/2010 08:30,US,59),,PPI Ex Food & Energy (YoY),DEC,1.00%,0.90%,1.20%,- -
01/20/2010 08:30,US,60),,Housing Starts,DEC,572K,557K,574K,589K
01/20/2010 08:30,US,61),,Housing Starts MOM%,DEC,- -,-4.00%,8.90%,10.70%
01/20/2010 08:30,US,62),,Building Permits,DEC,580K,653K,584K,621K
01/20/2010 08:30,US,63),,Building Permits MOM%,DEC,- -,10.90%,6.90%,- -
01/21/2010 08:30,US,64),,Initial Jobless Claims,16-Jan,440K,482K,444K,470K
01/21/2010 08:30,US,65),,Continuing Claims,9-Jan,4598K,4599K,4596K,4862K
01/21/2010 09:00,US,66),,RPX Composite 28dy YoY,NOV,- -,-4.19%,-7.46%,- -
01/21/2010 09:00,US,67),,RPX Composite 28dy Index,19-Nov,- -,193.69,193.43,- -
01/21/2010 10:00,US,68),,Leading Indicators,DEC,0.70%,1.10%,0.90%,1.10%
01/21/2010 10:00,US,69),,Philadelphia Fed.,JAN,18,15.2,20.4,19.8
01/25/2010 10:00,US,70),,Existing Home Sales,DEC,5.90M,5.45M,6.54M,6.49M
01/25/2010 10:00,US,71),,Existing Home Sales MoM,DEC,-9.80%,-16.70%,7.40%,8.60%
01/25/2010 10:30,US,72),,Dallas Fed Manf. Activity,JAN,6.00%,8.30%,3.80%,2.50%
01/26/2010 09:00,US,73),,S&P/CaseShiller Home Price Ind,NOV,146.8,146.28,146.58,146.49
01/26/2010 09:00,US,74),,S&P/CS 20 City MoM% SA,NOV,0.30%,0.24%,0.37%,0.26%
01/26/2010 09:00,US,75),,S&P/CS Composite-20 YoY,NOV,-5.00%,-5.32%,-7.28%,-7.34%
01/26/2010 10:00,US,76),,Consumer Confidence,JAN,53.5,55.9,52.9,53.6
01/26/2010 10:00,US,77),,House Price Index MoM,NOV,0.20%,0.70%,0.60%,0.30%
01/26/2010 10:00,US,78),,Richmond Fed Manufact. Index,JAN,0,-2,-4,- -
01/26/2010 17:00,US,79),,ABC Consumer Confidence,24-Jan,-45,-48,-49,- -
01/27/2010 07:00,US,80),,MBA Mortgage Applications,22-Jan,- -,-10.90%,9.10%,- -
01/27/2010 10:00,US,81),,New Home Sales,DEC,366K,342K,355K,368K
01/27/2010 10:00,US,82),,New Home Sales MoM,DEC,3.00%,-7.60%,-11.30%,-7.10%
01/27/2010 14:15,US,83),,FOMC Rate Decision,27-Jan,0.25%,0.25%,0.25%,- -
01/28/2010 08:30,US,84),,Chicago Fed Nat Activity Index,DEC,-0.4,-0.61,-0.32,-0.04
01/28/2010 08:30,US,85),,Durable Goods Orders,DEC,2.00%,0.30%,0.20%,-0.20%
01/28/2010 08:30,US,86),,Durables Ex Transportation,DEC,0.50%,0.90%,2.00%,2.50%
01/28/2010 08:30,US,87),,Initial Jobless Claims,23-Jan,450K,470K,482K,489K
01/28/2010 08:30,US,88),,Continuing Claims,16-Jan,4593K,4602K,4599K,4895K
01/29/2010 08:30,US,89),,GDP QoQ (Annualized),4Q A,4.80%,5.70%,2.20%,- -
01/29/2010 08:30,US,90),,Personal Consumption,4Q A,1.80%,2.00%,2.80%,- -
01/29/2010 08:30,US,91),,GDP Price Index,4Q A,1.30%,0.60%,0.40%,- -
01/29/2010 08:30,US,92),,Core PCE QoQ,4Q A,1.30%,1.40%,1.20%,- -
01/29/2010 08:30,US,93),,Employment Cost Index,4Q,0.40%,0.50%,0.40%,0.30%
01/29/2010 09:45,US,94),,Chicago Purchasing Manager,JAN,57.2,61.5,60,57.2
01/29/2010 09:55,US,95),,U. of Michigan Confidence,JAN F,73,74.4,72.8,- -
01/29/2010 10:00,US,96),,NAPM-Milwaukee,JAN,- -,56,52,- -
01/29/2010 16:15,US,97),,Bloomberg FCI Monthly,JAN,- -,-0.2,0.2,- -
02/01/2010 08:30,US,98),,Personal Income,DEC,0.30%,0.40%,0.40%,0.50%
02/01/2010 08:30,US,99),,Personal Spending,DEC,0.30%,0.20%,0.50%,0.30%
02/01/2010 08:30,US,100),,PCE Deflator (YoY),DEC,2.20%,2.10%,1.50%,1.70%
02/01/2010 08:30,US,101),,PCE Core (MoM),DEC,0.10%,0.10%,0.00%,0.10%
02/01/2010 08:30,US,102),,PCE Core (YoY),DEC,1.50%,1.50%,1.40%,1.70%
02/01/2010 10:00,US,103),,ISM Manufacturing,JAN,55.5,58.4,55.9,56.4
02/01/2010 10:00,US,104),,ISM Prices Paid,JAN,62.4,70,61.5,- -
02/01/2010 10:00,US,105),,Construction Spending MoM,DEC,-0.50%,-1.20%,-0.60%,-2.60%
02/01/2010 14:00,US,106),,Fed's Senior Loan Officer Survey,,,,,
02/02/2010 10:00,US,107),,Pending Home Sales MoM,DEC,1.00%,1.00%,-16.00%,-8.00%
02/02/2010 10:00,US,108),,Pending Home Sales YoY,DEC,- -,10.50%,19.30%,25.80%
02/02/2010 17:00,US,109),,ABC Consumer Confidence,31-Jan,-45,-49,-48,- -
02/02/2010 17:00,US,110),,Domestic Vehicle Sales,JAN,8.39M,8.19M,8.63M,- -
02/02/2010 17:00,US,111),,Total Vehicle Sales,JAN,10.90M,10.80M,11.23M,11.12M
02/03/2010 07:00,US,112),,MBA Mortgage Applications,29-Jan,- -,21.00%,-10.90%,- -
02/03/2010 07:30,US,113),,Challenger Job Cuts YoY,JAN,- -,-70.40%,-72.90%,- -
02/03/2010 08:15,US,114),,ADP Employment Change,JAN,-30K,-22K,-84K,-99K
02/03/2010 10:00,US,115),,ISM Non-Manf. Composite,JAN,51,50.5,50.1,50.1
02/04/2010 08:30,US,116),,Nonfarm Productivity,4Q P,6.50%,6.20%,8.10%,7.20%
02/04/2010 08:30,US,117),,Unit Labor Costs,4Q P,-3.50%,-4.40%,-2.50%,-1.50%
02/04/2010 08:30,US,118),,Initial Jobless Claims,30-Jan,455K,480K,470K,476K
02/04/2010 08:30,US,119),,Continuing Claims,23-Jan,4581K,4602K,4602K,4838K
02/04/2010 10:00,US,120),,Factory Orders,DEC,0.50%,1.00%,1.10%,1.10%
02/04/2010 10:30,US,121),,ICSC Chain Store Sales YoY,JAN,- -,3.00%,2.80%,3.60%
02/05/2010 08:30,US,122),,Change in Nonfarm Payrolls,JAN,15K,-20K,-85K,-130K
02/05/2010 08:30,US,123),,Unemployment Rate,JAN,10.00%,9.70%,10.00%,9.90%
02/05/2010 08:30,US,124),,Change in Manufact. Payrolls,JAN,-20K,11K,-27K,-28K
02/05/2010 08:30,US,125),,Avg Hourly Earning MOM Prod,JAN,0.20%,0.30%,0.20%,0.30%
02/05/2010 08:30,US,126),,Avg Hourly Earning YOY Prod,JAN,2.20%,2.50%,2.20%,2.50%
02/05/2010 08:30,US,127),,Avg Weekly Hours Production,JAN,33.2,33.3,33.2,- -
02/05/2010 08:30,US,128),,Avg Hourly Earning MOM All Emp,JAN,- -,0.20%,0.10%,- -
02/05/2010 08:30,US,129),,Avg Hourly Earning YOY All Emp,JAN,- -,2.00%,2.00%,- -
