"country","date","name","actual","consensus","previous","volatility"
"Greece","20160429 00:00:00",""Orthodox Good Friday "","","","","0"
"New Zealand","20160429 00:00:00","ANZ Business Confidence","","","","1"
"Japan","20160429 00:00:00","Showa Day","","","","0"
"Australia","20160429 00:30:00","Private Sector Credit (MoM)","","","","1"
"Australia","20160429 00:30:00","Private Sector Credit (YoY)","","","","1"
"New Zealand","20160429 01:00:00","ANZ Activity Outlook","","","","1"
"Australia","20160429 01:30:00","Producer Price Index (QoQ)","","","","1"
"Australia","20160429 01:30:00","Producer Price Index (YoY)","","","","1"
"India","20160429 02:30:00","Infrastructure Output (YoY)","","","","1"
"New Zealand","20160429 03:00:00","M3 Money Supply (YoY)","","","","1"
"Australia","20160429 03:45:00","RBA Assist Gov Debelle Speech","","","","2"
"Germany","20160429 06:00:00","Retail Sales (MoM)","","","","1"
"Germany","20160429 06:00:00","Retail Sales (YoY)","","","","1"
"France","20160429 06:45:00","Producer Prices (MoM)","","","","1"
"France","20160429 06:45:00","Consumer Spending (MoM)","","","","1"
"Spain","20160429 07:00:00","Gross Domestic Product - Estimated (QoQ)","","","","1"
"Spain","20160429 07:00:00","Gross Domestic Product - Estimated (YoY)","","","","1"
"Spain","20160429 07:00:00","Current Account Balance","","","","1"
"Switzerland","20160429 07:00:00","KOF Leading Indicator","","","","2"
"Italy","20160429 08:00:00","Unemployment","","","","2"
"Switzerland","20160429 08:00:00","SNB Chairman Jordan Speech","","","","2"
"United Kingdom","20160429 08:30:00","Net Lending to Individuals (MoM)","","","","1"
"United Kingdom","20160429 08:30:00","Mortgage Approvals","","","","2"
"United Kingdom","20160429 08:30:00","M4 Money Supply (MoM)","","","","1"
"United Kingdom","20160429 08:30:00","M4 Money Supply (YoY)","","","","1"
"Italy","20160429 09:00:00","Consumer Price Index (YoY)","","","","1"
"Italy","20160429 09:00:00","Consumer Price Index (EU Norm) (YoY)","","","","1"
"Italy","20160429 09:00:00","Consumer Price Index (EU Norm) (MoM)","","","","1"
"Italy","20160429 09:00:00","Consumer Price Index (MoM)","","","","1"
"European Monetary Union","20160429 09:00:00","Unemployment Rate","","","","2"
"European Monetary Union","20160429 09:00:00","Consumer Price Index - Core (YoY)","","","","3"
"European Monetary Union","20160429 09:00:00","Consumer Price Index (YoY)","","","","3"
"Italy","20160429 10:00:00","Producer Price Index (MoM)","","","","1"
"Italy","20160429 10:00:00","Producer Price Index (YoY)","","","","1"
" INR"","20160429 10:30:00",""Federal Fiscal Deficit","","","","India"
"India","20160429 11:30:00","Bank Loan Growth","","","","1"
" USD"","20160429 11:30:00",""FX Reserves","","","","India"
"United Kingdom","20160429 12:00:00","MPC Member Cunliffe Speech","","","","1"
"United States","20160429 12:30:00","Personal Income (MoM)","","","","2"
"United States","20160429 12:30:00","Personal Consumption Expenditures - Price Index (YoY)","","","","2"
"United States","20160429 12:30:00","Core Personal Consumption Expenditure - Price Index (MoM)","","","","2"
"United States","20160429 12:30:00","Personal Consumption Expenditures - Price Index (MoM)","","","","2"
"United States","20160429 12:30:00","Core Personal Consumption Expenditure - Price Index (YoY)","","","","2"
"United States","20160429 12:30:00","Personal Spending","","","","2"
"United States","20160429 12:30:00","Employment cost index","","","","1"
"Canada","20160429 12:30:00","Raw Material Price Index","","","","1"
"Canada","20160429 12:30:00","Industrial Product Price (MoM)","","","","1"
"Canada","20160429 12:30:00","Gross Domestic Product (MoM)","","","","2"
"United States","20160429 13:45:00","Chicago Purchasing Managers' Index","","","","2"
"United States","20160429 14:00:00","Reuters/Michigan Consumer Sentiment Index","","","","1"
"United States","20160429 17:00:00","Baker Hughes US Oil Rig Count","","","","2"
