"country","date","name","actual","consensus","previous","volatility"
"Germany","20171031 00:00:00","Day of Reformation","","","","0"
"New Zealand","20171031 00:00:00","ANZ Business Confidence","","","","1"
"New Zealand","20171031 00:00:00","ANZ Activity Outlook","","","","1"
"Australia","20171031 00:00:00","HIA New Home Sales (MoM)","","","","2"
"United Kingdom","20171031 00:01:00","Gfk Consumer Confidence","","","","2"
"Australia","20171031 00:30:00","Private Sector Credit (YoY)","","","","1"
"Australia","20171031 00:30:00","Private Sector Credit (MoM)","","","","1"
"China","20171031 01:00:00","Non-manufacturing PMI","","","","2"
"China","20171031 01:00:00","NBS Manufacturing PMI","","","","2"
"Japan","20171031 03:00:00","BoJ Interest Rate Decision","","","","3"
"Japan","20171031 03:00:00",""BoJ Monetary Policy Statement "","","","","3"
"Japan","20171031 03:00:00","BoJ outlook report","","","","2"
"Japan","20171031 05:00:00","Annualized Housing Starts","","","","1"
"Japan","20171031 05:00:00","Housing Starts (YoY)","","","","1"
"Japan","20171031 05:00:00","Construction Orders (YoY)","","","","1"
"Japan","20171031 06:30:00","BoJ Press Conference","","","","3"
"France","20171031 06:30:00","Gross Domestic Product (QoQ)","","","","1"
"France","20171031 07:45:00","Producer Prices (MoM)","","","","1"
"France","20171031 07:45:00","Consumer Spending (MoM)","","","","1"
"France","20171031 07:45:00","Consumer Price Index (EU norm) (YoY)","","","","2"
"Italy","20171031 09:00:00","Unemployment","","","","2"
"Spain","20171031 09:00:00","Current Account Balance","","","","1"
"Italy","20171031 10:00:00","Consumer Price Index (YoY)","","","","1"
"Italy","20171031 10:00:00","Consumer Price Index (EU Norm) (YoY)","","","","1"
"Italy","20171031 10:00:00","Consumer Price Index (EU Norm) (MoM)","","","","1"
"Italy","20171031 10:00:00","Consumer Price Index (MoM)","","","","1"
"Greece","20171031 10:00:00","Retail Sales (YoY)","","","","1"
" INR"","20171031 10:00:00",""Federal Fiscal Deficit","","","","India"
"European Monetary Union","20171031 10:00:00","Gross Domestic Product s.a. (YoY)","","","","3"
"European Monetary Union","20171031 10:00:00","Gross Domestic Product s.a. (QoQ)","","","","3"
"European Monetary Union","20171031 10:00:00","Unemployment Rate","","","","2"
"European Monetary Union","20171031 10:00:00","Consumer Price Index (YoY)","","","","3"
"European Monetary Union","20171031 10:00:00","Consumer Price Index - Core (YoY)","","","","3"
"Italy","20171031 11:00:00","Producer Price Index (YoY)","","","","1"
"Italy","20171031 11:00:00","Producer Price Index (MoM)","","","","1"
"India","20171031 11:30:00","Infrastructure Output (YoY)","","","","1"
"Brazil","20171031 12:00:00","Unemployment Rate","","","","1"
"United States","20171031 12:30:00","Employment cost index","","","","1"
"Canada","20171031 12:30:00","Industrial Product Price (MoM)","","","","1"
"Canada","20171031 12:30:00","Raw Material Price Index","","","","1"
"Canada","20171031 12:30:00","Gross Domestic Product (MoM)","","","","2"
"United States","20171031 12:55:00","Redbook index (YoY)","","","","1"
"United States","20171031 12:55:00","Redbook index (MoM)","","","","1"
"United States","20171031 13:00:00","S&P/Case-Shiller Home Price Indices (YoY)","","","","2"
"United States","20171031 13:45:00","Chicago Purchasing Managers' Index","","","","2"
"United States","20171031 15:30:00","4-Week Bill Auction","","","","1"
"Canada","20171031 19:30:00","BoC Governor Poloz Speech","","","","3"
"United States","20171031 20:30:00","API Weekly Crude Oil Stock","","","","1"
"New Zealand","20171031 21:45:00","Employment Change","","","","2"
"New Zealand","20171031 21:45:00","Unemployment Rate","","","","2"
"New Zealand","20171031 21:45:00","Participation Rate","","","","2"
"New Zealand","20171031 21:45:00","Labour cost index (QoQ)","","","","1"
"New Zealand","20171031 21:45:00","Labour cost index (YoY)","","","","1"
"Australia","20171031 22:30:00","AiG Performance of Mfg Index","","","","2"
