"country","date","name","actual","consensus","previous","volatility"
"China","20131003 01:00:00","Non-manufacturing PMI","",""," 53.900 ","2"
"France","20131003 07:48:00","Markit Services PMI",""," 50.700 "," 48.900 ","2"
"Germany","20131003 07:53:00","Markit Services PMI",""," 54.400 "," 52.800 ","2"
"European Monetary Union","20131003 07:58:00","Markit Services PMI",""," 52.100 "," 50.700 ","2"
"European Monetary Union","20131003 07:58:00","Markit PMI Composite",""," 52.100 "," 51.500 ","2"
"United Kingdom","20131003 08:28:00","Markit Services PMI",""," 60.000 "," 60.500 ","2"
"European Monetary Union","20131003 09:00:00","Retail Sales (YoY)","","-1.500  %","-1.300  %","2"
"United States","20131003 12:30:00","Initial Jobless Claims",""," 313.000 "," 305.000 ","2"
"United States","20131003 12:30:00","Continuing Jobless Claims",""," 2.810 "," 2.823 ","1"
"Mexico","20131003 13:00:00","Consumer Confidence","",""," 97.400 ","1"
"Mexico","20131003 13:00:00","Consumer Confidence s.a","",""," 96.100 ","1"
"United States","20131003 14:00:00","Construction Spending (MoM)","","","0.600  %","2"
"United States","20131003 14:00:00","Factory Orders (MoM)","","0.300  %","-2.400  %","2"
"United States","20131003 14:00:00","ISM Non-Manufacturing PMI",""," 57.200 "," 58.600 ","2"
"United States","20131003 14:30:00","EIA Natural Gas Storage change",""," 96.000 "," 87.000 ","1"
"United States","20131003 15:00:00","FOMC Member Williams speech","","","","1"
"United States","20131003 16:30:00","Fed's Richard Fisher's speech","","","","1"
"United States","20131003 17:30:00","FOMC Member Powell Speech","","","","1"
