"country","date","name","actual","consensus","previous","volatility"
"Japan","20161221 04:30:00","All Industry Activity Index (MoM)","","","","2"
"France","20161221 07:45:00","Producer Prices (MoM)","","","","1"
"Italy","20161221 09:00:00","Wage Inflation (MoM)","","","","1"
"Italy","20161221 09:00:00","Wage Inflation (YoY)","","","","1"
"United Kingdom","20161221 09:30:00","Public Sector Net Borrowing","","","","2"
"Greece","20161221 10:00:00","Current Account (YoY)","","","","1"
"Portugal","20161221 10:00:00","Current Account Balance","","","","1"
"India","20161221 11:30:00","M3 Money Supply","","","","1"
"United States","20161221 12:00:00","MBA Mortgage Applications","","","","1"
"Switzerland","20161221 14:00:00","SNB Quarterly Bulletin","","","","2"
"United States","20161221 15:00:00","Existing Home Sales (MoM)","","","","1"
"United States","20161221 15:00:00","Existing Home Sales Change (MoM)","","","","1"
"European Monetary Union","20161221 15:00:00","Consumer Confidence","","","","1"
"United States","20161221 15:30:00","EIA Crude Oil Stocks change","","","","3"
"New Zealand","20161221 21:45:00","Current Account (QoQ)","","","","1"
"New Zealand","20161221 21:45:00","Current Account - GDP Ratio","","","","1"
"New Zealand","20161221 21:45:00","Gross Domestic Product (YoY)","","","","2"
"New Zealand","20161221 21:45:00","Gross Domestic Product (QoQ)","","","","3"
"Japan","20161221 23:50:00","Foreign bond investment","","","","2"
"Japan","20161221 23:50:00","Foreign investment in Japan stocks","","","","2"
