"country","date","name","actual","consensus","previous","volatility"
"Australia","20151016 00:30:00","Financial Stability Review","","","","1"
"Japan","20151016 06:30:00",""BOJ Deputy Governor Nakaso Speech "","","","","1"
"Japan","20151016 06:35:00","Bank of Japan Governor Kuroda Speech","","","","3"
"Italy","20151016 08:00:00","Global Trade Balance","","","","1"
"Italy","20151016 08:00:00","Trade Balance EU","","","","1"
"European Monetary Union","20151016 09:00:00","Consumer Price Index (MoM)","","","","2"
"European Monetary Union","20151016 09:00:00","Consumer Price Index - Core (YoY)","","","","2"
"European Monetary Union","20151016 09:00:00","Trade Balance n.s.a.","","","","2"
"European Monetary Union","20151016 09:00:00","Consumer Price Index (YoY)","","","","2"
"European Monetary Union","20151016 09:00:00","Trade Balance s.a.","","","","2"
" USD"","20151016 11:30:00",""FX Reserves","","","","India"
"India","20151016 11:30:00","Bank Loan Growth","","","","1"
"Canada","20151016 12:30:00","Manufacturing Shipments (MoM)","","","","1"
"Canada","20151016 12:30:00","Foreign portfolio investment in Canadian securities","","","","1"
"Canada","20151016 12:30:00","Canadian portfolio investment in foreign securities","","","","1"
"United States","20151016 13:15:00","Industrial Production (MoM)","","","","2"
"United States","20151016 13:15:00","Capacity Utilization","","","","2"
"United States","20151016 14:00:00","Reuters/Michigan Consumer Sentiment Index","","","","3"
"United States","20151016 15:00:00","JOLTS Job Openings","","","","1"
"United States","20151016 20:00:00","Net Long-Term TIC Flows","","","","1"
"United States","20151016 20:00:00","Total Net TIC Flows","","","","1"
