"country","date","name","actual","consensus","previous","volatility"
"China","20170731 01:00:00","Non-manufacturing PMI","","","","2"
"China","20170731 01:00:00","NBS Manufacturing PMI","","","","2"
"New Zealand","20170731 01:00:00","ANZ Activity Outlook","","","","1"
"New Zealand","20170731 01:00:00","ANZ Business Confidence","","","","1"
"Australia","20170731 01:00:00","HIA New Home Sales (MoM)","","","","2"
"Australia","20170731 01:00:00","TD Securities Inflation (MoM)","","","","2"
"Australia","20170731 01:00:00","TD Securities Inflation (YoY)","","","","2"
"Australia","20170731 01:30:00","Private Sector Credit (MoM)","","","","1"
"Australia","20170731 01:30:00","Private Sector Credit (YoY)","","","","1"
"Japan","20170731 05:00:00","Housing Starts (YoY)","","","","1"
"Japan","20170731 05:00:00","Construction Orders (YoY)","","","","1"
"Japan","20170731 05:00:00","Annualized Housing Starts","","","","1"
"Germany","20170731 06:00:00","Retail Sales (YoY)","","","","1"
"Germany","20170731 06:00:00","Retail Sales (MoM)","","","","1"
"Italy","20170731 08:00:00","Unemployment","","","","2"
"Spain","20170731 08:00:00","Current Account Balance","","","","1"
"United Kingdom","20170731 08:30:00","Net Lending to Individuals (MoM)","","","","1"
"United Kingdom","20170731 08:30:00","Consumer Credit","","","","2"
"United Kingdom","20170731 08:30:00","Mortgage Approvals","","","","2"
"United Kingdom","20170731 08:30:00","M4 Money Supply (YoY)","","","","1"
"United Kingdom","20170731 08:30:00","M4 Money Supply (MoM)","","","","1"
"Italy","20170731 09:00:00","Consumer Price Index (YoY)","","","","1"
"Italy","20170731 09:00:00","Consumer Price Index (EU Norm) (YoY)","","","","1"
"Italy","20170731 09:00:00","Consumer Price Index (EU Norm) (MoM)","","","","1"
"Italy","20170731 09:00:00","Consumer Price Index (MoM)","","","","1"
"Greece","20170731 09:00:00","Retail Sales (YoY)","","","","1"
"European Monetary Union","20170731 09:00:00","Unemployment Rate","","","","2"
"European Monetary Union","20170731 09:00:00","Consumer Price Index (YoY)","","","","3"
"European Monetary Union","20170731 09:00:00","Consumer Price Index - Core (YoY)","","","","3"
"United Kingdom","20170731 10:00:00","Inflation Report Hearings","","","","3"
"European Monetary Union","20170731 10:00:00","Inflation Report Hearings","","","","2"
" INR"","20170731 10:00:00",""Federal Fiscal Deficit","","","","India"
"India","20170731 11:30:00","Infrastructure Output (YoY)","","","","1"
"Canada","20170731 12:30:00","Industrial Product Price (MoM)","","","","1"
"Canada","20170731 12:30:00","Raw Material Price Index","","","","1"
"United States","20170731 13:45:00","Chicago Purchasing Managers' Index","","","","2"
"United States","20170731 14:00:00","Pending Home Sales (YoY)","","","","2"
"United States","20170731 14:00:00","Pending Home Sales (MoM)","","","","2"
"United States","20170731 14:00:00","Dallas Fed Manufacturing Business Index","","","","2"
"United States","20170731 15:00:00","Loan Officer Survey","","","","1"
"United States","20170731 15:30:00","3-Month Bill Auction","","","","1"
"United States","20170731 15:30:00","6-Month Bill Auction","","","","1"
"Australia","20170731 23:30:00","AiG Performance of Mfg Index","","","","2"
