"country","date","name","actual","consensus","previous","volatility"
"Japan","20131213 04:30:00","Industrial Production (YoY)","","","5.100  %","2"
"Poland","20131213 13:00:00","Consumer Price Index (MoM)","","","0.100  %","1"
"Poland","20131213 13:00:00","Consumer Price Index (YoY)","","","1.000  %","1"
"Poland","20131213 13:00:00","Current Account","","","€ -1,024.000 ","1"
"Poland","20131213 13:00:00","M3 Money Supply (YoY)","","","5.900  %","1"
"United States","20131213 13:30:00","Producer Price Index (YoY)","","0.800  %","0.300  %","1"
"United States","20131213 13:30:00","Producer Price Index (MoM)","","0.000  %","-0.200  %","1"
"United States","20131213 13:30:00","Producer Price Index ex Food & Energy (MoM)","","0.100  %","0.200  %","1"
"United States","20131213 13:30:00","Producer Price Index ex Food & Energy (YoY)","","1.400  %","1.400  %","1"
"Peru","20131213 15:00:00","Trade balance","",""," 4.000 ","1"
"Argentina","20131213 19:00:00","Consumer Price Index (MoM)","","","0.900  %","1"
