"country","date","name","actual","consensus","previous","volatility"
"Australia","20151106 00:30:00","RBA Monetary Policy Statement","","","","3"
"Australia","20151106 01:00:00",""RBA Assist Gov Edey Speech "","","","","2"
"Japan","20151106 04:00:00","Bank of Japan Governor Kuroda Speech","","","","3"
"Japan","20151106 05:00:00","Coincident Index","","","","2"
"Japan","20151106 05:00:00","Leading Economic Index","","","","2"
"Germany","20151106 07:00:00","Industrial Production n.s.a. w.d.a. (YoY)","","","","2"
"Germany","20151106 07:00:00","Industrial Production s.a. (MoM)","","","","2"
"France","20151106 07:45:00","Trade Balance EUR","","","","1"
" EUR"","20151106 07:45:00",""Imports","","","","France"
" EUR"","20151106 07:45:00",""Exports","","","","France"
"France","20151106 07:45:00","Individual Investment (Current Year)","","","","1"
"France","20151106 07:45:00","Budget","","","","1"
"Spain","20151106 08:00:00","Industrial Output Cal Adjusted (YoY)","","","","1"
"Switzerland","20151106 08:00:00","Foreign Currency Reserves","","","","1"
"United Kingdom","20151106 09:30:00","Manufacturing Production (YoY)","","","","2"
"United Kingdom","20151106 09:30:00","Industrial Production (MoM)","","","","2"
"United Kingdom","20151106 09:30:00","Manufacturing Production (MoM)","","","","2"
"United Kingdom","20151106 09:30:00","Industrial Production (YoY)","","","","2"
"United Kingdom","20151106 09:30:00","Trade Balance; non-EU","","","","1"
"United Kingdom","20151106 09:30:00","Goods Trade Balance","","","","1"
"United Kingdom","20151106 09:30:00","Total Trade Balance","","","","1"
"Greece","20151106 10:00:00","Industrial Production (YoY)","","","","1"
"United States","20151106 13:00:00","Fed's Bullard speech","","","","1"
"United States","20151106 13:30:00","Average Weekly Hours","","","","2"
"United States","20151106 13:30:00","Average Hourly Earnings (YoY)","","","","2"
"United States","20151106 13:30:00","Nonfarm Payrolls","","","","3"
"United States","20151106 13:30:00","Unemployment Rate","","","","3"
"United States","20151106 13:30:00","Average Hourly Earnings (MoM)","","","","1"
"United States","20151106 13:30:00","Labor Force Participation Rate","","","","2"
"Canada","20151106 13:30:00","Building Permits (MoM)","","","","1"
"Canada","20151106 13:30:00","Participation rate","","","","1"
"Canada","20151106 13:30:00","Net Change in Employment","","","","3"
"Canada","20151106 13:30:00","Unemployment Rate","","","","3"
"United Kingdom","20151106 15:00:00","NIESR GDP Estimate (3M)","","","","3"
"European Monetary Union","20151106 15:00:00","NIESR GDP Estimate (3M)","","","","2"
"United States","20151106 20:00:00","Consumer Credit Change","","","","2"
"United States","20151106 20:15:00","FOMC Member Brainard Speech","","","","1"
