"country","date","name","actual","consensus","previous","volatility"
"Australia","20150902 00:30:00","TD Securities Inflation (YoY)","","","","2"
"Australia","20150902 00:30:00","TD Securities Inflation (MoM)","","","","2"
"New Zealand","20150902 01:00:00","ANZ Commodity Price","","","","1"
"Australia","20150902 01:30:00","Gross Domestic Product (YoY)","","","","2"
"Australia","20150902 01:30:00","Gross Domestic Product (QoQ)","","","","2"
"Spain","20150902 07:00:00","Unemployment Change","","","","1"
"United Kingdom","20150902 07:00:00","Halifax House Prices (MoM)","","","","1"
"United Kingdom","20150902 07:00:00","Halifax House Prices (3m/YoY)","","","","1"
"United Kingdom","20150902 08:30:00","PMI Construction","","","","2"
"European Monetary Union","20150902 09:00:00","Producer Price Index (MoM)","","","","3"
"European Monetary Union","20150902 09:00:00","Producer Price Index (YoY)","","","","3"
"United States","20150902 11:00:00","MBA Mortgage Applications","","","","1"
"India","20150902 11:30:00","M3 Money Supply","","","","1"
"United States","20150902 12:15:00","ADP Employment Change","","","","2"
"United States","20150902 12:30:00","Nonfarm Productivity","","","","2"
"United States","20150902 12:30:00","Unit Labor Costs","","","","1"
"United States","20150902 13:45:00","ISM New York index","","","","1"
"United States","20150902 14:00:00","Factory Orders (MoM)","","","","2"
"United States","20150902 14:30:00","EIA Crude Oil Stocks change","","","","1"
"United States","20150902 18:00:00","Fed's Beige Book","","","","2"
"Australia","20150902 23:30:00","AiG Performance of Services Index","","","","1"
"Japan","20150902 23:50:00","Foreign bond investment","","","","2"
"Japan","20150902 23:50:00","Foreign investment in Japan stocks","","","","2"
