"country","date","name","actual","consensus","previous","volatility"
"Australia","20150710 01:30:00","Home Loans","","","","2"
"Australia","20150710 01:30:00","Investment Lending for Homes","","","","2"
"China","20150710 05:00:00","New Loans","","","","1"
"China","20150710 05:00:00","M2 Money Supply (YoY)","","","","1"
"Japan","20150710 05:00:00","Consumer Confidence Index","","","","1"
"Germany","20150710 06:00:00","Wholesale Price Index (MoM)","","","","1"
"Germany","20150710 06:00:00","Wholesale Price Index (YoY)","","","","1"
"France","20150710 06:45:00","Current Account","","","","1"
"France","20150710 06:45:00","Industrial Output (MoM)","","","","1"
"Italy","20150710 08:00:00","Industrial Output w.d.a (YoY)","","","","1"
"Italy","20150710 08:00:00","Industrial Output s.a. (MoM)","","","","1"
"United Kingdom","20150710 08:30:00","Trade Balance; non-EU","","","","1"
"United Kingdom","20150710 08:30:00","Total Trade Balance","","","","1"
"United Kingdom","20150710 08:30:00","Goods Trade Balance","","","","1"
"Greece","20150710 09:00:00","Industrial Production (YoY)","","","","1"
" USD"","20150710 11:00:00",""FX Reserves","","","","India"
"India","20150710 11:30:00","Bank Loan Growth","","","","1"
"India","20150710 12:00:00","Industrial Output","","","","1"
"India","20150710 12:00:00","Manufacturing Output","","","","1"
"India","20150710 12:00:00","Cumulative Industrial Output","","","","1"
"Canada","20150710 12:30:00","Participation rate","","","","1"
"Canada","20150710 12:30:00","Net Change in Employment","","","","3"
"Canada","20150710 12:30:00","Unemployment Rate","","","","3"
"United States","20150710 14:00:00","Wholesale Inventories","","","","1"
"United States","20150710 15:35:00","Federal Reserve Bank of Boston President Rosengren Speech","","","","1"
"United States","20150710 16:00:00","Fed's Yellen Speech","","","","2"
